Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.001368,10.247807,[17  8] ; [15 36],[10.52631579 14.47368421] ; [21.47368421 29.52631579],0
s6,1,0.015063,5.909091,[16 10] ; [17 35],[11. 15.] ; [22. 30.],0
p7,1,0.025724,4.97449,[13 12] ; [13 37],[ 8.66666667 16.33333333] ; [17.33333333 32.66666667],0
p3,1,0.028766,4.781547,[14 11] ; [16 37],[ 9.61538462 15.38461538] ; [20.38461538 32.61538462],0
d3,1,0.029392,4.744534,[19  7] ; [25 28],[14.48101266 11.51898734] ; [29.51898734 23.48101266],0
n2,1,0.055571,3.664855,[9 1] ; [14 11],[6.57142857 3.42857143] ; [16.42857143  8.57142857],0
p6,1,0.069562,3.293331,[ 9 16] ; [ 9 43],[ 5.84415584 19.15584416] ; [12.15584416 39.84415584],0
a5,1,0.089851,2.877046,[18  8] ; [26 27],[14.48101266 11.51898734] ; [29.51898734 23.48101266],0
p9,1,0.104172,2.640486,[19  6] ; [29 22],[15.78947368  9.21052632] ; [32.21052632 18.78947368],0
p11,1,0.107533,2.590103,[20  6] ; [31 22],[16.78481013  9.21518987] ; [34.21518987 18.78481013],0
a6,1,0.129636,2.296853,[16 10] ; [23 30],[12.83544304 13.16455696] ; [26.16455696 26.83544304],0
r3,1,0.141563,2.160886,[19  6] ; [30 21],[16.11842105  8.88157895] ; [32.88157895 18.11842105],0
p5,1,0.143667,2.138231,[ 4 21] ; [ 3 49],[ 2.27272727 22.72727273] ; [ 4.72727273 47.27272727],0
d4,1,0.160117,1.973123,[21  5] ; [34 18],[18.33333333  7.66666667] ; [36.66666667 15.33333333],0
a3,1,0.164872,1.928959,[18  8] ; [28 25],[15.13924051 10.86075949] ; [30.86075949 22.13924051],0
b1,1,0.175588,1.83458,[15 11] ; [22 31],[12.17721519 13.82278481] ; [24.82278481 28.17721519],0
a4,1,0.181799,1.782857,[12 14] ; [16 36],[ 9.33333333 16.66666667] ; [18.66666667 33.33333333],0
p2,1,0.189487,1.721603,[20  5] ; [34 18],[17.53246753  7.46753247] ; [36.46753247 15.53246753],0
