Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,89.982104,[287   4] ; [25 16],[273.46987952  17.53012048] ; [38.53012048  2.46987952],1
r1,1,0.0,77.670996,[240  51] ; [ 8 34],[216.72072072  74.27927928] ; [31.27927928 10.72072072],1
v4,1,0.0,68.185643,[286   5] ; [28 14],[274.3963964  16.6036036] ; [39.6036036  2.3963964],1
r2,1,0.0,62.553656,[275  14] ; [23 18],[260.97575758  28.02424242] ; [37.02424242  3.97575758],1
a6,1,1e-06,24.450116,[214  77] ; [15 27],[200.11711712  90.88288288] ; [28.88288288 13.11711712],1
b1,1,4.2e-05,16.772528,[ 87 204] ; [26 16],[ 98.74774775 192.25225225] ; [14.25225225 27.74774775],1
a7,1,0.000168,14.159786,[219  71] ; [20 22],[208.76506024  81.23493976] ; [30.23493976 11.76506024],1
d5,1,0.00026,13.336605,[242  48] ; [25 17],[233.22289157  56.77710843] ; [33.77710843  8.22289157],1
p7,1,0.000304,13.044656,[187 102] ; [14 26],[176.56231003 112.43768997] ; [24.43768997 15.56231003],1
n6,1,0.00092,10.981555,[251  40] ; [27 14],[243.6686747  47.3313253] ; [34.3313253  6.6686747],1
v2,1,0.002508,9.134801,[167 115] ; [14 27],[158.0247678 123.9752322] ; [22.9752322 18.0247678],0
p11,1,0.002838,8.90849,[248  43] ; [28 14],[241.18918919  49.81081081] ; [34.81081081  7.18918919],0
s6,1,0.003888,8.335288,[143 143] ; [11 31],[134.2804878 151.7195122] ; [19.7195122 22.2804878],0
d1,1,0.005168,7.81985,[164 127] ; [14 28],[155.54954955 135.45045045] ; [22.45045045 19.54954955],0
s1,1,0.005698,7.643436,[  3 285] ; [ 3 39],[  5.23636364 282.76363636] ; [ 0.76363636 41.23636364],0
d3,1,0.008997,6.823336,[201  89] ; [20 21],[193.62537764  96.37462236] ; [27.37462236 13.62537764],0
d4,1,0.010329,6.577272,[237  54] ; [27 15],[230.7027027  60.2972973] ; [33.2972973  8.7027027],0
p8,1,0.012516,6.236261,[164 122] ; [15 26],[156.55657492 129.44342508] ; [22.44342508 18.55657492],0
a1,1,0.013375,6.118772,[ 10 281] ; [ 5 37],[ 13.10810811 277.89189189] ; [ 1.89189189 40.10810811],0
u2,1,0.019685,5.439596,[53 34] ; [ 6 13],[48.4245283 38.5754717] ; [10.5754717  8.4245283],0
p2,1,0.023084,5.162181,[250  41] ; [28 11],[245.14545455  45.85454545] ; [32.85454545  6.14545455],0
a5,1,0.023544,5.127933,[221  70] ; [25 17],[214.97297297  76.02702703] ; [31.02702703 10.97297297],0
