Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,2.3e-05,17.923023,[36 59] ; [48 19],[49.25925926 45.74074074] ; [34.74074074 32.25925926],1
a5,1,0.00097,10.884292,[48 53] ; [51 19],[58.47368421 42.52631579] ; [40.52631579 29.47368421],1
s7,1,0.001194,10.499539,[24 73] ; [33 34],[33.71341463 63.28658537] ; [23.28658537 43.71341463],0
v3,1,0.001327,10.304683,[19 78] ; [29 39],[28.21818182 68.78181818] ; [19.78181818 48.21818182],0
p9,1,0.007368,7.181105,[70 29] ; [60  8],[77.06586826 21.93413174] ; [52.93413174 15.06586826],0
a4,1,0.010016,6.63213,[22 79] ; [28 42],[29.53216374 71.46783626] ; [20.46783626 49.53216374],0
s6,1,0.010887,6.48372,[52 49] ; [49 20],[60.00588235 40.99411765] ; [40.99411765 28.00588235],0
b3,1,0.015547,5.853422,[11 40] ; [15 17],[15.97590361 35.02409639] ; [10.02409639 21.97590361],0
b2,1,0.015547,5.853422,[11 40] ; [15 17],[15.97590361 35.02409639] ; [10.02409639 21.97590361],0
p1,1,0.020461,5.372145,[ 2 98] ; [ 7 62],[ 5.32544379 94.67455621] ; [ 3.67455621 65.32544379],0
n5,1,0.025816,4.968321,[26 75] ; [29 40],[32.67647059 68.32352941] ; [22.32352941 46.67647059],0
p3,1,0.027711,4.845987,[28 73] ; [30 38],[34.66272189 66.33727811] ; [23.33727811 44.66272189],0
a2,1,0.033552,4.51741,[12 89] ; [17 53],[17.12865497 83.87134503] ; [11.87134503 58.12865497],0
u2,1,0.060086,3.535015,[20 23] ; [15  6],[23.515625 19.484375] ; [11.484375  9.515625],0
n1,1,0.06535,3.396131,[12 25] ; [ 3 22],[ 8.9516129 28.0483871] ; [ 6.0483871 18.9516129],0
p6,1,0.086162,2.944653,[19 82] ; [20 46],[23.58682635 77.41317365] ; [15.41317365 50.58682635],0
p10,1,0.095357,2.781527,[67 32] ; [54 14],[71.73053892 27.26946108] ; [49.26946108 18.73053892],0
s8,1,0.101492,2.681933,[27 74] ; [27 43],[31.89473684 69.10526316] ; [22.10526316 47.89473684],0
u1,1,0.106808,2.600831,[ 9 92] ; [12 58],[12.40350877 88.59649123] ; [ 8.59649123 61.40350877],0
a3,1,0.108955,2.569319,[57 44] ; [48 22],[62.01754386 38.98245614] ; [42.98245614 27.01754386],0
n2,1,0.130683,2.284371,[19 17] ; [18  7],[21.83606557 14.16393443] ; [15.16393443  9.83606557],0
u3,1,0.161772,1.95758,[23 19] ; [16  6],[25.59375 16.40625] ; [13.40625  8.59375],0
a6,1,0.16273,1.948676,[68 33] ; [54 16],[72.05847953 28.94152047] ; [49.94152047 20.05847953],0
n3,1,0.165981,1.918872,[27 10] ; [14 11],[24.46774194 12.53225806] ; [16.53225806  8.46774194],0
d4,1,0.166742,1.911992,[78 23] ; [60 10],[81.50877193 19.49122807] ; [56.49122807 13.50877193],0
r4,1,0.199626,1.645107,[77 24] ; [59 11],[80.32748538 20.67251462] ; [55.67251462 14.32748538],0
p8,1,0.249229,1.32762,[42 57] ; [35 33],[45.64670659 53.35329341] ; [31.35329341 36.64670659],0
s5,1,0.254029,1.30101,[25 74] ; [23 46],[28.28571429 70.71428571] ; [19.71428571 49.28571429],0
d1,1,0.292186,1.10952,[48 53] ; [39 31],[51.38596491 49.61403509] ; [35.61403509 34.38596491],0
d5,1,0.31059,1.028166,[74 27] ; [56 14],[76.78362573 24.21637427] ; [53.21637427 16.78362573],0
s2,1,0.327069,0.960466,[40 61] ; [33 37],[43.11695906 57.88304094] ; [29.88304094 40.11695906],0
s3,1,0.328679,0.954097,[45 56] ; [36 33],[48.12352941 52.87647059] ; [32.87647059 36.12352941],0
d3,1,0.332018,0.94101,[72 28] ; [55 15],[74.70588235 25.29411765] ; [52.29411765 17.70588235],0
r1,1,0.3385,0.916106,[69 31] ; [53 17],[71.76470588 28.23529412] ; [50.23529412 19.76470588],0
p2,1,0.345827,0.888711,[75 25] ; [56 13],[77.5147929 22.4852071] ; [53.4852071 15.5147929],0
p4,1,0.350336,0.872241,[41 60] ; [33 36],[43.96470588 57.03529412] ; [30.03529412 38.96470588],0
d2,1,0.351485,0.86809,[32 69] ; [27 43],[34.84795322 66.15204678] ; [24.15204678 45.84795322],0
p12,1,0.362357,0.829708,[ 3 98] ; [ 4 65],[ 4.15882353 96.84117647] ; [ 2.84117647 66.15882353],0
r2,1,0.396143,0.720002,[88 13] ; [63  6],[89.71176471 11.28823529] ; [61.28823529  7.71176471],0
b4,1,0.401065,0.70513,[57 44] ; [44 26],[59.65497076 41.34502924] ; [41.34502924 28.65497076],0
n6,1,0.441892,0.591363,[63 38] ; [47 22],[65.35294118 35.64705882] ; [44.64705882 24.35294118],0
v4,1,0.44247,0.589867,[91  9] ; [65  4],[92.30769231  7.69230769] ; [63.69230769  5.30769231],0
b5,1,0.47604,0.507921,[66 35] ; [42 28],[63.78947368 37.21052632] ; [44.21052632 25.78947368],0
s4,1,0.515875,0.422133,[26 75] ; [15 55],[24.21637427 76.78362573] ; [16.78362573 53.21637427],0
p5,1,0.553984,0.350228,[ 5 94] ; [ 5 64],[ 5.89285714 93.10714286] ; [ 4.10714286 64.89285714],0
p11,1,0.563983,0.332855,[62 39] ; [46 24],[63.78947368 37.21052632] ; [44.21052632 25.78947368],0
p7,1,0.613144,0.255622,[49 48] ; [36 30],[50.58282209 46.41717791] ; [34.41717791 31.58282209],0
s1,1,0.632662,0.228468,[ 3 98] ; [ 3 66],[ 3.56470588 97.43529412] ; [ 2.43529412 66.56470588],0
b1,1,0.67959,0.170587,[33 68] ; [25 45],[34.25730994 66.74269006] ; [23.74269006 46.25730994],0
a8,1,0.701464,0.146953,[ 4 90] ; [ 2 63],[ 3.54716981 90.45283019] ; [ 2.45283019 62.54716981],0
u4,1,0.79314,0.068768,[  1 100] ; [ 1 69],[ 1.18128655 99.81871345] ; [ 0.81871345 69.18128655],0
a1,1,0.79314,0.068768,[  1 100] ; [ 1 69],[ 1.18128655 99.81871345] ; [ 0.81871345 69.18128655],0
r3,1,0.870923,0.026402,[93  8] ; [64  5],[93.27647059  7.72352941] ; [63.72352941  5.27647059],0
