Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,58.802605,[115  44] ; [32 90],[83.17793594 75.82206406] ; [63.82206406 58.17793594],1
s2,1,0.0,37.879035,[93 67] ; [26 95],[67.75800712 92.24199288] ; [51.24199288 69.75800712],1
s7,1,0.0,31.38007,[82 79] ; [20 93],[ 59.93430657 101.06569343] ; [42.06569343 70.93430657],1
s8,1,0.0,30.440326,[77 84] ; [ 20 102],[ 55.18374558 105.81625442] ; [41.81625442 80.18374558],1
s5,1,1e-06,24.108215,[60 96] ; [ 14 104],[ 42.13138686 113.86861314] ; [31.86861314 86.13138686],1
p10,1,0.000192,13.905657,[132  25] ; [79 43],[118.73476703  38.26523297] ; [92.26523297 29.73476703],1
p9,1,0.00044,12.352986,[139  17] ; [88 33],[127.84115523  28.15884477] ; [99.15884477 21.84115523],1
n2,1,0.012726,6.206748,[40  7] ; [20 13],[35.25 11.75] ; [24.75  8.25],0
p12,1,0.020424,5.375264,[ 10 149] ; [  1 119],[  6.2688172 152.7311828] ; [  4.7311828 115.2688172],0
r2,1,0.024592,5.052392,[151   6] ; [109  13],[146.30824373  10.69175627] ; [113.69175627   8.30824373],0
v4,1,0.027547,4.856215,[155   4] ; [110  10],[151.02150538   7.97849462] ; [113.97849462   6.02150538],0
a2,1,0.03231,4.581963,[ 34 127] ; [ 14 108],[ 27.30742049 133.69257951] ; [ 20.69257951 101.30742049],0
v1,1,0.040276,4.206236,[79 74] ; [47 73],[70.61538462 82.38461538] ; [55.38461538 64.61538462],0
p7,1,0.046985,3.94593,[90 61] ; [57 63],[81.90774908 69.09225092] ; [65.09225092 54.90774908],0
a5,1,0.058049,3.592261,[110  51] ; [70 52],[102.40282686  58.59717314] ; [77.59717314 44.40282686],0
s4,1,0.058059,3.591993,[ 30 129] ; [ 13 109],[ 24.33096085 134.66903915] ; [ 18.66903915 103.33096085],0
b1,1,0.081876,3.027256,[ 45 116] ; [46 76],[ 51.77031802 109.22968198] ; [39.22968198 82.77031802],0
n6,1,0.099333,2.716226,[130  29] ; [89 32],[124.36071429  34.63928571] ; [94.63928571 26.36071429],0
d5,1,0.101487,2.682017,[128  33] ; [86 35],[122.17730496  38.82269504] ; [91.82269504 29.17730496],0
n1,1,0.110977,2.540251,[17 30] ; [ 6 25],[13.85897436 33.14102564] ; [ 9.14102564 21.85897436],0
n5,1,0.137693,2.203558,[107  52] ; [71 50],[101.07857143  57.92142857] ; [76.92142857 44.07857143],0
r1,1,0.145427,2.119578,[127  33] ; [87 34],[121.85053381  38.14946619] ; [92.14946619 28.85053381],0
a8,1,0.171069,1.873551,[ 25 119] ; [ 13 102],[ 21.12741313 122.87258687] ; [16.87258687 98.12741313],0
u3,1,0.176323,1.828348,[27 21] ; [19 26],[23.74193548 24.25806452] ; [22.25806452 22.74193548],0
u1,1,0.176948,1.823069,[ 23 138] ; [ 11 111],[ 19.34275618 141.65724382] ; [ 14.65724382 107.34275618],0
v3,1,0.185175,1.755593,[ 55 104] ; [32 86],[ 49.93862816 109.06137184] ; [37.06137184 80.93862816],0
a7,1,0.195534,1.675418,[115  46] ; [77 43],[110.00711744  50.99288256] ; [81.99288256 38.00711744],0
p8,1,0.205587,1.602236,[65 89] ; [42 79],[59.92 94.08] ; [47.08 73.92],0
a3,1,0.215103,1.536744,[113  47] ; [77 44],[108.18505338  51.81494662] ; [81.81494662 39.18505338],0
r4,1,0.246888,1.340828,[140  21] ; [100  22],[136.53710247  24.46289753] ; [103.46289753  18.53710247],0
r3,1,0.273129,1.200964,[153   6] ; [112   8],[151.02150538   7.97849462] ; [113.97849462   6.02150538],0
s1,1,0.291269,1.113744,[  4 154] ; [  1 119],[  2.84172662 155.15827338] ; [  2.15827338 117.84172662],0
p6,1,0.299969,1.074333,[ 25 130] ; [25 94],[ 28.28467153 126.71532847] ; [21.71532847 97.28467153],0
d4,1,0.305538,1.049866,[129  32] ; [90 30],[125.47686833  35.52313167] ; [93.52313167 26.47686833],0
p11,1,0.313932,1.014062,[127  34] ; [90 32],[123.45229682  37.54770318] ; [93.54770318 28.45229682],0
n4,1,0.335647,0.926987,[111  49] ; [78 44],[107.23404255  52.76595745] ; [81.76595745 40.23404255],0
b5,1,0.430549,0.621342,[105  56] ; [74 48],[101.83392226  59.16607774] ; [77.16607774 44.83392226],0
a6,1,0.531289,0.391926,[108  52] ; [78 44],[105.53191489  54.46808511] ; [80.46808511 41.53191489],0
