Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,55.775393,[78 18] ; [ 9 42],[56.81632653 39.18367347] ; [30.18367347 20.81632653],1
p11,1,1e-06,24.3219,[78 18] ; [21 30],[64.65306122 31.34693878] ; [34.34693878 16.65306122],1
p2,1,2e-06,22.432044,[76 19] ; [21 30],[63.11643836 31.88356164] ; [33.88356164 17.11643836],1
r3,1,4.2e-05,16.789441,[87  9] ; [32 19],[77.71428571 18.28571429] ; [41.28571429  9.71428571],1
s6,1,0.000283,13.18059,[58 34] ; [16 35],[47.60839161 44.39160839] ; [26.39160839 24.60839161],1
s7,1,0.00046,12.272687,[47 46] ; [ 9 37],[37.4676259 55.5323741] ; [18.5323741 27.4676259],1
n6,1,0.000606,11.758856,[81 15] ; [30 21],[72.48979592 23.51020408] ; [38.51020408 12.48979592],1
a3,1,0.000978,10.86809,[63 33] ; [19 32],[53.55102041 42.44897959] ; [28.44897959 22.55102041],1
r4,1,0.001225,10.451532,[77 19] ; [28 23],[68.57142857 27.42857143] ; [36.42857143 14.57142857],0
p8,1,0.004984,7.885362,[47 48] ; [13 38],[39.04109589 55.95890411] ; [20.95890411 30.04109589],0
a5,1,0.005852,7.595434,[64 32] ; [22 29],[56.16326531 39.83673469] ; [29.83673469 21.16326531],0
p6,1,0.008031,7.026449,[35 59] ; [ 8 42],[28.06944444 65.93055556] ; [14.93055556 35.06944444],0
s8,1,0.009306,6.763134,[37 59] ; [ 9 42],[30.04081633 65.95918367] ; [15.95918367 35.04081633],0
n5,1,0.009592,6.709069,[72 23] ; [28 23],[65.06849315 29.93150685] ; [34.93150685 16.06849315],0
v4,1,0.009751,6.679739,[84 12] ; [35 15],[78.24657534 17.75342466] ; [40.75342466  9.24657534],0
n4,1,0.010829,6.493165,[74 22] ; [29 22],[67.26530612 28.73469388] ; [35.73469388 15.26530612],0
p4,1,0.015107,5.903979,[50 44] ; [16 34],[43.08333333 50.91666667] ; [22.91666667 27.08333333],0
n3,1,0.031224,4.640625,[25 11] ; [ 7 11],[21.33333333 14.66666667] ; [10.66666667  7.33333333],0
n2,1,0.036668,4.365782,[27  9] ; [10 11],[23.36842105 12.63157895] ; [13.63157895  7.36842105],0
p5,1,0.0453,4.007438,[11 85] ; [ 1 50],[ 7.83673469 88.16326531] ; [ 4.16326531 46.83673469],0
d4,1,0.046658,3.957693,[66 30] ; [26 24],[60.49315068 35.50684932] ; [31.50684932 18.49315068],0
p3,1,0.053184,3.738121,[44 52] ; [15 36],[38.53061224 57.46938776] ; [20.46938776 30.53061224],0
p7,1,0.068516,3.318223,[55 40] ; [21 29],[49.79310345 45.20689655] ; [26.20689655 23.79310345],0
a4,1,0.081782,3.029123,[41 55] ; [14 36],[36.16438356 59.83561644] ; [18.83561644 31.16438356],0
b5,1,0.089,2.892361,[46 50] ; [17 34],[41.14285714 54.85714286] ; [21.85714286 29.14285714],0
r2,1,0.098777,2.725172,[83 13] ; [37 12],[79.44827586 16.55172414] ; [40.55172414  8.44827586],0
d1,1,0.114124,2.496157,[43 53] ; [16 35],[38.53061224 57.46938776] ; [20.46938776 30.53061224],0
d3,1,0.114124,2.496157,[43 53] ; [16 35],[38.53061224 57.46938776] ; [20.46938776 30.53061224],0
s3,1,0.119801,2.419926,[48 45] ; [19 31],[43.57342657 49.42657343] ; [23.42657343 26.57342657],0
a2,1,0.125024,2.353225,[ 8 88] ; [ 1 50],[ 5.87755102 90.12244898] ; [ 3.12244898 47.87755102],0
s5,1,0.1291,2.30329,[28 61] ; [10 41],[24.15714286 64.84285714] ; [13.84285714 37.15714286],0
n1,1,0.146993,2.103184,[14 22] ; [ 4 16],[11.57142857 24.42857143] ; [ 6.42857143 13.57142857],0
d5,1,0.16059,1.968658,[64 32] ; [28 23],[60.08163265 35.91836735] ; [31.91836735 19.08163265],0
