Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.000812,11.213773,[24 22] ; [86 23],[32.64516129 13.35483871] ; [77.35483871 31.64516129],1
p9,1,0.000952,10.919129,[30 16] ; [95 13],[37.33766234  8.66233766] ; [87.66233766 20.33766234],1
r3,1,0.00133,10.300712,[38  9] ; [105   4],[43.08333333  3.91666667] ; [99.91666667  9.08333333],0
r4,1,0.004861,7.930266,[34 13] ; [99 11],[39.81528662  7.18471338] ; [93.18471338 16.81528662],0
n6,1,0.005445,7.725386,[28 18] ; [90 20],[34.79487179 11.20512821] ; [83.20512821 26.79487179],0
a5,1,0.007622,7.120248,[28 19] ; [88 22],[34.72611465 12.27388535] ; [81.27388535 28.72611465],0
b1,1,0.008482,6.928774,[24 23] ; [32 78],[16.76433121 30.23566879] ; [39.23566879 70.76433121],0
s1,1,0.012772,6.200415,[ 5 41] ; [  2 108],[ 2.06410256 43.93589744] ; [  4.93589744 105.06410256],0
v4,1,0.026659,4.912746,[40  7] ; [104   5],[43.38461538  3.61538462] ; [100.61538462   8.38461538],0
n4,1,0.032652,4.563953,[29 18] ; [86 24],[34.42675159 12.57324841] ; [80.57324841 29.42675159],0
p1,1,0.03748,4.328453,[ 8 39] ; [  7 103],[ 4.49044586 42.50955414] ; [10.50955414 99.49044586],0
b4,1,0.038331,4.290272,[22 25] ; [71 39],[27.84076433 19.15923567] ; [65.15923567 44.84076433],0
n5,1,0.078241,3.101064,[27 20] ; [79 31],[31.73248408 15.26751592] ; [74.26751592 35.73248408],0
n2,1,0.089152,2.889611,[13  7] ; [20  3],[15.34883721  4.65116279] ; [17.65116279  5.34883721],0
r1,1,0.107181,2.5953,[32 15] ; [88 22],[35.92356688 11.07643312] ; [84.07643312 25.92356688],0
s7,1,0.113095,2.510436,[22 20] ; [40 65],[17.71428571 24.28571429] ; [44.28571429 60.71428571],0
v2,1,0.116787,2.459889,[23 22] ; [68 37],[27.3 17.7] ; [63.7 41.3],0
d3,1,0.126475,2.335251,[35 12] ; [68 42],[30.8343949 16.1656051] ; [72.1656051 37.8343949],0
a6,1,0.127676,2.320541,[27 20] ; [77 33],[31.13375796 15.86624204] ; [72.86624204 37.13375796],0
p2,1,0.139349,2.185139,[31 16] ; [85 25],[34.72611465 12.27388535] ; [81.27388535 28.72611465],0
u3,1,0.142438,2.151421,[10  9] ; [24  9],[12.42307692  6.57692308] ; [21.57692308 11.42307692],0
a8,1,0.1668,1.911467,[ 2 38] ; [13 87],[ 4.28571429 35.71428571] ; [10.71428571 89.28571429],0
p12,1,0.186254,1.747001,[ 2 44] ; [12 97],[ 4.15483871 41.84516129] ; [ 9.84516129 99.15483871],0
s4,1,0.221738,1.493089,[ 9 37] ; [13 95],[ 6.57142857 39.42857143] ; [15.42857143 92.57142857],0
s5,1,0.23737,1.396143,[15 28] ; [26 77],[12.07534247 30.92465753] ; [28.92465753 74.07534247],0
u2,1,0.244013,1.357258,[9 9] ; [22 11],[10.94117647  7.05882353] ; [20.05882353 12.94117647],0
a3,1,0.267631,1.228849,[28 18] ; [77 33],[30.96153846 15.03846154] ; [74.03846154 35.96153846],0
p4,1,0.271043,1.211462,[19 28] ; [55 55],[22.15286624 24.84713376] ; [51.84713376 58.15286624],0
s2,1,0.323946,0.972947,[27 19] ; [53 53],[24.21052632 21.78947368] ; [55.78947368 50.21052632],0
