Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.006936,7.289423,[ 3 12] ; [5 1],[5.71428571 9.28571429] ; [2.28571429 3.71428571],0
d2,1,0.038214,4.295455,[ 5 10] ; [5 1],[7.14285714 7.85714286] ; [2.85714286 3.14285714],0
s7,1,0.111219,2.536813,[ 3 11] ; [3 2],[4.42105263 9.57894737] ; [1.57894737 3.42105263],0
p5,1,0.114653,2.488889,[ 1 14] ; [2 4],[ 2.14285714 12.85714286] ; [0.85714286 5.14285714],0
p1,1,0.114653,2.488889,[ 1 14] ; [2 4],[ 2.14285714 12.85714286] ; [0.85714286 5.14285714],0
b3,1,0.121335,2.4,[2 8] ; [3 2],[3.33333333 6.66666667] ; [1.66666667 3.33333333],0
b2,1,0.121335,2.4,[2 8] ; [3 2],[3.33333333 6.66666667] ; [1.66666667 3.33333333],0
v2,1,0.163187,1.944444,[ 5 10] ; [4 2],[6.42857143 8.57142857] ; [2.57142857 3.42857143],0
d1,1,0.163187,1.944444,[ 5 10] ; [4 2],[6.42857143 8.57142857] ; [2.57142857 3.42857143],0
r1,1,0.163187,1.944444,[ 5 10] ; [4 2],[6.42857143 8.57142857] ; [2.57142857 3.42857143],0
b1,1,0.200933,1.635577,[8 7] ; [5 1],[9.28571429 5.71428571] ; [3.71428571 2.28571429],0
p10,1,0.200933,1.635577,[8 7] ; [5 1],[9.28571429 5.71428571] ; [3.71428571 2.28571429],0
p2,1,0.200933,1.635577,[8 7] ; [5 1],[9.28571429 5.71428571] ; [3.71428571 2.28571429],0
s3,1,0.200933,1.635577,[8 7] ; [5 1],[9.28571429 5.71428571] ; [3.71428571 2.28571429],0
r3,1,0.200933,1.635577,[8 7] ; [5 1],[9.28571429 5.71428571] ; [3.71428571 2.28571429],0
b4,1,0.200933,1.635577,[8 7] ; [5 1],[9.28571429 5.71428571] ; [3.71428571 2.28571429],0
n6,1,0.260452,1.266353,[8 6] ; [5 1],[9.1 4.9] ; [3.9 2.1],0
b5,1,0.269004,1.221818,[9 6] ; [2 4],[7.85714286 7.14285714] ; [3.14285714 2.85714286],0
d5,1,0.305507,1.05,[9 6] ; [5 1],[10.  5.] ; [4. 2.],0
r4,1,0.305507,1.05,[ 4 11] ; [3 3],[ 5. 10.] ; [2. 4.],0
n4,1,0.305507,1.05,[9 6] ; [5 1],[10.  5.] ; [4. 2.],0
n5,1,0.305507,1.05,[9 6] ; [5 1],[10.  5.] ; [4. 2.],0
a3,1,0.305507,1.05,[9 6] ; [5 1],[10.  5.] ; [4. 2.],0
p11,1,0.407094,0.687273,[7 8] ; [4 2],[7.85714286 7.14285714] ; [3.14285714 2.85714286],0
p4,1,0.445009,0.583333,[10  5] ; [5 1],[10.71428571  4.28571429] ; [4.28571429 1.71428571],0
d3,1,0.477395,0.504808,[10  5] ; [3 3],[9.28571429 5.71428571] ; [3.71428571 2.28571429],0
s8,1,0.516937,0.42,[ 3 12] ; [2 4],[ 3.57142857 11.42857143] ; [1.42857143 4.57142857],0
v1,1,0.576999,0.311111,[7 8] ; [2 4],[6.42857143 8.57142857] ; [2.57142857 3.42857143],0
d4,1,0.626928,0.23625,[11  4] ; [5 1],[11.42857143  3.57142857] ; [4.57142857 1.42857143],0
a4,1,0.759982,0.093333,[ 4 11] ; [2 4],[ 4.28571429 10.71428571] ; [1.71428571 4.28571429],0
s4,1,0.759982,0.093333,[ 4 11] ; [2 4],[ 4.28571429 10.71428571] ; [1.71428571 4.28571429],0
v3,1,0.765594,0.088889,[ 4 11] ; [1 4],[ 3.75 11.25] ; [1.25 3.75],0
a6,1,0.776258,0.080769,[9 6] ; [4 2],[9.28571429 5.71428571] ; [3.71428571 2.28571429],0
s2,1,0.890106,0.019091,[7 8] ; [3 3],[7.14285714 7.85714286] ; [2.85714286 3.14285714],0
p8,1,0.890106,0.019091,[7 8] ; [3 3],[7.14285714 7.85714286] ; [2.85714286 3.14285714],0
a7,1,1.0,0.0,[ 5 10] ; [2 4],[ 5. 10.] ; [2. 4.],0
p7,1,1.0,0.0,[10  5] ; [4 2],[10.  5.] ; [4. 2.],0
r2,1,1.0,0.0,[10  5] ; [4 2],[10.  5.] ; [4. 2.],0
