Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,148.508232,[  4 104] ; [272 119],[59.73547094 48.26452906] ; [216.26452906 174.73547094],1
u2,1,0.015369,5.873669,[22 35] ; [62 44],[29.37423313 27.62576687] ; [54.62576687 51.37423313],0
p8,1,0.022705,5.190948,[41 65] ; [197 188],[51.3808554 54.6191446] ; [186.6191446 198.3808554],0
p10,1,0.034646,4.462528,[75 31] ; [310  76],[82.94715447 23.05284553] ; [302.05284553  83.94715447],0
p9,1,0.039049,4.258736,[79 27] ; [320  64],[86.31428571 19.68571429] ; [312.68571429  71.31428571],0
s2,1,0.041686,4.147906,[32 75] ; [158 230],[41.07070707 65.92929293] ; [148.92929293 239.07070707],0
s6,1,0.054434,3.699332,[53 55] ; [230 157],[61.74545455 46.25454545] ; [221.25454545 165.74545455],0
r4,1,0.066664,3.363313,[88 20] ; [345  46],[93.71543086 14.28456914] ; [339.28456914  51.71543086],0
s8,1,0.067646,3.339237,[32 76] ; [153 237],[40.12048193 67.87951807] ; [144.87951807 245.12048193],0
a1,1,0.077101,3.124986,[  1 107] ; [ 18 373],[  4.11222445 103.88777555] ; [ 14.88777555 376.11222445],0
n4,1,0.084655,2.973182,[79 29] ; [315  75],[85.44578313 22.55421687] ; [308.55421687  81.44578313],0
p11,1,0.110303,2.549871,[80 28] ; [317  74],[85.9238477 22.0761523] ; [311.0761523  79.9238477],0
b4,1,0.117602,2.448971,[55 53] ; [232 159],[62.11623246 45.88376754] ; [224.88376754 166.11623246],0
p4,1,0.120151,2.415348,[53 55] ; [223 165],[60.09677419 47.90322581] ; [215.90322581 172.09677419],0
p1,1,0.142157,2.154453,[10 98] ; [ 21 368],[  6.73641851 101.26358149] ; [ 24.26358149 364.73641851],0
p6,1,0.148284,2.089815,[27 79] ; [127 260],[33.11156187 72.88843813] ; [120.88843813 266.11156187],0
s4,1,0.152413,2.047937,[17 90] ; [ 42 346],[12.75353535 94.24646465] ; [ 46.24646465 341.75353535],0
a8,1,0.166008,1.918632,[ 9 89] ; [ 52 305],[13.13846154 84.86153846] ; [ 47.86153846 309.13846154],0
v4,1,0.205735,1.601191,[99  9] ; [371  20],[101.72344689   6.27655311] ; [368.27655311  22.72344689],0
n3,1,0.218422,1.514711,[22  6] ; [61 31],[19.36666667  8.63333333] ; [63.63333333 28.36666667],0
p7,1,0.245291,1.349928,[57 49] ; [230 153],[62.21267894 43.78732106] ; [224.78732106 158.21267894],0
p2,1,0.266745,1.233409,[84 24] ; [320  68],[87.96774194 20.03225806] ; [316.03225806  71.96774194],0
s1,1,0.310343,1.029216,[  4 102] ; [  8 380],[  2.57489879 103.42510121] ; [  9.42510121 378.57489879],0
n2,1,0.316894,1.001721,[22  7] ; [60 31],[19.81666667  9.18333333] ; [62.18333333 28.81666667],0
v1,1,0.498848,0.457387,[49 56] ; [191 188],[52.0661157 52.9338843] ; [187.9338843 191.0661157],0
p5,1,0.538523,0.378283,[  5 103] ; [ 24 363],[  6.32727273 101.67272727] ; [ 22.67272727 364.32727273],0
n1,1,0.546418,0.363774,[11 18] ; [29 62],[ 9.66666667 19.33333333] ; [30.33333333 60.66666667],0
n5,1,0.591658,0.287762,[82 26] ; [304  84],[84.0483871 23.9516129] ; [301.9516129  86.0483871],0
p3,1,0.752111,0.099766,[47 60] ; [178 212],[48.44064386 58.55935614] ; [176.55935614 213.44064386],0
b5,1,0.777575,0.079795,[69 39] ; [244 147],[67.74348697 40.25651303] ; [245.25651303 145.74348697],0
s3,1,0.80348,0.061924,[50 55] ; [179 208],[48.87195122 56.12804878] ; [180.12804878 206.87195122],0
b1,1,0.953277,0.003433,[39 69] ; [140 251],[38.74148297 69.25851703] ; [140.25851703 250.74148297],0
p12,1,0.959014,0.002641,[  6 102] ; [ 22 365],[  6.10909091 101.89090909] ; [ 21.89090909 365.10909091],0
