Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,52.624677,[158 205] ; [299 134],[208.40577889 154.59422111] ; [248.59422111 184.40577889],1
v3,1,0.0,42.689965,[103 263] ; [220 212],[148.14285714 217.85714286] ; [174.85714286 257.14285714],1
n5,1,0.0,29.769694,[243 134] ; [361  83],[277.3544458  99.6455542] ; [326.6455542 117.3544458],1
s8,1,0.0,25.727606,[130 250] ; [229 213],[165.96107056 214.03892944] ; [193.03892944 248.96107056],1
p3,1,5e-06,20.677081,[154 224] ; [251 192],[186.46772229 191.53227771] ; [218.53227771 224.46772229],1
p4,1,8e-06,19.949689,[189 186] ; [291 151],[220.31823745 154.68176255] ; [259.68176255 182.31823745],1
p6,1,3.2e-05,17.310849,[111 264] ; [190 244],[139.52410383 235.47589617] ; [161.47589617 272.52410383],1
n4,1,6e-05,16.116569,[264 115] ; [364  82],[288.49939394  90.50060606] ; [339.50060606 106.49939394],1
p9,1,9.6e-05,15.208383,[290  83] ; [388  53],[310.68058968  62.31941032] ; [367.31941032  73.68058968],1
p10,1,0.000208,13.761918,[278  96] ; [373  67],[299.10810811  74.89189189] ; [351.89189189  88.10810811],1
p8,1,0.000245,13.448189,[167 207] ; [251 185],[193.00246914 180.99753086] ; [224.99753086 211.00246914],1
p2,1,0.000749,11.363959,[293  84] ; [384  59],[311.25487805  65.74512195] ; [365.74512195  77.25487805],1
r1,1,0.001049,10.738879,[297  82] ; [387  58],[314.60679612  64.39320388] ; [369.39320388  75.60679612],0
s6,1,0.001342,10.284415,[230 144] ; [313 121],[251.33910891 122.66089109] ; [291.66089109 142.33910891],0
a5,1,0.001418,10.181708,[257 122] ; [348 100],[277.26118501 101.73881499] ; [327.73881499 120.26118501],0
p5,1,0.001888,9.654996,[ 26 351] ; [ 60 382],[ 39.58730159 337.41269841] ; [ 46.41269841 395.58730159],0
s5,1,0.002262,9.323828,[106 258] ; [169 259],[126.38888889 237.61111111] ; [148.61111111 279.38888889],0
p7,1,0.002286,9.304258,[216 155] ; [297 136],[236.72014925 134.27985075] ; [276.27985075 156.72014925],0
