Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,1e-06,24.440627,[31 28] ; [13 76],[17.54054054 41.45945946] ; [26.45945946 62.54054054],1
s6,1,9e-06,19.676242,[35 24] ; [21 69],[22.17449664 36.82550336] ; [33.82550336 56.17449664],1
s7,1,0.001256,10.406223,[21 32] ; [13 72],[13.05797101 39.94202899] ; [20.94202899 64.05797101],0
r4,1,0.002735,8.976444,[48 11] ; [52 38],[39.59731544 19.40268456] ; [60.40268456 29.59731544],0
p4,1,0.003127,8.731586,[30 29] ; [24 65],[21.52702703 37.47297297] ; [32.47297297 56.52702703],0
p7,1,0.00819,6.991413,[34 24] ; [32 56],[26.21917808 31.78082192] ; [39.78082192 48.21917808],0
r3,1,0.018889,5.511768,[52  7] ; [64 25],[46.24324324 12.75675676] ; [69.75675676 19.24324324],0
p1,1,0.020684,5.353207,[ 8 51] ; [ 3 86],[ 4.38513514 54.61486486] ; [ 6.61486486 82.38513514],0
s8,1,0.022223,5.228261,[15 44] ; [10 80],[ 9.89932886 49.10067114] ; [15.10067114 74.89932886],0
r1,1,0.030191,4.698375,[47 12] ; [56 33],[41.06081081 17.93918919] ; [61.93918919 27.06081081],0
p10,1,0.040366,4.202444,[18 40] ; [15 75],[12.93243243 45.06756757] ; [20.06756757 69.93243243],0
p2,1,0.073788,3.196679,[37 22] ; [43 47],[31.67785235 27.32214765] ; [48.32214765 41.67785235],0
a2,1,0.079688,3.071253,[ 5 54] ; [17 73],[ 8.7114094 50.2885906] ; [13.2885906 76.7114094],0
s1,1,0.088022,2.910189,[ 7 51] ; [ 4 85],[ 4.34013605 53.65986395] ; [ 6.65986395 82.34013605],0
s4,1,0.119357,2.425733,[11 47] ; [ 9 81],[ 7.83783784 50.16216216] ; [12.16216216 77.83783784],0
n1,1,0.129755,2.295438,[ 8 10] ; [ 9 28],[ 5.56363636 12.43636364] ; [11.43636364 25.56363636],0
a4,1,0.130988,2.280761,[14 44] ; [32 57],[18.14965986 39.85034014] ; [27.85034014 61.14965986],0
p8,1,0.14834,2.089238,[22 36] ; [24 66],[18.02702703 39.97297297] ; [27.97297297 62.02702703],0
a8,1,0.166519,1.914006,[ 6 48] ; [ 4 79],[ 3.94160584 50.05839416] ; [ 6.05839416 76.94160584],0
n5,1,0.210887,1.565325,[36 23] ; [45 44],[32.29054054 26.70945946] ; [48.70945946 40.29054054],0
u3,1,0.214365,1.5417,[17  9] ; [21 21],[14.52941176 11.47058824] ; [23.47058824 18.52941176],0
p11,1,0.21663,1.52656,[31 28] ; [38 52],[27.32214765 31.67785235] ; [41.67785235 48.32214765],0
p6,1,0.237648,1.394495,[13 45] ; [13 75],[10.32876712 47.67123288] ; [15.67123288 72.32876712],0
v4,1,0.254784,1.296878,[48  9] ; [68 21],[45.28767123 11.71232877] ; [70.71232877 18.28767123],0
u2,1,0.271236,1.210485,[15 11] ; [18 23],[12.80597015 13.19402985] ; [20.19402985 20.80597015],0
n4,1,0.273321,1.200003,[41 18] ; [54 35],[37.87162162 21.12837838] ; [57.12837838 31.87162162],0
p3,1,0.309117,1.034444,[19 38] ; [23 67],[16.28571429 40.71428571] ; [25.71428571 64.28571429],0
p5,1,0.324652,0.970111,[ 2 56] ; [ 1 89],[ 1.17567568 56.82432432] ; [ 1.82432432 88.17567568],0
r2,1,0.346508,0.886202,[51  8] ; [70 17],[48.89726027 10.10273973] ; [72.10273973 14.89726027],0
d4,1,0.350523,0.871563,[37 21] ; [64 26],[39.58108108 18.41891892] ; [61.41891892 28.58108108],0
v1,1,0.389081,0.741812,[21 38] ; [26 64],[18.61073826 40.38926174] ; [28.38926174 61.61073826],0
v2,1,0.433385,0.613734,[19 38] ; [35 53],[21.22758621 35.77241379] ; [32.77241379 55.22758621],0
d5,1,0.434838,0.609866,[37 22] ; [62 28],[39.20134228 19.79865772] ; [59.79865772 30.20134228],0
n6,1,0.463576,0.537248,[34 25] ; [56 32],[36.12244898 22.87755102] ; [53.87755102 34.12244898],0
n3,1,0.502447,0.449765,[11  7] ; [18 17],[9.8490566 8.1509434] ; [19.1509434 15.8490566],0
d3,1,0.509273,0.435561,[36 23] ; [50 40],[34.05369128 24.94630872] ; [51.94630872 38.05369128],0
b1,1,0.517124,0.419625,[34 25] ; [47 43],[32.0738255 26.9261745] ; [48.9261745 41.0738255],0
