Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,59.600109,[18 28] ; [91  3],[35.81428571 10.18571429] ; [73.18571429 20.81428571],1
r2,1,0.0,55.003338,[22 24] ; [93  1],[37.78571429  8.21428571] ; [77.21428571 16.78571429],1
r1,1,0.0,48.271277,[13 34] ; [81 13],[31.33333333 15.66666667] ; [62.66666667 31.33333333],1
v4,1,0.0,42.283993,[21 26] ; [87  6],[36.25714286 10.74285714] ; [71.74285714 21.25714286],1
p2,1,0.000921,10.979328,[15 33] ; [57 37],[24.33802817 23.66197183] ; [47.66197183 46.33802817],1
s8,1,0.001369,10.246729,[ 1 47] ; [21 71],[ 7.54285714 40.45714286] ; [14.45714286 77.54285714],0
u3,1,0.001896,9.647637,[ 7 19] ; [27 14],[13.19402985 12.80597015] ; [20.80597015 20.19402985],0
p11,1,0.012433,6.248028,[13 35] ; [46 48],[19.94366197 28.05633803] ; [39.05633803 54.94366197],0
n6,1,0.015344,5.876503,[21 25] ; [63 31],[27.6 18.4] ; [56.4 37.6],0
p7,1,0.020361,5.380655,[12 35] ; [43 51],[18.33333333 28.66666667] ; [36.66666667 57.33333333],0
p4,1,0.030027,4.707734,[12 36] ; [41 53],[17.91549296 30.08450704] ; [35.08450704 58.91549296],0
a1,1,0.031273,4.637925,[ 6 42] ; [ 3 91],[ 3.04225352 44.95774648] ; [ 5.95774648 88.04225352],0
s6,1,0.033384,4.525969,[14 34] ; [44 48],[19.88571429 28.11428571] ; [38.11428571 53.88571429],0
n2,1,0.036993,4.350753,[12 16] ; [21  9],[15.93103448 12.06896552] ; [17.06896552 12.93103448],0
a7,1,0.04077,4.18553,[21 25] ; [60 34],[26.61428571 19.38571429] ; [54.38571429 39.61428571],0
v3,1,0.042913,4.098827,[ 8 39] ; [30 60],[13.03649635 33.96350365] ; [24.96350365 65.03649635],0
b4,1,0.051552,3.790264,[23 25] ; [61 33],[28.3943662 19.6056338] ; [55.6056338 38.3943662],0
v1,1,0.052692,3.753648,[12 36] ; [39 55],[17.23943662 30.76056338] ; [33.76056338 60.23943662],0
s1,1,0.05748,3.608633,[ 7 40] ; [ 5 88],[ 4.02857143 42.97142857] ; [ 7.97142857 85.02857143],0
n3,1,0.059882,3.540645,[12 16] ; [19  9],[15.5 12.5] ; [15.5 12.5],0
p3,1,0.071967,3.237582,[10 37] ; [34 60],[14.66666667 32.33333333] ; [29.33333333 64.66666667],0
u1,1,0.074509,3.180776,[ 3 45] ; [16 78],[ 6.42253521 41.57746479] ; [12.57746479 81.42253521],0
s3,1,0.076982,3.127499,[13 34] ; [40 53],[17.79285714 29.20714286] ; [35.20714286 57.79285714],0
d4,1,0.103065,2.65746,[28 19] ; [68 25],[32.22857143 14.77142857] ; [63.77142857 29.22857143],0
d5,1,0.156893,2.003917,[28 20] ; [66 28],[31.77464789 16.22535211] ; [62.22535211 31.77464789],0
p6,1,0.172064,1.864865,[ 6 40] ; [21 71],[ 9. 37.] ; [18. 74.],0
p8,1,0.175877,1.832121,[ 9 38] ; [28 66],[12.33333333 34.66666667] ; [24.66666667 69.33333333],0
a5,1,0.185935,1.749537,[23 25] ; [56 38],[26.70422535 21.29577465] ; [52.29577465 41.70422535],0
s2,1,0.216663,1.52634,[11 37] ; [30 61],[14.15827338 33.84172662] ; [26.84172662 64.15827338],0
a8,1,0.239675,1.382503,[ 1 44] ; [ 6 78],[ 2.44186047 42.55813953] ; [ 4.55813953 79.44186047],0
p1,1,0.269234,1.220643,[ 5 43] ; [ 5 88],[ 3.40425532 44.59574468] ; [ 6.59574468 86.40425532],0
d3,1,0.280915,1.162658,[23 25] ; [54 40],[26.02816901 21.97183099] ; [50.97183099 43.02816901],0
a3,1,0.282789,1.153636,[22 25] ; [53 41],[25. 22.] ; [50. 44.],0
s4,1,0.30964,1.032212,[10 38] ; [13 79],[ 7.88571429 40.11428571] ; [15.11428571 76.88571429],0
b2,1,0.316103,1.005001,[11 19] ; [15 42],[ 8.96551724 21.03448276] ; [17.03448276 39.96551724],0
b3,1,0.316103,1.005001,[11 19] ; [15 42],[ 8.96551724 21.03448276] ; [17.03448276 39.96551724],0
a2,1,0.317272,1.000158,[ 6 42] ; [18 76],[ 8.11267606 39.88732394] ; [15.88732394 78.11267606],0
u2,1,0.326284,0.963591,[10 15] ; [21 19],[11.92307692 13.07692308] ; [19.07692308 20.92307692],0
n5,1,0.340395,0.908944,[27 20] ; [46 48],[24.33333333 22.66666667] ; [48.66666667 45.33333333],0
d2,1,0.398961,0.711457,[20 26] ; [48 46],[22.34285714 23.65714286] ; [45.65714286 48.34285714],0
d1,1,0.41253,0.671497,[18 30] ; [42 52],[20.28169014 27.71830986] ; [39.71830986 54.28169014],0
v2,1,0.448827,0.573612,[16 31] ; [37 54],[18.05072464 28.94927536] ; [34.94927536 56.05072464],0
p5,1,0.519591,0.414706,[ 1 46] ; [ 4 90],[ 1.66666667 45.33333333] ; [ 3.33333333 90.66666667],0
s7,1,0.526195,0.401735,[ 8 36] ; [20 67],[ 9.40458015 34.59541985] ; [18.59541985 68.40458015],0
b5,1,0.537158,0.380832,[26 22] ; [56 38],[27.71830986 20.28169014] ; [54.28169014 39.71830986],0
a6,1,0.542827,0.370324,[25 23] ; [54 40],[26.70422535 21.29577465] ; [52.29577465 41.70422535],0
p12,1,0.631466,0.230078,[ 1 47] ; [ 1 92],[ 0.68085106 47.31914894] ; [ 1.31914894 91.68085106],0
n4,1,0.713245,0.135057,[28 19] ; [59 35],[29. 18.] ; [58. 36.],0
n1,1,0.717201,0.13119,[ 9 19] ; [11 19],[ 9.65517241 18.34482759] ; [10.34482759 19.65517241],0
a4,1,0.805765,0.060463,[17 30] ; [36 58],[17.66666667 29.33333333] ; [35.33333333 58.66666667],0
b1,1,0.817906,0.05301,[26 22] ; [49 45],[25.35211268 22.64788732] ; [49.64788732 44.35211268],0
s5,1,0.939339,0.005791,[ 7 40] ; [14 77],[ 7.15217391 39.84782609] ; [13.84782609 77.15217391],0
