Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,31.21339,[ 4 38] ; [58 37],[19.00729927 22.99270073] ; [42.99270073 52.00729927],1
a3,1,3e-06,21.793333,[16 26] ; [75 20],[27.89781022 14.10218978] ; [63.10218978 31.89781022],1
d2,1,0.000402,12.523621,[13 30] ; [59 35],[22.59854015 20.40145985] ; [49.40145985 44.59854015],1
u1,1,0.000593,11.796456,[ 1 42] ; [26 69],[ 8.41304348 34.58695652] ; [18.58695652 76.41304348],1
d5,1,0.004406,8.108526,[30 13] ; [84 10],[35.7810219  7.2189781] ; [78.2189781 15.7810219],0
r2,1,0.004781,7.960298,[38  5] ; [94  1],[41.13043478  1.86956522] ; [90.86956522  4.13043478],0
a6,1,0.005407,7.73794,[17 26] ; [61 33],[24.48175182 18.51824818] ; [53.51824818 40.48175182],0
v2,1,0.005409,7.737443,[15 26] ; [57 34],[22.36363636 18.63636364] ; [49.63636364 41.36363636],0
r3,1,0.011581,6.373885,[34  7] ; [91  4],[37.68382353  3.31617647] ; [87.31617647  7.68382353],0
p7,1,0.01963,5.444485,[16 26] ; [55 37],[22.25373134 19.74626866] ; [48.74626866 43.25373134],0
d1,1,0.026563,4.919007,[18 25] ; [59 36],[23.99275362 19.00724638] ; [53.00724638 41.99275362],0
s5,1,0.030026,4.707791,[13 29] ; [46 44],[18.77272727 23.22727273] ; [40.22727273 49.77272727],0
p5,1,0.030111,4.70297,[ 8 35] ; [ 6 87],[ 4.42647059 38.57352941] ; [ 9.57352941 83.42647059],0
u2,1,0.03626,4.384817,[16  8] ; [ 7 13],[12.54545455 11.45454545] ; [10.45454545  9.54545455],0
p9,1,0.036857,4.357009,[23 17] ; [71 23],[28.05970149 11.94029851] ; [65.94029851 28.05970149],0
u3,1,0.040788,4.184786,[20  6] ; [ 9 10],[16.75555556  9.24444444] ; [12.24444444  6.75555556],0
a8,1,0.073352,3.206371,[ 2 38] ; [14 71],[ 5.12 34.88] ; [10.88 74.12],0
r4,1,0.083523,2.99498,[35  8] ; [87  8],[38.01449275  4.98550725] ; [83.98550725 11.01449275],0
n3,1,0.122629,2.383416,[11  8] ; [28  8],[13.47272727  5.52727273] ; [25.52727273 10.47272727],0
p10,1,0.126594,2.333777,[21 20] ; [60 32],[24.96992481 16.03007519] ; [56.03007519 35.96992481],0
p1,1,0.136808,2.213501,[ 8 35] ; [ 9 85],[ 5.33576642 37.66423358] ; [11.66423358 82.33576642],0
p6,1,0.154569,2.026567,[10 32] ; [34 60],[13.58823529 28.41176471] ; [30.41176471 63.58823529],0
d3,1,0.164538,1.932015,[26 17] ; [68 26],[29.50364964 13.49635036] ; [64.49635036 29.50364964],0
p4,1,0.195487,1.67577,[21 22] ; [57 37],[24.48175182 18.51824818] ; [53.51824818 40.48175182],0
p8,1,0.208511,1.581737,[11 31] ; [35 59],[14.20588235 27.79411765] ; [31.79411765 62.20588235],0
b1,1,0.220076,1.503878,[27 16] ; [49 46],[23.68115942 19.31884058] ; [52.31884058 42.68115942],0
n4,1,0.223405,1.482366,[25 18] ; [64 29],[28.13970588 14.86029412] ; [60.86029412 32.13970588],0
n2,1,0.247006,1.340156,[12  7] ; [28  8],[13.81818182  5.18181818] ; [26.18181818  9.81818182],0
r1,1,0.293502,1.103488,[34  9] ; [81 13],[36.09489051  6.90510949] ; [78.90510949 15.09489051],0
v3,1,0.42891,0.625774,[13 28] ; [35 55],[15.02290076 25.97709924] ; [32.97709924 57.02290076],0
s3,1,0.434418,0.610982,[29 13] ; [59 36],[26.97810219 15.02189781] ; [61.02189781 33.97810219],0
d4,1,0.477344,0.504925,[34  9] ; [79 15],[35.46715328  7.53284672] ; [77.53284672 16.46715328],0
n1,1,0.528929,0.396448,[ 7 12] ; [16 19],[ 8.09259259 10.90740741] ; [14.90740741 20.09259259],0
s1,1,0.582166,0.302747,[ 2 39] ; [ 7 87],[ 2.73333333 38.26666667] ; [ 6.26666667 87.73333333],0
s7,1,0.653668,0.201307,[21 17] ; [53 36],[22.14173228 15.85826772] ; [51.85826772 37.14173228],0
a1,1,0.698344,0.150201,[ 2 41] ; [ 6 89],[ 2.49275362 40.50724638] ; [ 5.50724638 89.49275362],0
n6,1,0.701272,0.147152,[32 11] ; [72 21],[32.88235294 10.11764706] ; [71.11764706 21.88235294],0
s4,1,0.70198,0.14642,[10 33] ; [25 70],[10.9057971 32.0942029] ; [24.0942029 70.9057971],0
p2,1,0.703053,0.145316,[32 11] ; [67 27],[31.0729927 11.9270073] ; [67.9270073 26.0729927],0
n5,1,0.757054,0.095698,[28 15] ; [58 35],[27.19117647 15.80882353] ; [58.80882353 34.19117647],0
p12,1,0.779964,0.078046,[ 1 42] ; [ 3 91],[ 1.25547445 41.74452555] ; [ 2.74452555 91.25547445],0
s2,1,0.794917,0.067564,[28 15] ; [64 31],[28.66666667 14.33333333] ; [63.33333333 31.66666667],0
s8,1,0.835253,0.043251,[20 23] ; [46 49],[20.56521739 22.43478261] ; [45.43478261 49.56521739],0
p3,1,0.86494,0.02893,[19 24] ; [43 51],[19.45985401 23.54014599] ; [42.54014599 51.45985401],0
