Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,36.62541,[15 31] ; [122  31],[31.66834171 14.33165829] ; [105.33165829  47.66834171],1
d3,1,1e-06,24.079131,[29 17] ; [141  12],[39.29648241  6.70351759] ; [130.70351759  22.29648241],1
a2,1,0.000546,11.950936,[ 5 41] ; [58 95],[14.56281407 31.43718593] ; [ 48.43718593 104.56281407],1
b1,1,0.000817,11.202192,[28 18] ; [ 51 102],[18.26130653 27.73869347] ; [60.73869347 92.26130653],1
v4,1,0.001516,10.059139,[35 11] ; [142  11],[40.91457286  5.08542714] ; [136.08542714  16.91457286],0
r4,1,0.004599,8.030549,[30 16] ; [129  24],[36.75376884  9.24623116] ; [122.24623116  30.75376884],0
a4,1,0.004691,7.995015,[35 10] ; [83 70],[26.81818182 18.18181818] ; [91.18181818 61.81818182],0
r1,1,0.007162,7.231871,[28 18] ; [122  30],[34.84848485 11.15151515] ; [115.15151515  36.84848485],0
u1,1,0.008928,6.837268,[ 5 41] ; [ 46 107],[11.78894472 34.21105528] ; [ 39.21105528 113.78894472],0
v3,1,0.017239,5.671838,[ 8 34] ; [56 88],[14.4516129 27.5483871] ; [49.5483871 94.4516129],0
u2,1,0.026888,4.897959,[1 5] ; [27 15],[3.5 2.5] ; [24.5 17.5],0
b5,1,0.032576,4.567913,[23 23] ; [103  50],[29.12562814 16.87437186] ; [96.87437186 56.12562814],0
p8,1,0.03578,4.407536,[ 6 40] ; [ 43 109],[11.38383838 34.61616162] ; [ 37.61616162 114.38383838],0
a3,1,0.045202,4.011082,[40  6] ; [111  42],[34.90452261 11.09547739] ; [116.09547739  36.90452261],0
d2,1,0.049694,3.85177,[39  6] ; [110  42],[34.03553299 10.96446701] ; [114.96446701  37.03553299],0
v2,1,0.053785,3.719354,[18 25] ; [86 61],[23.53684211 19.46315789] ; [80.46315789 66.53684211],0
u3,1,0.064078,3.428571,[2 4] ; [30 12],[4. 2.] ; [28. 14.],0
p10,1,0.099056,2.720683,[26 19] ; [107  44],[30.53571429 14.46428571] ; [102.46428571  48.53571429],0
s7,1,0.145455,2.119278,[22 18] ; [61 84],[17.94594595 22.05405405] ; [65.05405405 79.94594595],0
