Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,1e-06,23.594807,[ 91 186] ; [41 21],[107.85840708 169.14159292] ; [24.14159292 37.85840708],1
s5,1,3.5e-05,17.144387,[ 53 221] ; [26 32],[ 65.19879518 208.80120482] ; [13.80120482 44.19879518],1
s6,1,0.00019,13.926758,[136 141] ; [46 15],[149.15384615 127.84615385] ; [32.84615385 28.15384615],1
s7,1,0.004528,8.059042,[ 85 184] ; [31 30],[ 94.55757576 174.44242424] ; [21.44242424 39.55757576],0
s8,1,0.004984,7.885139,[ 70 208] ; [27 36],[ 79.07917889 198.92082111] ; [17.92082111 45.07917889],0
s3,1,0.006667,7.36047,[123 153] ; [40 23],[132.7079646 143.2920354] ; [30.2920354 32.7079646],0
a8,1,0.012082,6.298768,[ 42 221] ; [ 2 56],[ 36.04984424 226.95015576] ; [ 7.95015576 50.04984424],0
n4,1,0.016186,5.782577,[186  92] ; [32 31],[177.72434018 100.27565982] ; [40.27565982 22.72434018],0
u3,1,0.05829,3.585382,[50 58] ; [18  9],[54.4 53.6] ; [13.6 13.4],0
b1,1,0.070348,3.274882,[114 165] ; [18 45],[107.68421053 171.31578947] ; [24.31578947 38.68421053],0
d3,1,0.11824,2.440475,[163 115] ; [43 19],[168.43529412 109.56470588] ; [37.56470588 24.43529412],0
b5,1,0.127725,2.319935,[166 113] ; [44 19],[171.31578947 107.68421053] ; [38.68421053 24.31578947],0
p1,1,0.13121,2.278127,[ 10 267] ; [ 5 58],[ 12.22058824 264.77941176] ; [ 2.77941176 60.22058824],0
r3,1,0.185575,1.752405,[245  32] ; [51 11],[241.86430678  35.13569322] ; [54.13569322  7.86430678],0
v4,1,0.196548,1.667838,[236  39] ; [57  5],[239.09495549  35.90504451] ; [53.90504451  8.09495549],0
p10,1,0.214818,1.538653,[185  90] ; [46 15],[189.0625  85.9375] ; [41.9375 19.0625],0
