Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,32.003401,[73 12] ; [18 29],[58.59848485 26.40151515] ; [32.40151515 14.59848485],1
n6,1,0.000415,12.463988,[69 15] ; [25 22],[60.27480916 23.72519084] ; [33.72519084 13.27480916],1
s8,1,0.023128,5.158864,[39 45] ; [12 34],[32.95384615 51.04615385] ; [18.04615385 27.95384615],0
a6,1,0.030089,4.704185,[55 28] ; [22 25],[49.16153846 33.83846154] ; [27.83846154 19.16153846],0
a7,1,0.032001,4.59842,[61 24] ; [25 22],[55.37878788 29.62121212] ; [30.62121212 16.37878788],0
b1,1,0.035281,4.431543,[47 38] ; [17 30],[41.21212121 43.78787879] ; [22.78787879 24.21212121],0
a8,1,0.036433,4.37671,[13 64] ; [ 2 45],[ 9.31451613 67.68548387] ; [ 5.68548387 41.31451613],0
p11,1,0.04581,3.988557,[55 30] ; [22 25],[49.58333333 35.41666667] ; [27.41666667 19.58333333],0
v3,1,0.047538,3.926247,[37 43] ; [12 31],[31.8699187 48.1300813] ; [17.1300813 25.8699187],0
p5,1,0.054424,3.69966,[10 73] ; [ 1 45],[ 7.07751938 75.92248062] ; [ 3.92248062 42.07751938],0
a5,1,0.056306,3.642974,[61 24] ; [26 21],[56.02272727 28.97727273] ; [30.97727273 16.02272727],0
n2,1,0.058782,3.571429,[24  6] ; [11  9],[21.  9.] ; [14.  6.],0
v4,1,0.075085,3.168205,[79  6] ; [39  8],[75.98484848  9.01515152] ; [42.01515152  4.98484848],0
p7,1,0.075931,3.149918,[31 49] ; [11 36],[26.45669291 53.54330709] ; [15.54330709 31.45669291],0
p9,1,0.076151,3.145193,[56 29] ; [23 23],[51.25954198 33.74045802] ; [27.74045802 18.25954198],0
a2,1,0.07755,3.115504,[22 63] ; [ 6 41],[18.03030303 66.96969697] ; [ 9.96969697 37.03030303],0
s7,1,0.083776,2.990082,[39 41] ; [14 29],[34.47154472 45.52845528] ; [18.52845528 24.47154472],0
u1,1,0.083969,2.986347,[17 68] ; [ 4 43],[13.52272727 71.47727273] ; [ 7.47727273 39.52272727],0
p3,1,0.085886,2.949844,[32 52] ; [11 36],[27.57251908 56.42748092] ; [15.42748092 31.57251908],0
s3,1,0.08666,2.935341,[46 36] ; [19 28],[41.31782946 40.68217054] ; [23.68217054 23.31782946],0
