Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.005479,7.714286,[5 1] ; [11 31],[2. 4.] ; [14. 28.],0
s6,1,0.019675,5.440502,[4 2] ; [ 9 33],[1.625 4.375] ; [11.375 30.625],0
r3,1,0.024949,5.02742,[5 1] ; [14 26],[2.47826087 3.52173913] ; [16.52173913 23.47826087],0
p7,1,0.034699,4.459936,[5 1] ; [15 25],[2.60869565 3.39130435] ; [17.39130435 22.60869565],0
a4,1,0.06002,3.536842,[3 3] ; [ 7 35],[1.25 4.75] ; [ 8.75 33.25],0
r2,1,0.080996,3.044803,[1 4] ; [25 16],[2.82608696 2.17391304] ; [23.17391304 17.82608696],0
s2,1,0.091527,2.847315,[3 3] ; [ 8 34],[1.375 4.625] ; [ 9.625 32.375],0
p6,1,0.099479,2.713877,[3 3] ; [ 8 33],[1.40425532 4.59574468] ; [ 9.59574468 31.40425532],0
p9,1,0.101311,2.684785,[5 1] ; [19 21],[3.13043478 2.86956522] ; [20.86956522 19.13043478],0
u1,1,0.10141,2.68323,[1 5] ; [ 1 41],[0.25 5.75] ; [ 1.75 40.25],0
v2,1,0.108168,2.580779,[3 3] ; [ 8 32],[1.43478261 4.56521739] ; [ 9.56521739 30.43478261],0
s3,1,0.141114,2.165767,[3 3] ; [ 9 32],[1.53191489 4.46808511] ; [10.46808511 30.53191489],0
p3,1,0.164181,1.935291,[2 4] ; [ 5 37],[0.875 5.125] ; [ 6.125 35.875],0
v1,1,0.176892,1.823548,[3 3] ; [10 32],[1.625 4.375] ; [11.375 30.625],0
a6,1,0.184218,1.763265,[1 5] ; [19 23],[2.5 3.5] ; [17.5 24.5],0
p2,1,0.204192,1.612132,[5 1] ; [23 18],[3.57446809 2.42553191] ; [24.42553191 16.57446809],0
r1,1,0.25499,1.295758,[2 4] ; [ 6 35],[1.0212766 4.9787234] ; [ 6.9787234 34.0212766],0
s7,1,0.284378,1.14605,[2 4] ; [ 6 33],[1.06666667 4.93333333] ; [ 6.93333333 32.06666667],0
a8,1,0.291509,1.112637,[1 5] ; [ 2 37],[0.4 5.6] ; [ 2.6 36.4],0
u2,1,0.320316,0.987654,[2 1] ; [10 17],[1.2 1.8] ; [10.8 16.2],0
n6,1,0.352261,0.865294,[4 2] ; [19 22],[2.93617021 3.06382979] ; [20.06382979 20.93617021],0
b2,1,0.363698,0.825084,[1 4] ; [10 14],[1.89655172 3.10344828] ; [ 9.10344828 14.89655172],0
b3,1,0.363698,0.825084,[1 4] ; [10 14],[1.89655172 3.10344828] ; [ 9.10344828 14.89655172],0
p8,1,0.377135,0.780021,[3 3] ; [13 28],[2.04255319 3.95744681] ; [13.95744681 27.04255319],0
b4,1,0.382733,0.761905,[2 4] ; [22 20],[3. 3.] ; [21. 21.],0
s1,1,0.443344,0.587611,[1 5] ; [ 3 38],[0.5106383 5.4893617] ; [ 3.4893617 37.5106383],0
a5,1,0.498962,0.457143,[3 3] ; [15 27],[2.25 3.75] ; [15.75 26.25],0
v4,1,0.526168,0.401786,[2 3] ; [22 18],[2.66666667 2.33333333] ; [21.33333333 18.66666667],0
a3,1,0.527821,0.398584,[3 3] ; [15 26],[2.29787234 3.70212766] ; [15.70212766 25.29787234],0
n5,1,0.59389,0.284311,[5 1] ; [30 11],[4.46808511 1.53191489] ; [30.53191489 10.46808511],0
d2,1,0.614295,0.253968,[2 4] ; [10 32],[1.5 4.5] ; [10.5 31.5],0
v3,1,0.624676,0.23935,[1 5] ; [ 4 36],[0.65217391 5.34782609] ; [ 4.34782609 35.65217391],0
n3,1,0.737989,0.111902,[2 1] ; [13 10],[1.73076923 1.26923077] ; [13.26923077  9.73076923],0
b1,1,0.741465,0.108844,[3 3] ; [24 18],[3.375 2.625] ; [23.625 18.375],0
u3,1,0.783131,0.075758,[1 2] ; [ 7 20],[0.8 2.2] ; [ 7.2 19.8],0
n4,1,0.788823,0.071738,[4 2] ; [25 16],[3.70212766 2.29787234] ; [25.29787234 15.70212766],0
b5,1,0.826666,0.047952,[3 3] ; [19 23],[2.75 3.25] ; [19.25 22.75],0
s4,1,0.888841,0.019536,[1 5] ; [ 8 34],[1.125 4.875] ; [ 7.875 34.125],0
d5,1,0.906307,0.013853,[2 4] ; [13 29],[1.875 4.125] ; [13.125 28.875],0
a7,1,0.968689,0.001541,[2 4] ; [14 27],[2.04255319 3.95744681] ; [13.95744681 27.04255319],0
