Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,1.3e-05,19.045525,[29 30] ; [12 68],[17.4028777 41.5971223] ; [23.5971223 56.4028777],1
p4,1,2.1e-05,18.079978,[45 14] ; [32 48],[32.68345324 26.31654676] ; [44.31654676 35.68345324],1
p8,1,0.001414,10.187691,[36 23] ; [27 53],[26.74100719 32.25899281] ; [36.25899281 43.74100719],0
a5,1,0.011703,6.355378,[46 13] ; [46 34],[39.05035971 19.94964029] ; [52.94964029 27.05035971],0
d2,1,0.037092,4.346175,[29 30] ; [25 54],[23.08695652 35.91304348] ; [30.91304348 48.08695652],0
p6,1,0.041538,4.153914,[24 35] ; [19 59],[18.51824818 40.48175182] ; [24.48175182 53.51824818],0
p1,1,0.041644,4.149611,[ 5 54] ; [ 1 77],[ 2.58394161 56.41605839] ; [ 3.41605839 74.58394161],0
d1,1,0.047808,3.916737,[38 21] ; [38 42],[32.25899281 26.74100719] ; [43.74100719 36.25899281],0
u1,1,0.049313,3.864672,[12 47] ; [ 7 73],[ 8.0647482 50.9352518] ; [10.9352518 69.0647482],0
d5,1,0.05632,3.642581,[50  9] ; [56 23],[45.31884058 13.68115942] ; [60.68115942 18.31884058],0
b3,1,0.079398,3.077172,[13 20] ; [ 7 28],[ 9.70588235 23.29411765] ; [10.29411765 24.70588235],0
b2,1,0.079398,3.077172,[13 20] ; [ 7 28],[ 9.70588235 23.29411765] ; [10.29411765 24.70588235],0
a2,1,0.130018,2.292291,[14 45] ; [11 69],[10.61151079 48.38848921] ; [14.38848921 65.61151079],0
p5,1,0.13366,2.249472,[ 6 53] ; [ 3 76],[ 3.84782609 55.15217391] ; [ 5.15217391 73.84782609],0
p12,1,0.14351,2.139918,[ 8 51] ; [ 5 75],[ 5.51798561 53.48201439] ; [ 7.48201439 72.51798561],0
b1,1,0.176835,1.824028,[25 34] ; [25 55],[21.22302158 37.77697842] ; [28.77697842 51.22302158],0
n3,1,0.191695,1.704545,[9 2] ; [13  9],[7.33333333 3.66666667] ; [14.66666667  7.33333333],0
n4,1,0.216705,1.526058,[40 19] ; [46 34],[36.50359712 22.49640288] ; [49.49640288 30.50359712],0
a8,1,0.220432,1.501554,[ 4 54] ; [10 64],[ 6.15151515 51.84848485] ; [ 7.84848485 66.15151515],0
v3,1,0.232482,1.425613,[23 35] ; [22 52],[19.77272727 38.22727273] ; [25.22727273 48.77272727],0
n5,1,0.249123,1.328216,[41 18] ; [48 32],[37.77697842 21.22302158] ; [51.22302158 28.77697842],0
p11,1,0.254132,1.300446,[49 10] ; [60 20],[46.26618705 12.73381295] ; [62.73381295 17.26618705],0
p7,1,0.280335,1.165467,[37 21] ; [42 35],[33.94074074 24.05925926] ; [45.05925926 31.94074074],0
n1,1,0.28263,1.154401,[4 7] ; [ 4 17],[2.75 8.25] ; [ 5.25 15.75],0
a4,1,0.343263,0.898206,[23 36] ; [25 55],[20.37410072 38.62589928] ; [27.62589928 52.37410072],0
v1,1,0.354329,0.857894,[32 25] ; [37 40],[29.35074627 27.64925373] ; [39.64925373 37.35074627],0
r3,1,0.419492,0.651738,[55  4] ; [77  3],[56.02877698  2.97122302] ; [75.97122302  4.02877698],0
v4,1,0.422012,0.644706,[54  5] ; [75  4],[55.15217391  3.84782609] ; [73.84782609  5.15217391],0
v2,1,0.430874,0.620465,[30 26] ; [34 39],[27.78294574 28.21705426] ; [36.21705426 36.78294574],0
u3,1,0.441356,0.592754,[16 10] ; [17 16],[14.54237288 11.45762712] ; [18.45762712 14.54237288],0
s3,1,0.446193,0.580305,[48 11] ; [60 19],[46.17391304 12.82608696] ; [61.82608696 17.17391304],0
d4,1,0.466524,0.530196,[52  7] ; [67 13],[50.51079137  8.48920863] ; [68.48920863 11.51079137],0
a7,1,0.477017,0.505676,[47 11] ; [60 19],[45.29927007 12.70072993] ; [61.70072993 17.29927007],0
s5,1,0.4795,0.5,[21 35] ; [25 54],[19.08148148 36.91851852] ; [26.91851852 52.08148148],0
b5,1,0.494121,0.467541,[35 24] ; [52 28],[36.92805755 22.07194245] ; [50.07194245 29.92805755],0
p2,1,0.554741,0.348891,[48 11] ; [61 18],[46.60144928 12.39855072] ; [62.39855072 16.60144928],0
n2,1,0.592948,0.285764,[8 3] ; [17  4],[8.59375 2.40625] ; [16.40625  4.59375],0
a1,1,0.644305,0.213156,[ 2 57] ; [ 4 76],[ 2.54676259 56.45323741] ; [ 3.45323741 76.54676259],0
p10,1,0.697267,0.151331,[47 12] ; [65 14],[47.88405797 11.11594203] ; [64.11594203 14.88405797],0
s6,1,0.70309,0.145277,[45 14] ; [58 21],[44.03623188 14.96376812] ; [58.96376812 20.03623188],0
b4,1,0.717212,0.13118,[35 24] ; [45 35],[33.95683453 25.04316547] ; [46.04316547 33.95683453],0
n6,1,0.730385,0.118758,[47 12] ; [61 18],[46.17391304 12.82608696] ; [61.82608696 17.17391304],0
r1,1,0.757702,0.095172,[42 16] ; [56 24],[41.1884058 16.8115942] ; [56.8115942 23.1884058],0
u2,1,0.767669,0.087276,[14 12] ; [17 17],[13.43333333 12.56666667] ; [17.56666667 16.43333333],0
p9,1,0.785411,0.074133,[48 11] ; [62 16],[47.37226277 11.62773723] ; [62.62773723 15.37226277],0
d3,1,0.807741,0.059215,[40 19] ; [52 27],[39.33333333 19.66666667] ; [52.66666667 26.33333333],0
s1,1,0.841866,0.039803,[ 1 58] ; [ 1 77],[ 0.86131387 58.13868613] ; [ 1.13868613 76.86131387],0
a6,1,0.84811,0.036684,[40 19] ; [53 27],[39.47482014 19.52517986] ; [53.52517986 26.47482014],0
r4,1,0.854127,0.033803,[51  8] ; [70 10],[51.35971223  7.64028777] ; [69.64028777 10.35971223],0
s4,1,0.940122,0.005642,[11 47] ; [15 62],[11.17037037 46.82962963] ; [14.82962963 62.17037037],0
a3,1,0.970232,0.001393,[33 26] ; [45 35],[33.10791367 25.89208633] ; [44.89208633 35.10791367],0
r2,1,0.97877,0.000708,[53  5] ; [73  7],[52.95652174  5.04347826] ; [73.04347826  6.95652174],0
