Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.003179,8.701564,[51 93] ; [16 75],[ 41.05531915 102.94468085] ; [25.94468085 65.05531915],0
p11,1,0.004601,8.029832,[89 60] ; [77 23],[99.33333333 49.66666667] ; [66.66666667 33.33333333],0
s7,1,0.006122,7.514041,[ 40 103] ; [43 52],[49.8697479 93.1302521] ; [33.1302521 61.8697479],0
a5,1,0.006339,7.451439,[85 64] ; [74 26],[95.14457831 53.85542169] ; [63.85542169 36.14457831],0
a3,1,0.023039,5.16555,[84 64] ; [71 29],[92.5 55.5] ; [62.5 37.5],0
a2,1,0.025632,4.980701,[ 16 133] ; [21 79],[ 22.14056225 126.85943775] ; [14.85943775 85.14056225],0
a8,1,0.02648,4.924392,[  6 134] ; [11 80],[ 10.3030303 129.6969697] ; [ 6.6969697 84.3030303],0
a4,1,0.034536,4.467979,[ 46 103] ; [44 56],[53.85542169 95.14457831] ; [36.14457831 63.85542169],0
r1,1,0.044054,4.054498,[103  45] ; [81 19],[109.80645161  38.19354839] ; [74.19354839 25.80645161],0
n3,1,0.049629,3.853943,[37 17] ; [19  2],[40.32 13.68] ; [15.68  5.32],0
r4,1,0.060029,3.536574,[123  26] ; [91  9],[128.0562249  20.9437751] ; [85.9437751 14.0562249],0
s8,1,0.061909,3.485485,[ 41 107] ; [39 61],[ 47.74193548 100.25806452] ; [32.25806452 67.74193548],0
p6,1,0.084003,2.985692,[ 33 111] ; [32 65],[ 38.83817427 105.16182573] ; [26.16182573 70.83817427],0
s4,1,0.128181,2.314402,[ 34 115] ; [15 85],[ 29.32128514 119.67871486] ; [19.67871486 80.32128514],0
b1,1,0.156177,2.010863,[ 48 101] ; [41 59],[53.25702811 95.74297189] ; [35.74297189 64.25702811],0
s2,1,0.235352,1.40822,[67 82] ; [37 62],[62.48387097 86.51612903] ; [41.51612903 57.48387097],0
p3,1,0.244707,1.35327,[51 96] ; [42 58],[55.34817814 91.65182186] ; [37.65182186 62.34817814],0
v2,1,0.254575,1.29802,[69 70] ; [56 42],[73.31223629 65.68776371] ; [51.68776371 46.31223629],0
p2,1,0.28304,1.152435,[105  41] ; [78 22],[108.6097561  37.3902439] ; [74.3902439 25.6097561],0
a6,1,0.290355,1.117976,[90 59] ; [67 33],[93.94779116 55.05220884] ; [63.05220884 36.94779116],0
d4,1,0.301998,1.065352,[119  30] ; [85 15],[122.07228916  26.92771084] ; [81.92771084 18.07228916],0
n1,1,0.324025,0.972632,[16 39] ; [ 4 18],[14.28571429 40.71428571] ; [ 5.71428571 16.28571429],0
d2,1,0.340071,0.910165,[58 91] ; [45 55],[61.63453815 87.36546185] ; [41.36546185 58.63453815],0
n6,1,0.375726,0.78464,[91 57] ; [67 33],[94.29032258 53.70967742] ; [63.70967742 36.29032258],0
v3,1,0.413357,0.669124,[ 35 103] ; [29 67],[ 37.74358974 100.25641026] ; [26.25641026 69.74358974],0
v4,1,0.422679,0.642855,[134  13] ; [93  6],[135.64634146  11.35365854] ; [91.35365854  7.64634146],0
b4,1,0.433294,0.613979,[88 61] ; [64 36],[90.95582329 58.04417671] ; [61.04417671 38.95582329],0
d5,1,0.465387,0.532907,[111  37] ; [79 21],[113.38709677  34.61290323] ; [76.61290323 23.38709677],0
u1,1,0.472667,0.515734,[ 15 134] ; [13 87],[ 16.75502008 132.24497992] ; [11.24497992 88.75502008],0
v1,1,0.520166,0.413564,[52 92] ; [39 58],[54.37344398 89.62655602] ; [36.62655602 60.37344398],0
b5,1,0.532761,0.389122,[88 61] ; [63 37],[90.35742972 58.64257028] ; [60.64257028 39.35742972],0
u2,1,0.556965,0.344987,[35 28] ; [18 11],[36.29347826 26.70652174] ; [16.70652174 12.29347826],0
p4,1,0.579749,0.30664,[62 86] ; [45 54],[64.11336032 83.88663968] ; [42.88663968 56.11336032],0
p5,1,0.596729,0.279958,[  8 138] ; [ 4 96],[  7.12195122 138.87804878] ; [ 4.87804878 95.12195122],0
n2,1,0.606208,0.265734,[36 18] ; [16  6],[36.94736842 17.05263158] ; [15.05263158  6.94736842],0
s6,1,0.608509,0.262352,[83 63] ; [53 46],[81.04489796 64.95510204] ; [54.95510204 44.04489796],0
p7,1,0.613575,0.255002,[75 70] ; [55 45],[76.93877551 68.06122449] ; [53.06122449 46.93877551],0
a1,1,0.620949,0.244537,[  8 141] ; [ 4 96],[  7.18072289 141.81927711] ; [ 4.81927711 95.18072289],0
p8,1,0.625396,0.238356,[61 86] ; [38 61],[59.15853659 87.84146341] ; [39.84146341 59.15853659],0
b2,1,0.629332,0.232968,[20 50] ; [22 46],[21.30434783 48.69565217] ; [20.69565217 47.30434783],0
b3,1,0.629332,0.232968,[20 50] ; [22 46],[21.30434783 48.69565217] ; [20.69565217 47.30434783],0
u3,1,0.641463,0.216834,[38 25] ; [16 13],[36.97826087 26.02173913] ; [17.02173913 11.97826087],0
d3,1,0.644125,0.213387,[101  47] ; [71 29],[102.64516129  45.35483871] ; [69.35483871 30.64516129],0
s3,1,0.736694,0.113054,[73 74] ; [47 52],[71.70731707 75.29268293] ; [48.29268293 50.70731707],0
d1,1,0.754399,0.097871,[79 70] ; [51 49],[77.79116466 71.20883534] ; [52.20883534 47.79116466],0
p10,1,0.840906,0.040294,[92 52] ; [62 37],[91.25925926 52.74074074] ; [62.74074074 36.25925926],0
r2,1,0.883397,0.02151,[135  13] ; [89  8],[135.31428571  12.68571429] ; [88.68571429  8.31428571],0
a7,1,0.909725,0.012856,[109  39] ; [73 27],[108.61290323  39.38709677] ; [73.38709677 26.61290323],0
s1,1,0.913137,0.011899,[  7 142] ; [ 5 95],[  7.18072289 141.81927711] ; [ 4.81927711 95.18072289],0
p9,1,0.924071,0.009083,[101  43] ; [70 29],[101.33333333  42.66666667] ; [69.66666667 29.33333333],0
p1,1,0.946646,0.004478,[ 10 136] ; [ 7 92],[ 10.13061224 135.86938776] ; [ 6.86938776 92.13061224],0
p12,1,0.987188,0.000258,[  6 141] ; [ 4 95],[  5.97560976 141.02439024] ; [ 4.02439024 94.97560976],0
