Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,27.583637,[27 27] ; [106  16],[40.80681818 13.19318182] ; [92.19318182 29.80681818],1
v4,1,1e-06,23.454966,[35 24] ; [109  12],[47.2 11.8] ; [96.8 24.2],1
r3,1,4e-06,21.391206,[36 23] ; [109  12],[47.52777778 11.47222222] ; [97.47222222 23.52777778],1
p11,1,1.6e-05,18.657557,[27 32] ; [95 27],[39.7679558 19.2320442] ; [82.2320442 39.7679558],1
p10,1,1.6e-05,18.562042,[25 32] ; [92 28],[37.6779661 19.3220339] ; [79.3220339 40.6779661],1
p4,1,2.8e-05,17.578032,[15 44] ; [71 50],[28.18888889 30.81111111] ; [57.81111111 63.18888889],1
p3,1,7.1e-05,15.775862,[11 47] ; [61 61],[23.2 34.8] ; [48.8 73.2],1
p7,1,8.5e-05,15.439133,[16 43] ; [70 50],[28.34636872 30.65363128] ; [57.65363128 62.34636872],1
s6,1,0.000152,14.352166,[15 44] ; [66 53],[26.84831461 32.15168539] ; [54.15168539 64.84831461],1
n6,1,0.00106,10.719983,[35 23] ; [101  21],[43.82222222 14.17777778] ; [92.17777778 29.82222222],0
r4,1,0.001533,10.038482,[23 36] ; [78 44],[32.92265193 26.07734807] ; [68.07734807 53.92265193],0
p6,1,0.0018,9.742827,[ 8 49] ; [44 75],[16.84090909 40.15909091] ; [35.15909091 83.84090909],0
p8,1,0.008208,6.98756,[14 44] ; [54 67],[22.03351955 35.96648045] ; [45.96648045 75.03351955],0
s3,1,0.00848,6.929152,[16 42] ; [58 62],[24.11235955 33.88764045] ; [49.88764045 70.11235955],0
s8,1,0.016961,5.700397,[ 9 50] ; [39 83],[15.64640884 43.35359116] ; [32.35359116 89.64640884],0
s7,1,0.016984,5.698074,[10 46] ; [41 74],[16.70175439 39.29824561] ; [34.29824561 80.70175439],0
r2,1,0.021801,5.261626,[38 19] ; [97 21],[43.97142857 13.02857143] ; [91.02857143 26.97142857],0
p1,1,0.028539,4.795234,[10 49] ; [  8 114],[ 5.86740331 53.13259669] ; [ 12.13259669 109.86740331],0
n3,1,0.034322,4.478571,[11 11] ; [27  8],[14.66666667  7.33333333] ; [23.33333333 11.66666667],0
v2,1,0.040257,4.207002,[16 39] ; [55 66],[22.1875 32.8125] ; [48.8125 72.1875],0
s2,1,0.048392,3.896322,[14 45] ; [47 75],[19.8839779 39.1160221] ; [41.1160221 80.8839779],0
n4,1,0.051019,3.80764,[34 25] ; [88 34],[39.7679558 19.2320442] ; [82.2320442 39.7679558],0
v1,1,0.064278,3.423414,[17 40] ; [52 65],[22.60344828 34.39655172] ; [46.39655172 70.60344828],0
s1,1,0.072073,3.235168,[ 4 55] ; [  2 119],[ 1.96666667 57.03333333] ; [  4.03333333 116.96666667],0
p5,1,0.112109,2.524237,[ 3 54] ; [ 16 106],[ 6.05027933 50.94972067] ; [ 12.94972067 109.05027933],0
d2,1,0.121984,2.391655,[26 31] ; [41 81],[21.33519553 35.66480447] ; [45.66480447 76.33519553],0
s5,1,0.127993,2.316681,[ 7 51] ; [25 91],[10.66666667 47.33333333] ; [21.33333333 94.66666667],0
d5,1,0.134573,2.238939,[35 24] ; [86 36],[39.44198895 19.55801105] ; [81.55801105 40.44198895],0
p12,1,0.155401,2.018416,[ 1 58] ; [  8 113],[ 2.95 56.05] ; [  6.05 114.95],0
u2,1,0.18131,1.786855,[ 7 15] ; [23 24],[ 9.56521739 12.43478261] ; [20.43478261 26.56521739],0
a8,1,0.203396,1.617817,[ 4 55] ; [15 99],[ 6.47976879 52.52023121] ; [ 12.52023121 101.47976879],0
u1,1,0.22707,1.459122,[ 5 54] ; [  5 117],[ 3.25966851 55.74033149] ; [  6.74033149 115.25966851],0
a5,1,0.234838,1.411319,[36 23] ; [63 59],[32.27071823 26.72928177] ; [66.72928177 55.27071823],0
v3,1,0.236525,1.401184,[13 44] ; [38 83],[16.33146067 40.66853933] ; [34.66853933 86.33146067],0
a7,1,0.252355,1.310218,[30 29] ; [73 49],[33.57458564 25.42541436] ; [69.42541436 52.57458564],0
u3,1,0.264142,1.246917,[ 5 17] ; [17 30],[ 7.01449275 14.98550725] ; [14.98550725 32.01449275],0
a1,1,0.318833,0.993729,[ 7 52] ; [  9 113],[ 5.21546961 53.78453039] ; [ 10.78453039 111.21546961],0
b2,1,0.456276,0.555013,[16 23] ; [23 45],[14.21495327 24.78504673] ; [24.78504673 43.21495327],0
b3,1,0.456276,0.555013,[16 23] ; [23 45],[14.21495327 24.78504673] ; [24.78504673 43.21495327],0
b1,1,0.539273,0.376889,[28 31] ; [52 70],[26.07734807 32.92265193] ; [53.92265193 68.07734807],0
d3,1,0.564795,0.33147,[29 30] ; [65 56],[30.81111111 28.18888889] ; [63.18888889 57.81111111],0
a2,1,0.567488,0.326904,[ 8 51] ; [ 13 109],[ 6.84530387 52.15469613] ; [ 14.15469613 107.84530387],0
n1,1,0.574873,0.314596,[ 9 12] ; [12 22],[ 8.01818182 12.98181818] ; [12.98181818 21.01818182],0
u4,1,0.597501,0.278782,[ 1 58] ; [  1 121],[ 0.6519337 58.3480663] ; [  1.3480663 120.6519337],0
b4,1,0.614113,0.254229,[32 27] ; [71 51],[33.57458564 25.42541436] ; [69.42541436 52.57458564],0
b5,1,0.622401,0.242507,[35 24] ; [77 45],[36.50828729 22.49171271] ; [75.49171271 46.50828729],0
a6,1,0.641242,0.217121,[36 23] ; [70 52],[34.55248619 24.44751381] ; [71.44751381 50.55248619],0
n2,1,0.700404,0.148052,[14  8] ; [24 11],[14.66666667  7.33333333] ; [23.33333333 11.66666667],0
d1,1,0.780917,0.077353,[24 35] ; [47 75],[23.14364641 35.85635359] ; [47.85635359 74.14364641],0
d4,1,0.795017,0.067497,[39 20] ; [83 39],[39.7679558 19.2320442] ; [82.2320442 39.7679558],0
n5,1,0.822322,0.050427,[40 19] ; [80 41],[39.33333333 19.66666667] ; [80.66666667 40.33333333],0
a3,1,0.840388,0.040561,[37 22] ; [74 47],[36.38333333 22.61666667] ; [74.61666667 46.38333333],0
a4,1,0.915441,0.011274,[19 39] ; [39 83],[18.68888889 39.31111111] ; [39.31111111 82.68888889],0
