Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,2.1e-05,18.136032,[33 15] ; [29 64],[21.10638298 26.89361702] ; [40.89361702 52.10638298],1
s8,1,7.4e-05,15.69488,[26 22] ; [20 74],[15.54929577 32.45070423] ; [30.45070423 63.54929577],1
s5,1,0.000243,13.46512,[18 27] ; [11 78],[ 9.73880597 35.26119403] ; [19.26119403 69.73880597],1
s4,1,0.000503,12.104286,[15 33] ; [ 8 86],[ 7.77464789 40.22535211] ; [15.22535211 78.77464789],1
s6,1,0.000566,11.885181,[37 11] ; [44 50],[27.38028169 20.61971831] ; [53.61971831 40.38028169],1
s3,1,0.000655,11.613144,[35 12] ; [41 52],[25.51428571 21.48571429] ; [50.48571429 42.51428571],1
u3,1,0.018787,5.521271,[13  1] ; [21 15],[9.52 4.48] ; [24.48 11.52],0
p10,1,0.023482,5.132528,[36 12] ; [51 41],[29.82857143 18.17142857] ; [57.17142857 34.82857143],0
p9,1,0.039508,4.238885,[39  9] ; [60 33],[33.70212766 14.29787234] ; [65.29787234 27.70212766],0
u2,1,0.041317,4.162954,[12  1] ; [23 14],[9.1 3.9] ; [25.9 11.1],0
n2,1,0.05892,3.567522,[16  1] ; [22  9],[13.45833333  3.54166667] ; [24.54166667  6.45833333],0
p7,1,0.089298,2.886988,[31 17] ; [44 45],[26.27737226 21.72262774] ; [48.72262774 40.27737226],0
v1,1,0.098087,2.736372,[25 22] ; [35 56],[20.43478261 26.56521739] ; [39.56521739 51.43478261],0
v4,1,0.118888,2.431905,[44  2] ; [82 12],[41.4  4.6] ; [84.6  9.4],0
b5,1,0.164354,1.933705,[27 21] ; [64 30],[30.76056338 17.23943662] ; [60.23943662 33.76056338],0
n1,1,0.180746,1.791481,[8 8] ; [ 9 21],[ 5.91304348 10.08695652] ; [11.08695652 18.91304348],0
n4,1,0.193802,1.688478,[28 20] ; [44 50],[24.33802817 23.66197183] ; [47.66197183 46.33802817],0
d3,1,0.200373,1.639653,[33 14] ; [55 38],[29.54285714 17.45714286] ; [58.45714286 34.54285714],0
v2,1,0.218143,1.516544,[26 18] ; [42 46],[22.66666667 21.33333333] ; [45.33333333 42.66666667],0
a3,1,0.230965,1.434906,[34 14] ; [57 37],[30.76056338 17.23943662] ; [60.23943662 33.76056338],0
p3,1,0.242539,1.365774,[21 27] ; [31 61],[17.82857143 30.17142857] ; [34.17142857 57.82857143],0
b3,1,0.267082,1.231672,[10 20] ; [12 42],[ 7.85714286 22.14285714] ; [14.14285714 39.85714286],0
b2,1,0.267082,1.231672,[10 20] ; [12 42],[ 7.85714286 22.14285714] ; [14.14285714 39.85714286],0
p6,1,0.294405,1.099369,[15 33] ; [20 67],[12.44444444 35.55555556] ; [22.55555556 64.44444444],0
d5,1,0.329831,0.94956,[38  9] ; [69 25],[35.66666667 11.33333333] ; [71.33333333 22.66666667],0
r2,1,0.337224,0.920958,[43  3] ; [83 11],[41.4  4.6] ; [84.6  9.4],0
p5,1,0.383747,0.758664,[ 3 44] ; [ 3 90],[ 2.01428571 44.98571429] ; [ 3.98571429 89.01428571],0
p1,1,0.39502,0.723433,[ 5 43] ; [ 6 88],[ 3.71830986 44.28169014] ; [ 7.28169014 86.71830986],0
a4,1,0.399153,0.710877,[13 35] ; [32 62],[15.21126761 32.78873239] ; [29.78873239 64.21126761],0
b1,1,0.40675,0.68828,[26 22] ; [44 50],[23.66197183 24.33802817] ; [46.33802817 47.66197183],0
p2,1,0.416663,0.659708,[37 11] ; [65 27],[34.97142857 13.02857143] ; [67.02857143 24.97142857],0
a7,1,0.425758,0.634367,[30 18] ; [65 29],[32.11267606 15.88732394] ; [62.88732394 31.11267606],0
d1,1,0.474457,0.511577,[25 23] ; [43 51],[22.98591549 25.01408451] ; [45.01408451 48.98591549],0
