Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,58.89341,[139 260] ; [110  45],[179.33393502 219.66606498] ; [69.66606498 85.33393502],1
s6,1,0.0,52.10223,[210 189] ; [133  22],[247.03429603 151.96570397] ; [95.96570397 59.03429603],1
p5,1,0.0,43.817455,[ 22 376] ; [ 39 116],[ 43.90235081 354.09764919] ; [ 17.09764919 137.90235081],1
s7,1,0.0,36.04238,[139 240] ; [96 50],[169.64761905 209.35238095] ; [65.35238095 80.64761905],1
s8,1,0.0,30.39566,[129 271] ; [89 65],[157.40072202 242.59927798] ; [60.59927798 93.40072202],1
s3,1,5e-06,20.758463,[178 219] ; [100  50],[201.76599634 195.23400366] ; [76.23400366 73.76599634],1
p12,1,0.000253,13.390522,[ 23 376] ; [ 24 132],[ 33.78918919 365.21081081] ; [ 13.21081081 142.78918919],1
p10,1,0.000255,13.37709,[303  94] ; [138  15],[318.32181818  78.67818182] ; [122.67818182  30.32181818],1
p6,1,0.001304,10.336311,[118 279] ; [68 86],[134.01451906 262.98548094] ; [ 51.98548094 102.01451906],0
p8,1,0.001702,9.846162,[192 204] ; [97 56],[208.45901639 187.54098361] ; [80.54098361 72.45901639],0
n6,1,0.001757,9.787951,[315  85] ; [138  15],[327.66726944  72.33273056] ; [125.33273056  27.66726944],0
p9,1,0.001852,9.690377,[315  81] ; [138  14],[327.35036496  68.64963504] ; [125.64963504  26.35036496],0
n1,1,0.002973,8.824144,[28 62] ; [21 14],[35.28 54.72] ; [13.72 21.28],0
u1,1,0.003254,8.659297,[ 70 331] ; [ 45 112],[ 82.64336918 318.35663082] ; [ 32.35663082 124.64336918],0
p4,1,0.003266,8.652755,[220 181] ; [105  48],[235.24368231 165.75631769] ; [89.75631769 63.24368231],0
a3,1,0.003963,8.300785,[267 131] ; [124  32],[280.89891697 117.10108303] ; [110.10108303  45.89891697],0
p3,1,0.005255,7.789694,[179 220] ; [90 65],[193.73826715 205.26173285] ; [75.26173285 79.73826715],0
p1,1,0.005624,7.666844,[ 29 370] ; [ 23 131],[ 37.51898734 361.48101266] ; [ 14.48101266 139.51898734],0
p7,1,0.006966,7.281591,[231 162] ; [107  43],[244.62983425 148.37016575] ; [93.37016575 56.62983425],0
v3,1,0.00724,7.212494,[141 243] ; [75 77],[154.74626866 229.25373134] ; [61.25373134 90.74626866],0
a5,1,0.008331,6.960907,[286 115] ; [129  28],[298.23476703 102.76523297] ; [116.76523297  40.23476703],0
v1,1,0.009379,6.749232,[192 195] ; [96 59],[205.63837638 181.36162362] ; [82.36162362 72.63837638],0
p2,1,0.027522,4.857749,[322  78] ; [137  18],[330.81081081  69.18918919] ; [128.18918919  26.81081081],0
a2,1,0.064616,3.414748,[104 297] ; [ 53 104],[112.82616487 288.17383513] ; [ 44.17383513 112.82616487],0
n5,1,0.095186,2.784402,[280 118] ; [120  35],[287.88426763 110.11573237] ; [112.11573237  42.88426763],0
n2,1,0.097447,2.74683,[59 31] ; [29  7],[62.85714286 27.14285714] ; [25.14285714 10.85714286],0
v4,1,0.098616,2.72779,[373  28] ; [148   5],[377.11371841  23.88628159] ; [143.88628159   9.11371841],0
v2,1,0.110888,2.541515,[215 168] ; [98 56],[223.23836127 159.76163873] ; [89.76163873 64.23836127],0
d1,1,0.119786,2.420112,[237 164] ; [104  53],[245.05555556 155.94444444] ; [95.94444444 61.05555556],0
d2,1,0.130117,2.291103,[183 217] ; [82 73],[190.99099099 209.00900901] ; [74.00900901 80.99099099],0
a4,1,0.137905,2.201177,[168 231] ; [77 80],[175.81834532 223.18165468] ; [69.18165468 87.81834532],0
d4,1,0.178334,1.811455,[330  70] ; [136  20],[335.25179856  64.74820144] ; [130.74820144  25.25179856],0
b5,1,0.17909,1.805162,[257 144] ; [91 66],[250.08602151 150.91397849] ; [97.91397849 59.08602151],0
r4,1,0.18275,1.775114,[355  46] ; [145  12],[359.31899642  41.68100358] ; [140.68100358  16.31899642],0
b3,1,0.18794,1.73369,[ 79 156] ; [40 57],[ 84.23192771 150.76807229] ; [34.76807229 62.23192771],0
b2,1,0.18794,1.73369,[ 79 156] ; [40 57],[ 84.23192771 150.76807229] ; [34.76807229 62.23192771],0
r2,1,0.197204,1.662963,[370  27] ; [148   6],[373.22323049  23.77676951] ; [144.77676951   9.22323049],0
r1,1,0.208121,1.584447,[321  78] ; [131  23],[326.12658228  72.87341772] ; [125.87341772  28.12658228],0
a6,1,0.21282,1.552139,[314  86] ; [114  41],[308.46846847  91.53153153] ; [119.53153153  35.46846847],0
n4,1,0.270135,1.216061,[301 100] ; [124  32],[305.96947935  95.03052065] ; [119.03052065  36.96947935],0
a8,1,0.300053,1.07396,[ 54 308] ; [ 26 113],[ 57.80439122 304.19560878] ; [ 22.19560878 116.80439122],0
d5,1,0.359378,0.840065,[328  72] ; [133  23],[331.65467626  68.34532374] ; [129.34532374  26.65467626],0
a1,1,0.360182,0.837259,[ 18 383] ; [ 10 147],[ 20.1218638 380.8781362] ; [  7.8781362 149.1218638],0
n3,1,0.424878,0.636782,[61 29] ; [27  9],[62.85714286 27.14285714] ; [25.14285714 10.85714286],0
d3,1,0.454138,0.560303,[300  99] ; [122  34],[303.38378378  95.61621622] ; [118.61621622  37.38378378],0
u4,1,0.458354,0.549911,[  9 392] ; [  2 155],[  7.90501792 393.09498208] ; [  3.09498208 153.90501792],0
p11,1,0.474082,0.512446,[308  93] ; [125  32],[311.1702509  89.8297491] ; [121.8297491  35.1702509],0
b4,1,0.548497,0.360016,[241 160] ; [90 67],[237.86917563 163.13082437] ; [93.13082437 63.86917563],0
