Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,61.032777,[168   3] ; [24 17],[154.86792453  16.13207547] ; [37.13207547  3.86792453],1
r2,1,0.0,60.484101,[165   5] ; [21 18],[151.29186603  18.70813397] ; [34.70813397  4.29186603],1
v4,1,0.0,51.985862,[164   8] ; [22 19],[150.1971831  21.8028169] ; [35.8028169  5.1971831],1
r1,1,0.0,41.008674,[143  29] ; [14 27],[126.77934272  45.22065728] ; [30.22065728 10.77934272],1
p9,1,3.3e-05,17.263764,[145  23] ; [23 17],[135.69230769  32.30769231] ; [32.30769231  7.69230769],1
s6,1,9.5e-05,15.243268,[114  50] ; [15 26],[103.2  60.8] ; [25.8 15.2],1
p7,1,0.000103,15.082988,[115  51] ; [14 25],[104.45853659  61.54146341] ; [24.54146341 14.45853659],1
p11,1,0.000124,14.726098,[138  34] ; [21 20],[128.3943662  43.6056338] ; [30.6056338 10.3943662],1
p8,1,0.000132,14.618045,[89 77] ; [ 8 32],[78.16504854 87.83495146] ; [18.83495146 21.16504854],1
p10,1,0.00017,14.131882,[136  32] ; [21 19],[126.80769231  41.19230769] ; [30.19230769  9.80769231],1
s5,1,0.001658,9.893858,[75 86] ; [ 8 33],[66.15346535 94.84653465] ; [16.84653465 24.15346535],0
p2,1,0.002031,9.521313,[134  35] ; [21 17],[126.54589372  42.45410628] ; [28.45410628  9.54589372],0
v2,1,0.002974,8.823177,[96 72] ; [12 27],[87.65217391 80.34782609] ; [20.34782609 18.65217391],0
s8,1,0.004082,8.247,[88 82] ; [11 30],[79.76303318 90.23696682] ; [19.23696682 21.76303318],0
d5,1,0.013576,6.092429,[149  23] ; [29 12],[143.7370892  28.2629108] ; [34.2629108  6.7370892],0
p6,1,0.015653,5.841403,[ 63 101] ; [ 7 32],[ 56.55172414 107.44827586] ; [13.44827586 25.55172414],0
b1,1,0.031788,4.609872,[77 95] ; [26 15],[83.17370892 88.82629108] ; [19.82629108 21.17370892],0
u3,1,0.039894,4.222376,[22 17] ; [2 8],[19.10204082 19.89795918] ; [4.89795918 5.10204082],0
n2,1,0.048988,3.875768,[33  9] ; [9 8],[29.89830508 12.10169492] ; [12.10169492  4.89830508],0
p3,1,0.050942,3.810166,[91 80] ; [14 25],[85.5 85.5] ; [19.5 19.5],0
s2,1,0.055773,3.658822,[91 80] ; [15 26],[85.5 85.5] ; [20.5 20.5],0
