Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.003092,8.752503,[25 74] ; [14 11],[31.13709677 67.86290323] ; [ 7.86290323 17.13709677],0
s2,1,0.009809,6.669326,[29 77] ; [14 12],[34.53030303 71.46969697] ; [ 8.46969697 17.53030303],0
s6,1,0.015402,5.86989,[34 72] ; [15 11],[39.34848485 66.65151515] ; [ 9.65151515 16.34848485],0
p8,1,0.029931,4.713234,[24 82] ; [11 14],[28.32061069 77.67938931] ; [ 6.67938931 18.32061069],0
p7,1,0.030403,4.686357,[34 70] ; [14 11],[38.69767442 65.30232558] ; [ 9.30232558 15.69767442],0
s3,1,0.042401,4.119109,[33 69] ; [14 12],[37.453125 64.546875] ; [ 9.546875 16.453125],0
u3,1,0.049314,3.864645,[11 33] ; [7 6],[13.89473684 30.10526316] ; [4.10526316 8.89473684],0
v3,1,0.049748,3.84992,[27 79] ; [ 2 24],[23.28787879 82.71212121] ; [ 5.71212121 20.28787879],0
b4,1,0.073744,3.197649,[62 45] ; [10 16],[57.92481203 49.07518797] ; [14.07518797 11.92481203],0
p3,1,0.081667,3.031416,[23 82] ; [10 16],[26.45038168 78.54961832] ; [ 6.54961832 19.45038168],0
v1,1,0.087797,2.914302,[38 65] ; [ 5 21],[34.33333333 68.66666667] ; [ 8.66666667 17.33333333],0
p6,1,0.095108,2.785714,[17 87] ; [ 8 18],[20. 84.] ; [ 5. 21.],0
u2,1,0.120359,2.412642,[16 27] ; [8 5],[18.42857143 24.57142857] ; [5.57142857 7.42857143],0
p11,1,0.175521,1.835144,[50 57] ; [16 10],[53.09774436 53.90225564] ; [12.90225564 13.09774436],0
d3,1,0.189148,1.724238,[50 56] ; [16 10],[53. 53.] ; [13. 13.],0
s1,1,0.191444,1.70647,[  5 101] ; [ 3 23],[ 6.42424242 99.57575758] ; [ 1.57575758 24.42424242],0
p2,1,0.208484,1.58192,[59 47] ; [18  8],[61.83333333 44.16666667] ; [15.16666667 10.83333333],0
a2,1,0.256438,1.287887,[12 95] ; [ 1 25],[10.45864662 96.54135338] ; [ 2.54135338 23.45864662],0
a1,1,0.256438,1.287887,[12 95] ; [ 1 25],[10.45864662 96.54135338] ; [ 2.54135338 23.45864662],0
a6,1,0.271788,1.207698,[54 53] ; [10 16],[51.4887218 55.5112782] ; [12.5112782 13.4887218],0
b2,1,0.290272,1.118361,[22 40] ; [ 4 14],[20.15 41.85] ; [ 5.85 12.15],0
b3,1,0.290272,1.118361,[22 40] ; [ 4 14],[20.15 41.85] ; [ 5.85 12.15],0
p4,1,0.293012,1.105731,[33 72] ; [11 15],[35.26717557 69.73282443] ; [ 8.73282443 17.26717557],0
a5,1,0.315822,1.006171,[57 50] ; [11 15],[54.70676692 52.29323308] ; [13.29323308 12.70676692],0
r1,1,0.335215,0.928645,[30 75] ; [ 5 21],[28.05343511 76.94656489] ; [ 6.94656489 19.05343511],0
p1,1,0.361141,0.833921,[10 97] ; [ 1 25],[ 8.84962406 98.15037594] ; [ 2.15037594 23.84962406],0
v4,1,0.377362,0.77928,[61 41] ; [18  8],[62.953125 39.046875] ; [16.046875  9.953125],0
b5,1,0.398329,0.713366,[56 51] ; [16 10],[57.92481203 49.07518797] ; [14.07518797 11.92481203],0
a3,1,0.403782,0.697033,[62 43] ; [13 13],[60.11450382 44.88549618] ; [14.88549618 11.11450382],0
p10,1,0.404451,0.695053,[50 53] ; [15 11],[51.89922481 51.10077519] ; [13.10077519 12.89922481],0
v2,1,0.419753,0.651006,[42 61] ; [ 8 17],[40.234375 62.765625] ; [ 9.765625 15.234375],0
s5,1,0.422409,0.643604,[16 91] ; [ 5 18],[17.28461538 89.71538462] ; [ 3.71538462 19.28461538],0
n2,1,0.487069,0.482995,[29 19] ; [7 7],[27.87096774 20.12903226] ; [8.12903226 5.87096774],0
u1,1,0.508578,0.436992,[ 8 99] ; [ 1 25],[ 7.2406015 99.7593985] ; [ 1.7593985 24.2406015],0
n4,1,0.543863,0.368427,[64 42] ; [14 12],[62.63636364 43.36363636] ; [15.36363636 10.63636364],0
d2,1,0.563859,0.333067,[38 67] ; [11 15],[39.27480916 65.72519084] ; [ 9.72519084 16.27480916],0
n5,1,0.565852,0.329672,[61 42] ; [17  9],[62.27906977 40.72093023] ; [15.72093023 10.27906977],0
a7,1,0.569566,0.323409,[50 55] ; [14 12],[51.29770992 53.70229008] ; [12.70229008 13.29770992],0
b1,1,0.571617,0.319985,[56 51] ; [12 14],[54.70676692 52.29323308] ; [13.29323308 12.70676692],0
n3,1,0.589788,0.290676,[23 24] ; [8 6],[23.8852459 23.1147541] ; [7.1147541 6.8852459],0
p9,1,0.590665,0.289307,[57 45] ; [13 13],[55.78125 46.21875] ; [14.21875 11.78125],0
s8,1,0.613038,0.255774,[20 87] ; [ 6 20],[20.91729323 86.08270677] ; [ 5.08270677 20.91729323],0
r3,1,0.619457,0.246632,[61 42] ; [14 12],[59.88372093 43.11627907] ; [15.11627907 10.88372093],0
d5,1,0.708433,0.139847,[66 41] ; [15 11],[65.16541353 41.83458647] ; [15.83458647 10.16541353],0
n1,1,0.737348,0.112472,[16 32] ; [ 4 10],[15.48387097 32.51612903] ; [4.51612903 9.48387097],0
r2,1,0.762217,0.091549,[57 42] ; [13 11],[56.34146341 42.65853659] ; [13.65853659 10.34146341],0
d1,1,0.792996,0.068865,[40 67] ; [ 9 17],[39.42105263 67.57894737] ; [ 9.57894737 16.42105263],0
a4,1,0.826388,0.048108,[35 71] ; [ 8 18],[34.53030303 71.46969697] ; [ 8.46969697 17.53030303],0
n6,1,0.898933,0.016131,[58 45] ; [15 11],[58.28682171 44.71317829] ; [14.71317829 11.28682171],0
d4,1,0.9498,0.003964,[70 36] ; [17  9],[69.86363636 36.13636364] ; [17.13636364  8.86363636],0
