Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,1.2e-05,19.241747,[ 5 84] ; [29 65],[16.53551913 72.46448087] ; [17.46448087 76.53551913],1
p8,1,1.3e-05,19.003585,[24 66] ; [56 40],[38.70967742 51.29032258] ; [41.29032258 54.70967742],1
p3,1,8e-05,15.555659,[17 72] ; [45 52],[29.66666667 59.33333333] ; [32.33333333 64.66666667],1
p4,1,0.000126,14.70733,[26 64] ; [55 42],[38.98395722 51.01604278] ; [42.01604278 54.98395722],1
p2,1,0.000488,12.161964,[52 38] ; [78 18],[62.90322581 27.09677419] ; [67.09677419 28.90322581],1
p11,1,0.004678,7.999866,[49 41] ; [72 25],[58.23529412 31.76470588] ; [62.76470588 34.23529412],0
d5,1,0.00819,6.991409,[70 20] ; [58 39],[61.60427807 28.39572193] ; [66.39572193 30.60427807],0
n3,1,0.027648,4.849861,[24 19] ; [22  5],[28.25714286 14.74285714] ; [17.74285714  9.25714286],0
r4,1,0.046398,3.967085,[62 28] ; [79 18],[67.86096257 22.13903743] ; [73.13903743 23.86096257],0
p10,1,0.060442,3.525223,[50 38] ; [68 29],[56.12972973 31.87027027] ; [61.87027027 35.12972973],0
u3,1,0.093925,2.805786,[26 14] ; [15 18],[22.46575342 17.53424658] ; [18.53424658 14.46575342],0
d1,1,0.102575,2.665047,[45 45] ; [37 60],[39.46524064 50.53475936] ; [42.53475936 54.46524064],0
s2,1,0.110545,2.546416,[25 64] ; [38 59],[30.14516129 58.85483871] ; [32.85483871 64.14516129],0
a5,1,0.136582,2.21605,[45 45] ; [59 38],[50.05347594 39.94652406] ; [53.94652406 43.05347594],0
a8,1,0.155203,2.02035,[ 3 81] ; [ 8 83],[ 5.28 78.72] ; [ 5.72 85.28],0
s6,1,0.156487,2.00785,[38 52] ; [50 45],[42.81081081 47.18918919] ; [45.18918919 49.81081081],0
s8,1,0.165185,1.926103,[20 70] ; [30 66],[24.19354839 65.80645161] ; [25.80645161 70.19354839],0
a1,1,0.180834,1.790757,[ 2 88] ; [ 6 91],[ 3.85026738 86.14973262] ; [ 4.14973262 92.85026738],0
v4,1,0.181614,1.784367,[78 12] ; [88  7],[80.75675676  9.24324324] ; [85.24324324  9.75675676],0
a3,1,0.208718,1.580297,[50 40] ; [62 34],[54.19354839 35.80645161] ; [57.80645161 38.19354839],0
s3,1,0.229736,1.442495,[32 58] ; [42 53],[36. 54.] ; [38. 57.],0
n1,1,0.252414,1.309894,[12 32] ; [ 4 22],[10.05714286 33.94285714] ; [ 5.94285714 20.05714286],0
r3,1,0.273271,1.200256,[77 13] ; [88  9],[79.41176471 10.58823529] ; [85.58823529 11.41176471],0
p12,1,0.291185,1.114132,[ 2 88] ; [ 5 92],[ 3.36898396 86.63101604] ; [ 3.63101604 93.36898396],0
s7,1,0.301577,1.067209,[19 68] ; [26 65],[21.99438202 65.00561798] ; [23.00561798 67.99438202],0
v1,1,0.301607,1.067076,[34 55] ; [43 51],[37.44808743 51.55191257] ; [39.55191257 54.44808743],0
p9,1,0.337705,0.919124,[59 28] ; [72 25],[61.94021739 25.05978261] ; [69.05978261 27.94021739],0
n5,1,0.350437,0.871875,[27 63] ; [35 61],[30. 60.] ; [32. 64.],0
b1,1,0.355175,0.85488,[33 57] ; [42 55],[36.09625668 53.90374332] ; [38.90374332 58.09625668],0
u1,1,0.373584,0.791709,[ 6 84] ; [10 87],[ 7.70053476 82.29946524] ; [ 8.29946524 88.70053476],0
n2,1,0.39985,0.708776,[26 17] ; [19  8],[27.64285714 15.35714286] ; [17.35714286  9.64285714],0
p5,1,0.421476,0.646196,[ 4 85] ; [ 7 89],[ 5.29189189 83.70810811] ; [ 5.70810811 90.29189189],0
p1,1,0.422926,0.64217,[ 5 85] ; [ 3 92],[ 3.89189189 86.10810811] ; [ 4.10810811 90.89189189],0
a6,1,0.425001,0.636444,[58 32] ; [57 40],[55.34759358 34.65240642] ; [59.65240642 37.34759358],0
v2,1,0.437992,0.601537,[38 46] ; [47 45],[40.56818182 43.43181818] ; [44.43181818 47.56818182],0
a4,1,0.450548,0.569274,[26 64] ; [33 64],[28.39572193 61.60427807] ; [30.60427807 66.39572193],0
r1,1,0.476411,0.507068,[59 30] ; [69 28],[61.24731183 27.75268817] ; [66.75268817 30.24731183],0
u2,1,0.494753,0.466173,[21 18] ; [21 13],[22.43835616 16.56164384] ; [19.56164384 14.43835616],0
n6,1,0.515021,0.423852,[53 37] ; [61 35],[55.16129032 34.83870968] ; [58.83870968 37.16129032],0
b4,1,0.549216,0.358724,[54 36] ; [54 43],[51.97860963 38.02139037] ; [56.02139037 40.97860963],0
