Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.0,60.762716,[316   9] ; [4 5],[311.37724551  13.62275449] ; [8.62275449 0.37724551],1
r4,1,0.0,26.268411,[314  15] ; [5 4],[310.50591716  18.49408284] ; [8.49408284 0.50591716],1
d1,1,0.004609,8.026663,[222 107] ; [2 7],[218.03550296 110.96449704] ; [5.96449704 3.03550296],0
s2,1,0.016662,5.731664,[256  71] ; [4 5],[253.03571429  73.96428571] ; [6.96428571 2.03571429],0
d3,1,0.016804,5.716732,[232  97] ; [3 6],[228.74260355 100.25739645] ; [6.25739645 2.74260355],0
a8,1,0.021933,5.251059,[ 47 253] ; [4 5],[ 49.51456311 250.48543689] ; [1.48543689 7.51456311],0
s7,1,0.027503,4.858929,[256  59] ; [4 4],[253.56037152  61.43962848] ; [6.43962848 1.56037152],0
v1,1,0.075492,3.159373,[197 118] ; [3 6],[194.44444444 120.55555556] ; [5.55555556 3.44444444],0
a5,1,0.080184,3.061172,[262  67] ; [5 4],[259.89053254  69.10946746] ; [7.10946746 1.89053254],0
r1,1,0.089881,2.876504,[283  44] ; [6 3],[281.25892857  45.74107143] ; [7.74107143 1.25892857],0
s5,1,0.116463,2.464252,[154 162] ; [2 7],[151.68 164.32] ; [4.32 4.68],0
p4,1,0.125559,2.346569,[225 103] ; [4 5],[222.884273 105.115727] ; [6.115727 2.884273],0
p3,1,0.133811,2.24773,[192 137] ; [3 6],[189.80769231 139.19230769] ; [5.19230769 3.80769231],0
u3,1,0.141601,2.160478,[53 20] ; [1 2],[51.86842105 21.13157895] ; [2.13157895 0.86842105],0
p9,1,0.156283,2.009826,[299  28] ; [7 2],[297.80357143  29.19642857] ; [8.19642857 0.80357143],0
b4,1,0.222781,1.48637,[189 140] ; [7 2],[190.78106509 138.21893491] ; [5.21893491 3.78106509],0
a2,1,0.250289,1.32169,[ 94 235] ; [1 8],[ 92.4704142 236.5295858] ; [2.5295858 6.4704142],0
p10,1,0.31795,0.997361,[288  37] ; [7 2],[287.0508982  37.9491018] ; [7.9491018 1.0508982],0
p12,1,0.332624,0.938656,[ 38 289] ; [2 7],[ 38.92857143 288.07142857] ; [1.07142857 7.92857143],0
s3,1,0.338182,0.917311,[260  66] ; [6 3],[258.85373134  67.14626866] ; [7.14626866 1.85373134],0
u1,1,0.368997,0.80704,[ 79 250] ; [1 8],[ 77.86982249 251.13017751] ; [2.13017751 6.86982249],0
a4,1,0.374326,0.789254,[159 170] ; [3 6],[157.68639053 171.31360947] ; [4.31360947 4.68639053],0
a3,1,0.418015,0.655888,[256  72] ; [6 3],[255.00296736  72.99703264] ; [6.99703264 2.00296736],0
a6,1,0.443989,0.585951,[222 106] ; [5 4],[220.93768546 107.06231454] ; [6.06231454 2.93768546],0
d2,1,0.459302,0.547595,[187 142] ; [4 5],[185.91420118 143.08579882] ; [5.08579882 3.91420118],0
d4,1,0.507521,0.439174,[281  47] ; [7 2],[280.30860534  47.69139466] ; [7.69139466 1.30860534],0
p11,1,0.518578,0.416721,[264  65] ; [8 1],[264.75739645  64.24260355] ; [7.24260355 1.75739645],0
v3,1,0.526719,0.400717,[141 173] ; [5 4],[141.93188854 172.06811146] ; [4.06811146 4.93188854],0
p2,1,0.587452,0.294342,[277  51] ; [7 2],[276.41543027  51.58456973] ; [7.58456973 1.41543027],0
p6,1,0.589603,0.290964,[151 174] ; [5 4],[151.79640719 173.20359281] ; [4.20359281 4.79640719],0
p5,1,0.613748,0.254754,[ 52 274] ; [2 7],[ 52.54925373 273.45074627] ; [1.45074627 7.54925373],0
b2,1,0.706454,0.141845,[ 91 131] ; [2 4],[ 90.55263158 131.44736842] ; [2.44736842 3.55263158],0
b3,1,0.706454,0.141845,[ 91 131] ; [2 4],[ 90.55263158 131.44736842] ; [2.44736842 3.55263158],0
n4,1,0.748298,0.102967,[268  59] ; [7 2],[267.63392857  59.36607143] ; [7.36607143 1.63392857],0
b5,1,0.762291,0.091491,[203 126] ; [6 3],[203.43491124 125.56508876] ; [5.56508876 3.43491124],0
v2,1,0.830947,0.045577,[185 128] ; [5 4],[184.68944099 128.31055901] ; [5.31055901 3.68944099],0
a7,1,0.839168,0.041192,[229  99] ; [6 3],[228.72403561  99.27596439] ; [6.27596439 2.72403561],0
p7,1,0.839536,0.041001,[222  96] ; [6 3],[221.72477064  96.27522936] ; [6.27522936 2.72477064],0
n5,1,0.858441,0.031812,[263  65] ; [7 2],[262.78931751  65.21068249] ; [7.21068249 1.78931751],0
d5,1,0.860632,0.030825,[285  43] ; [8 1],[285.17507418  42.82492582] ; [7.82492582 1.17507418],0
b1,1,0.880872,0.022459,[138 191] ; [4 5],[138.21893491 190.78106509] ; [3.78106509 5.21893491],0
p8,1,0.918065,0.010583,[185 138] ; [5 4],[184.84939759 138.15060241] ; [5.15060241 3.84939759],0
n6,1,0.919243,0.010279,[287  40] ; [8 1],[287.09821429  39.90178571] ; [7.90178571 1.09821429],0
