Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.005397,7.741389,[2 3] ; [22  2],[4.13793103 0.86206897] ; [19.86206897  4.13793103],0
n2,1,0.015013,5.915,[1 3] ; [9 1],[2.85714286 1.14285714] ; [7.14285714 2.85714286],0
r4,1,0.027619,4.851675,[1 4] ; [18  7],[3.16666667 1.83333333] ; [15.83333333  9.16666667],0
p2,1,0.033711,4.509317,[2 3] ; [21  4],[3.83333333 1.16666667] ; [19.16666667  5.83333333],0
p7,1,0.064061,3.428986,[1 4] ; [15  8],[2.85714286 2.14285714] ; [13.14285714  9.85714286],0
p10,1,0.064061,3.428986,[1 4] ; [15  8],[2.85714286 2.14285714] ; [13.14285714  9.85714286],0
d2,1,0.069913,3.285068,[4 1] ; [ 9 16],[2.16666667 2.83333333] ; [10.83333333 14.16666667],0
p6,1,0.082142,3.021995,[1 4] ; [15  9],[2.75862069 2.24137931] ; [13.24137931 10.75862069],0
r1,1,0.101707,2.678571,[1 4] ; [15 10],[2.66666667 2.33333333] ; [13.33333333 11.66666667],0
a7,1,0.101707,2.678571,[1 4] ; [15 10],[2.66666667 2.33333333] ; [13.33333333 11.66666667],0
d1,1,0.101707,2.678571,[4 1] ; [10 15],[2.33333333 2.66666667] ; [11.66666667 13.33333333],0
s6,1,0.123819,2.368333,[2 3] ; [18  6],[3.44827586 1.55172414] ; [16.55172414  7.44827586],0
b5,1,0.141645,2.16,[1 4] ; [14 11],[2.5 2.5] ; [12.5 12.5],0
s2,1,0.165857,1.92,[2 3] ; [18  7],[3.33333333 1.66666667] ; [16.66666667  8.33333333],0
p11,1,0.19043,1.714286,[1 4] ; [13 12],[2.33333333 2.66666667] ; [11.66666667 13.33333333],0
p9,1,0.211128,1.563671,[2 3] ; [16  7],[3.21428571 1.78571429] ; [14.78571429  8.21428571],0
a5,1,0.235605,1.406699,[3 2] ; [ 8 17],[1.83333333 3.16666667] ; [ 9.16666667 15.83333333],0
a4,1,0.235605,1.406699,[3 2] ; [ 8 17],[1.83333333 3.16666667] ; [ 9.16666667 15.83333333],0
p4,1,0.317311,1.0,[1 4] ; [11 14],[2. 3.] ; [10. 15.],0
a3,1,0.317311,1.0,[4 1] ; [14 11],[3. 2.] ; [15. 10.],0
n5,1,0.396898,0.717703,[1 4] ; [10 15],[1.83333333 3.16666667] ; [ 9.16666667 15.83333333],0
p1,1,0.414216,0.666667,[1 4] ; [ 2 23],[0.5 4.5] ; [ 2.5 22.5],0
s3,1,0.460181,0.545455,[3 2] ; [19  6],[3.66666667 1.33333333] ; [18.33333333  6.66666667],0
n3,1,0.480478,0.497778,[2 2] ; [7 3],[2.57142857 1.42857143] ; [6.42857143 3.57142857],0
v1,1,0.488422,0.48,[1 4] ; [ 9 16],[1.66666667 3.33333333] ; [ 8.33333333 16.66666667],0
b4,1,0.624206,0.24,[2 3] ; [13 12],[2.5 2.5] ; [12.5 12.5],0
p3,1,0.624206,0.24,[2 3] ; [13 12],[2.5 2.5] ; [12.5 12.5],0
s7,1,0.683017,0.166749,[2 2] ; [14  9],[2.37037037 1.62962963] ; [13.62962963  9.37037037],0
d5,1,0.711923,0.136364,[4 1] ; [18  7],[3.66666667 1.33333333] ; [18.33333333  6.66666667],0
d3,1,0.729034,0.12,[3 2] ; [17  8],[3.33333333 1.66666667] ; [16.66666667  8.33333333],0
n1,1,0.732678,0.116667,[2 2] ; [4 6],[1.71428571 2.28571429] ; [4.28571429 5.71428571],0
b1,1,0.743421,0.107143,[3 2] ; [13 12],[2.66666667 2.33333333] ; [13.33333333 11.66666667],0
r2,1,0.818707,0.052536,[3 1] ; [20  5],[3.17241379 0.82758621] ; [19.82758621  5.17241379],0
v3,1,0.818707,0.052536,[1 3] ; [ 5 20],[0.82758621 3.17241379] ; [ 5.17241379 19.82758621],0
s5,1,0.824653,0.049091,[2 3] ; [10 12],[2.22222222 2.77777778] ; [ 9.77777778 12.22222222],0
d4,1,0.826581,0.048,[4 1] ; [21  4],[4.16666667 0.83333333] ; [20.83333333  4.16666667],0
n4,1,0.869125,0.027149,[2 3] ; [11 14],[2.16666667 2.83333333] ; [10.83333333 14.16666667],0
v2,1,0.916528,0.010985,[2 3] ; [ 9 15],[1.89655172 3.10344828] ; [ 9.10344828 14.89655172],0
