Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,90.482234,[ 36 117] ; [226  97],[84.21428571 68.78571429] ; [177.78571429 145.21428571],1
p6,1,0.0,46.309981,[ 32 119] ; [174 145],[66.18297872 84.81702128] ; [139.81702128 179.18297872],1
p8,1,0.0,38.133801,[50 99] ; [205 115],[81.01279318 67.98720682] ; [173.98720682 146.01279318],1
p2,1,0.0,33.17915,[111  42] ; [297  25],[131.41894737  21.58105263] ; [276.58105263  45.41894737],1
d1,1,1e-05,19.550919,[74 80] ; [223 100],[95.88679245 58.11320755] ; [201.11320755 121.88679245],1
p5,1,4.7e-05,16.570266,[  9 143] ; [ 66 255],[ 24.10147992 127.89852008] ; [ 50.89852008 270.10147992],1
d3,1,8.2e-05,15.506089,[89 64] ; [245  78],[107.35714286  45.64285714] ; [226.64285714  96.35714286],1
r4,1,0.00027,13.271005,[133  21] ; [309  14],[142.70020964  11.29979036] ; [299.29979036  23.70020964],1
p7,1,0.000354,12.758497,[81 64] ; [231  87],[97.71058315 47.28941685] ; [214.28941685 103.71058315],1
p9,1,0.001472,10.11349,[123  27] ; [296  26],[133.15677966  16.84322034] ; [285.84322034  36.15677966],0
d2,1,0.002263,9.322831,[65 88] ; [185 137],[80.52631579 72.47368421] ; [169.47368421 152.52631579],0
d4,1,0.003505,8.523923,[118  35] ; [282  40],[128.84210526  24.15789474] ; [271.15789474  50.84210526],0
p10,1,0.003987,8.289767,[119  32] ; [285  36],[129.24576271  21.75423729] ; [274.75423729  46.24576271],0
d5,1,0.004303,8.151368,[119  34] ; [283  39],[129.48631579  23.51368421] ; [272.51368421  49.48631579],0
n5,1,0.005361,7.753442,[127  26] ; [295  27],[135.92842105  17.07157895] ; [286.07157895  35.92842105],0
b5,1,0.005543,7.693191,[109  45] ; [186 137],[95.24109015 58.75890985] ; [199.75890985 123.24109015],0
n6,1,0.011478,6.389781,[131  22] ; [300  23],[138.53571429  14.46428571] ; [292.46428571  30.53571429],0
a5,1,0.011702,6.355455,[108  46] ; [260  63],[118.80922432  35.19077568] ; [249.19077568  73.80922432],0
r3,1,0.025848,4.96616,[142  11] ; [313   9],[146.55789474   6.44210526] ; [308.44210526  13.55789474],0
s2,1,0.039157,4.254048,[90 62] ; [221 100],[99.94080338 52.05919662] ; [211.05919662 109.94080338],0
s5,1,0.048309,3.899187,[53 95] ; [143 171],[62.78787879 85.21212121] ; [133.21212121 180.78787879],0
