Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,98.011098,[296  53] ; [37 66],[257.11725664  91.88274336] ; [75.88274336 27.11725664],1
d3,1,0.0,60.642104,[329  21] ; [67 36],[305.9602649  44.0397351] ; [90.0397351 12.9602649],1
a2,1,0.0,29.677582,[147 205] ; [13 90],[123.78021978 228.21978022] ; [36.21978022 66.78021978],1
u1,1,6e-06,20.496604,[109 243] ; [ 9 94],[ 91.28791209 260.71208791] ; [26.71208791 76.28791209],1
b1,1,6.3e-05,16.024644,[118 234] ; [57 46],[135.38461538 216.61538462] ; [39.61538462 63.38461538],1
b5,1,0.001093,10.662186,[227 125] ; [48 55],[212.74725275 139.25274725] ; [62.25274725 40.74725275],0
r1,1,0.001586,9.975459,[303  46] ; [76 27],[292.63495575  56.36504425] ; [86.36504425 16.63495575],0
r4,1,0.003014,8.799014,[323  29] ; [84 19],[314.86593407  37.13406593] ; [92.13406593 10.86593407],0
v4,1,0.008347,6.957458,[336  14] ; [91 11],[330.64159292  19.35840708] ; [96.35840708  5.64159292],0
u2,1,0.038568,4.279795,[51 24] ; [ 7 10],[47.2826087 27.7173913] ; [10.7173913  6.2826087],0
n4,1,0.040778,4.185225,[279  73] ; [90 12],[286.0969163  65.9030837] ; [82.9030837 19.0969163],0
d2,1,0.054396,3.70052,[247 102] ; [82 20],[254.59201774  94.40798226] ; [74.40798226 27.59201774],0
u3,1,0.062388,3.472742,[51 24] ; [ 8 10],[47.58064516 27.41935484] ; [11.41935484  6.58064516],0
p12,1,0.092537,2.829672,[ 37 314] ; [ 5 95],[ 32.68736142 318.31263858] ; [ 9.31263858 90.68736142],0
r2,1,0.120345,2.412819,[336  12] ; [93  7],[333.24107143  14.75892857] ; [95.75892857  4.24107143],0
n5,1,0.12918,2.302335,[263  87] ; [84 18],[268.69469027  81.30530973] ; [78.30530973 23.69469027],0
s5,1,0.139578,2.182602,[104 237] ; [38 61],[110.05 230.95] ; [31.95 67.05],0
u4,1,0.1481,2.09171,[ 10 342] ; [ 6 97],[ 12.37802198 339.62197802] ; [ 3.62197802 99.37802198],0
p5,1,0.153152,2.040569,[ 37 311] ; [16 85],[ 41.077951 306.922049] ; [11.922049 89.077951],0
n2,1,0.194924,1.68,[56 24] ; [14 11],[53.33333333 26.66666667] ; [16.66666667  8.33333333],0
p10,1,0.200593,1.638051,[286  63] ; [77 24],[281.52666667  67.47333333] ; [81.47333333 19.52666667],0
a4,1,0.204979,1.60654,[199 152] ; [65 37],[204.55629139 146.44370861] ; [59.44370861 42.55629139],0
s1,1,0.226767,1.461024,[ 11 335] ; [  1 101],[  9.26785714 336.73214286] ; [ 2.73214286 99.26785714],0
p4,1,0.229549,1.443654,[222 127] ; [57 43],[216.86191537 132.13808463] ; [62.13808463 37.86191537],0
r3,1,0.232947,1.422776,[337  14] ; [96  7],[334.76431718  16.23568282] ; [98.23568282  4.76431718],0
b3,1,0.238054,1.392082,[ 89 138] ; [33 37],[ 93.24579125 133.75420875] ; [28.75420875 41.24579125],0
b2,1,0.238054,1.392082,[ 89 138] ; [33 37],[ 93.24579125 133.75420875] ; [28.75420875 41.24579125],0
p1,1,0.251808,1.313247,[ 33 317] ; [ 6 97],[ 30.13245033 319.86754967] ; [ 8.86754967 94.13245033],0
a8,1,0.286397,1.136483,[ 48 257] ; [11 86],[ 44.76368159 260.23631841] ; [14.23631841 82.76368159],0
s3,1,0.402096,0.70205,[191 152] ; [52 50],[187.3011236 155.6988764] ; [55.6988764 46.3011236],0
v2,1,0.42332,0.641079,[217 122] ; [59 40],[213.61643836 125.38356164] ; [62.38356164 36.61643836],0
b4,1,0.424964,0.636548,[217 135] ; [59 44],[213.52087912 138.47912088] ; [62.47912088 40.52087912],0
s2,1,0.436756,0.60479,[179 169] ; [48 54],[175.54666667 172.45333333] ; [51.45333333 50.54666667],0
n1,1,0.441153,0.593283,[28 51] ; [11 14],[29.625 49.375] ; [ 9.375 15.625],0
v3,1,0.445896,0.581063,[151 179] ; [41 58],[147.69230769 182.30769231] ; [44.30769231 54.69230769],0
a3,1,0.451523,0.566827,[277  73] ; [85 18],[279.69094923  70.30905077] ; [82.30905077 20.69094923],0
p2,1,0.466272,0.530797,[291  59] ; [80 20],[288.55555556  61.44444444] ; [82.44444444 17.55555556],0
p8,1,0.4922,0.471713,[187 160] ; [50 50],[183.97986577 163.02013423] ; [53.02013423 46.97986577],0
s6,1,0.511417,0.431166,[222 125] ; [61 40],[219.19866071 127.80133929] ; [63.80133929 37.19866071],0
s8,1,0.527353,0.399489,[160 188] ; [51 52],[162.81152993 185.18847007] ; [48.18847007 54.81152993],0
d5,1,0.569578,0.32339,[343   7] ; [99  3],[342.25663717   7.74336283] ; [99.74336283  2.25663717],0
p3,1,0.570031,0.322631,[180 168] ; [49 52],[177.48775056 170.51224944] ; [51.51224944 49.48775056],0
n3,1,0.734849,0.114706,[53 27] ; [15  9],[52.30769231 27.69230769] ; [15.69230769  8.30769231],0
v1,1,0.74638,0.104598,[191 149] ; [58 42],[192.40909091 147.59090909] ; [56.59090909 43.40909091],0
p6,1,0.773395,0.082908,[122 225] ; [36 62],[123.20449438 223.79550562] ; [34.79550562 63.20449438],0
a5,1,0.811148,0.057095,[294  58] ; [85 18],[293.2043956  58.7956044] ; [85.7956044 17.2043956],0
s7,1,0.818274,0.052792,[166 168] ; [50 48],[167. 167.] ; [49. 49.],0
p9,1,0.850001,0.035765,[293  52] ; [85 16],[292.39910314  52.60089686] ; [85.60089686 15.39910314],0
p11,1,0.889193,0.019412,[278  74] ; [82 21],[278.50549451  73.49450549] ; [81.49450549 21.50549451],0
p7,1,0.922313,0.00951,[213 128] ; [63 37],[213.41496599 127.58503401] ; [62.58503401 37.41496599],0
a1,1,0.956013,0.003042,[ 20 332] ; [ 6 97],[ 20.11428571 331.88571429] ; [ 5.88571429 97.11428571],0
n6,1,0.96696,0.001716,[294  54] ; [86 16],[293.86666667  54.13333333] ; [86.13333333 15.86666667],0
