Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.0,113.485118,[21 44] ; [312  37],[52.2826087 12.7173913] ; [280.7173913  68.2826087],1
d1,1,0.0,97.983269,[ 5 60] ; [253  96],[40.50724638 24.49275362] ; [217.49275362 131.50724638],1
d3,1,0.0,64.330137,[19 46] ; [274  75],[46.00241546 18.99758454] ; [246.99758454 102.00241546],1
a3,1,0.0,39.247918,[25 39] ; [269  78],[45.7810219 18.2189781] ; [248.2189781  98.7810219],1
d2,1,1e-06,23.325401,[14 51] ; [189 160],[31.87198068 33.12801932] ; [171.12801932 177.87198068],1
a5,1,6e-06,20.475445,[36 29] ; [283  66],[50.08454106 14.91545894] ; [268.91545894  80.08454106],1
a4,1,0.000152,14.349878,[14 50] ; [165 183],[27.80582524 36.19417476] ; [151.19417476 196.80582524],1
p2,1,0.000354,12.758556,[52 12] ; [328  20],[59.02912621  4.97087379] ; [320.97087379  27.02912621],1
p4,1,0.000489,12.155855,[37 28] ; [269  78],[48.27669903 16.72330097] ; [257.72330097  89.27669903],1
v1,1,0.001124,10.611392,[27 38] ; [216 126],[38.80835381 26.19164619] ; [204.19164619 137.80835381],0
r1,1,0.003376,8.591999,[45 20] ; [293  54],[53.32524272 11.67475728] ; [284.67475728  62.32524272],0
s8,1,0.004518,8.062876,[22 43] ; [183 162],[32.5 32.5] ; [172.5 172.5],0
a2,1,0.006861,7.309019,[ 6 59] ; [ 85 264],[14.28743961 50.71256039] ; [ 76.71256039 272.28743961],0
s2,1,0.007547,7.13787,[24 40] ; [192 153],[33.799511 30.200489] ; [182.200489 162.799511],0
u1,1,0.008171,6.995522,[ 4 61] ; [ 69 280],[11.46135266 53.53864734] ; [ 61.53864734 287.46135266],0
s6,1,0.0091,6.802997,[35 27] ; [245  91],[43.61809045 18.38190955] ; [236.38190955  99.61809045],0
r3,1,0.01011,6.615444,[58  7] ; [334  12],[61.99513382  3.00486618] ; [330.00486618  15.99513382],0
b3,1,0.022205,5.229657,[ 8 30] ; [ 86 126],[14.288 23.712] ; [ 79.712 132.288],0
b2,1,0.022205,5.229657,[ 8 30] ; [ 86 126],[14.288 23.712] ; [ 79.712 132.288],0
u3,1,0.023285,5.147104,[15 25] ; [47 32],[20.84033613 19.15966387] ; [41.15966387 37.84033613],0
r4,1,0.025394,4.996835,[56  9] ; [328  21],[60.28985507  4.71014493] ; [323.71014493  25.28985507],0
v2,1,0.027962,4.830415,[29 34] ; [207 133],[36.89330025 26.10669975] ; [199.10669975 140.89330025],0
p1,1,0.036861,4.356811,[13 51] ; [ 38 309],[ 7.94160584 56.05839416] ; [ 43.05839416 303.94160584],0
a8,1,0.038193,4.296427,[ 4 54] ; [ 56 259],[ 9.32975871 48.67024129] ; [ 50.67024129 264.32975871],0
a7,1,0.057468,3.608996,[42 23] ; [264  84],[48.1598063 16.8401937] ; [257.8401937  90.1598063],0
s3,1,0.073085,3.212327,[29 33] ; [203 141],[35.42857143 26.57142857] ; [196.57142857 147.42857143],0
p11,1,0.082344,3.01801,[52 13] ; [307  42],[56.3647343  8.6352657] ; [302.6352657  46.3647343],0
n5,1,0.090959,2.857314,[50 15] ; [296  51],[54.58737864 10.41262136] ; [291.41262136  55.58737864],0
p3,1,0.094214,2.800851,[35 29] ; [229 120],[40.91041162 23.08958838] ; [223.08958838 125.91041162],0
p10,1,0.11977,2.420322,[53 11] ; [309  36],[56.64547677  7.35452323] ; [305.35452323  39.64547677],0
a1,1,0.139412,2.184441,[ 1 64] ; [ 21 328],[ 3.45410628 61.54589372] ; [ 18.54589372 330.45410628],0
p6,1,0.148595,2.086615,[27 38] ; [177 168],[32.34146341 32.65853659] ; [171.65853659 173.34146341],0
s4,1,0.152782,2.044252,[15 49] ; [ 55 287],[11.03448276 52.96551724] ; [ 58.96551724 283.03448276],0
r2,1,0.161895,1.956433,[60  5] ; [329  13],[62.12530713  2.87469287] ; [326.87469287  15.12530713],0
v3,1,0.188809,1.72689,[23 40] ; [155 186],[27.75742574 35.24257426] ; [150.24257426 190.75742574],0
