Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.0,113.485118,[21 44] ; [312  37],[52.2826087 12.7173913] ; [280.7173913  68.2826087],1
p9,1,0.194171,1.685687,[56  9] ; [315  30],[58.81707317  6.18292683] ; [312.18292683  32.81707317],0
u2,1,0.196643,1.66713,[17 23] ; [44 36],[20.33333333 19.66666667] ; [40.66666667 39.33333333],0
a6,1,0.201845,1.628972,[38 27] ; [232 116],[42.49394673 22.50605327] ; [227.50605327 120.49394673],0
n4,1,0.205363,1.603816,[51 14] ; [295  53],[54.45520581 10.54479419] ; [291.54479419  56.45520581],0
p7,1,0.211445,1.561505,[49 15] ; [285  58],[52.52088452 11.47911548] ; [281.47911548  61.52088452],0
b4,1,0.335167,0.92883,[34 31] ; [205 144],[37.52415459 27.47584541] ; [201.47584541 147.52415459],0
s1,1,0.35823,0.844089,[ 3 61] ; [  9 339],[ 1.86407767 62.13592233] ; [ 10.13592233 337.86407767],0
n3,1,0.388103,0.744876,[11  3] ; [38 19],[9.66197183 4.33802817] ; [39.33802817 17.66197183],0
s5,1,0.40795,0.684766,[22 41] ; [134 197],[24.94416244 38.05583756] ; [131.05583756 199.94416244],0
s7,1,0.45749,0.552028,[31 31] ; [183 149],[33.6751269 28.3248731] ; [180.3248731 151.6751269],0
n2,1,0.52434,0.405348,[10  4] ; [46 12],[10.88888889  3.11111111] ; [45.11111111 12.88888889],0
b5,1,0.656167,0.198214,[34 31] ; [193 156],[35.64009662 29.35990338] ; [191.35990338 157.64009662],0
p5,1,0.667603,0.184419,[11 53] ; [ 68 281],[12.24213075 51.75786925] ; [ 66.75786925 282.24213075],0
p12,1,0.702186,0.146208,[ 8 57] ; [ 37 309],[ 7.11678832 57.88321168] ; [ 37.88321168 308.11678832],0
b1,1,0.716847,0.131534,[25 40] ; [126 223],[23.70772947 41.29227053] ; [127.29227053 221.70772947],0
n1,1,0.770075,0.085425,[6 8] ; [22 35],[5.52112676 8.47887324] ; [22.47887324 34.52112676],0
v4,1,0.808777,0.058566,[62  2] ; [338   9],[62.28710462  1.71289538] ; [337.71289538   9.28710462],0
