Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,3e-06,21.593878,[46 84] ; [24  5],[57.2327044 72.7672956] ; [12.7672956 16.2327044],1
s8,1,0.000319,12.954576,[ 30 100] ; [16 12],[37.84810127 92.15189873] ; [ 8.15189873 19.84810127],1
s2,1,0.000815,11.206547,[38 92] ; [18 11],[45.78616352 84.21383648] ; [10.21383648 18.78616352],1
p12,1,0.000879,11.066381,[  3 127] ; [ 5 24],[  6.5408805 123.4591195] ; [ 1.4591195 27.5408805],1
p5,1,0.003808,8.373207,[  6 120] ; [ 6 23],[  9.75483871 116.24516129] ; [ 2.24516129 26.75483871],0
p6,1,0.006736,7.34195,[ 17 110] ; [10 19],[ 21.98076923 105.01923077] ; [ 5.01923077 23.98076923],0
n6,1,0.010345,6.574511,[77 51] ; [24  4],[82.87179487 45.12820513] ; [18.12820513  9.87179487],0
a5,1,0.014323,5.997838,[76 54] ; [24  5],[81.76100629 48.23899371] ; [18.23899371 10.76100629],0
s3,1,0.02401,5.093878,[48 80] ; [17 11],[53.33333333 74.66666667] ; [11.66666667 16.33333333],0
s7,1,0.024871,5.032819,[36 85] ; [15 14],[41.14 79.86] ; [ 9.86 19.14],0
v1,1,0.02729,4.872362,[38 88] ; [15 14],[43.08387097 82.91612903] ; [ 9.91612903 19.08387097],0
v2,1,0.028372,4.805312,[49 74] ; [17 10],[54.12 68.88] ; [11.88 15.12],0
p1,1,0.048792,3.882506,[  8 122] ; [ 5 24],[ 10.62893082 119.37106918] ; [ 2.37106918 26.62893082],0
r4,1,0.058395,3.5824,[84 46] ; [24  5],[88.30188679 41.69811321] ; [19.69811321  9.30188679],0
p11,1,0.064107,3.427814,[65 65] ; [20  9],[69.49685535 60.50314465] ; [15.50314465 13.49685535],0
p8,1,0.103312,2.653654,[30 99] ; [11 18],[33.47468354 95.52531646] ; [ 7.52531646 21.47468354],0
p10,1,0.110872,2.541741,[61 67] ; [18 10],[64.82051282 63.17948718] ; [14.17948718 13.82051282],0
p4,1,0.117188,2.454502,[33 95] ; [11 16],[36.33548387 91.66451613] ; [ 7.66451613 19.33548387],0
u2,1,0.117241,2.453802,[28 21] ; [3 7],[25.74576271 23.25423729] ; [5.25423729 4.74576271],0
r1,1,0.120106,2.415941,[78 51] ; [22  7],[81.64556962 47.35443038] ; [18.35443038 10.64556962],0
r2,1,0.133796,2.247895,[103  23] ; [27  2],[105.67741935  20.32258065] ; [24.32258065  4.67741935],0
v3,1,0.14643,2.109053,[41 82] ; [13 14],[44.28 78.72] ; [ 9.72 17.28],0
d4,1,0.163035,1.945847,[89 40] ; [23  5],[92.02547771 36.97452229] ; [19.97452229  8.02547771],0
v4,1,0.201384,1.632306,[97 32] ; [25  4],[99.60759494 29.39240506] ; [22.39240506  6.60759494],0
r3,1,0.201384,1.632306,[97 32] ; [25  4],[99.60759494 29.39240506] ; [22.39240506  6.60759494],0
d1,1,0.224476,1.475526,[60 70] ; [17 12],[62.95597484 67.04402516] ; [14.04402516 14.95597484],0
p3,1,0.275775,1.187793,[33 96] ; [10 18],[35.33121019 93.66878981] ; [ 7.66878981 20.33121019],0
d3,1,0.28663,1.135382,[64 65] ; [17 11],[66.55414013 62.44585987] ; [14.44585987 13.55414013],0
