Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n6,1,0.005333,7.762924,[98 26] ; [15 13],[92.18421053 31.81578947] ; [20.81578947  7.18421053],0
n1,1,0.009231,6.77751,[28 17] ; [1 7],[24.62264151 20.37735849] ; [4.37735849 3.62264151],0
s4,1,0.01312,6.152804,[ 16 108] ; [ 9 19],[ 20.39473684 103.60526316] ; [ 4.60526316 23.39473684],0
a5,1,0.037036,4.348755,[82 43] ; [24  4],[86.60130719 38.39869281] ; [19.39869281  8.60130719],0
p9,1,0.06424,3.42438,[79 42] ; [13 15],[74.7114094 46.2885906] ; [17.2885906 10.7114094],0
s8,1,0.072023,3.2363,[49 75] ; [ 6 22],[44.86842105 79.13157895] ; [10.13157895 17.86842105],0
r2,1,0.106762,2.601504,[112  10] ; [22  5],[109.71812081  12.28187919] ; [24.28187919  2.71812081],0
v2,1,0.163954,1.937376,[52 70] ; [16 12],[55.30666667 66.69333333] ; [12.69333333 15.30666667],0
p5,1,0.180866,1.790494,[ 15 108] ; [ 1 27],[ 13.03311258 109.96688742] ; [ 2.96688742 25.03311258],0
n3,1,0.188742,1.727409,[27 18] ; [6 1],[28.55769231 16.44230769] ; [4.44230769 2.55769231],0
p10,1,0.18959,1.720802,[69 53] ; [12 16],[65.88 56.12] ; [15.12 12.88],0
p4,1,0.190833,1.711177,[58 65] ; [ 9 18],[54.94 68.06] ; [12.06 14.94],0
v1,1,0.193747,1.688893,[57 68] ; [ 9 19],[53.92156863 71.07843137] ; [12.07843137 15.92156863],0
b5,1,0.22579,1.467186,[78 47] ; [14 14],[75.16339869 49.83660131] ; [16.83660131 11.16339869],0
s6,1,0.243964,1.357543,[75 46] ; [14 14],[72.27516779 48.72483221] ; [16.72483221 11.27516779],0
u1,1,0.250729,1.319235,[ 25 100] ; [ 3 25],[ 22.87581699 102.12418301] ; [ 5.12418301 22.87581699],0
a4,1,0.266763,1.233316,[56 67] ; [16 12],[58.64900662 64.35099338] ; [13.35099338 14.64900662],0
d4,1,0.295376,1.094957,[90 34] ; [23  5],[92.18421053 31.81578947] ; [20.81578947  7.18421053],0
b2,1,0.316571,1.003059,[27 45] ; [ 3 10],[25.41176471 46.58823529] ; [4.58823529 8.41176471],0
b3,1,0.316571,1.003059,[27 45] ; [ 3 10],[25.41176471 46.58823529] ; [4.58823529 8.41176471],0
d1,1,0.361932,0.831179,[64 61] ; [17 11],[66.17647059 58.82352941] ; [14.82352941 13.17647059],0
p7,1,0.365338,0.81946,[59 62] ; [11 17],[56.84563758 64.15436242] ; [13.15436242 14.84563758],0
r4,1,0.371504,0.798626,[95 30] ; [19  9],[93.1372549 31.8627451] ; [20.8627451  7.1372549],0
d5,1,0.375994,0.783759,[92 32] ; [23  5],[93.81578947 30.18421053] ; [21.18421053  6.81578947],0
s5,1,0.419501,0.651714,[38 80] ; [ 6 19],[36.30769231 81.69230769] ; [ 7.69230769 17.30769231],0
p8,1,0.424256,0.638496,[42 82] ; [ 7 20],[40.2384106 83.7615894] ; [ 8.7615894 18.2384106],0
b4,1,0.44737,0.577307,[66 59] ; [17 11],[67.81045752 57.18954248] ; [15.18954248 12.81045752],0
d2,1,0.450616,0.569101,[65 58] ; [17 11],[66.79470199 56.20529801] ; [15.20529801 12.79470199],0
d3,1,0.486196,0.484934,[80 44] ; [20  8],[81.57894737 42.42105263] ; [18.42105263  9.57894737],0
a6,1,0.501429,0.45191,[75 49] ; [15 13],[73.42105263 50.57894737] ; [16.57894737 11.42105263],0
p3,1,0.501429,0.45191,[49 75] ; [13 15],[50.57894737 73.42105263] ; [11.42105263 16.57894737],0
s7,1,0.504803,0.444824,[57 59] ; [10 14],[55.51428571 60.48571429] ; [11.48571429 12.51428571],0
a7,1,0.512532,0.428894,[84 41] ; [17 11],[82.51633987 42.48366013] ; [18.48366013  9.51633987],0
u2,1,0.529846,0.394687,[13 26] ; [4 5],[13.8125 25.1875] ; [3.1875 5.8125],0
n2,1,0.571057,0.320918,[34 13] ; [5 3],[33.32727273 13.67272727] ; [5.67272727 2.32727273],0
r3,1,0.583982,0.299841,[96 28] ; [23  5],[97.07894737 26.92105263] ; [21.92105263  6.07894737],0
p6,1,0.632918,0.228124,[42 80] ; [ 8 19],[40.93959732 81.06040268] ; [ 9.06040268 17.93959732],0
v4,1,0.635808,0.224267,[103  22] ; [22  6],[102.12418301  22.87581699] ; [22.87581699  5.12418301],0
s2,1,0.642673,0.215264,[56 68] ; [14 14],[57.10526316 66.89473684] ; [12.89473684 15.10526316],0
s3,1,0.666179,0.186104,[61 63] ; [14 12],[62. 62.] ; [13. 13.],0
u3,1,0.710735,0.137544,[16 24] ; [3 6],[15.51020408 24.48979592] ; [3.48979592 5.51020408],0
v3,1,0.769373,0.085964,[45 77] ; [10 15],[45.6462585 76.3537415] ; [ 9.3537415 15.6462585],0
r1,1,0.794455,0.067876,[90 34] ; [21  7],[90.55263158 33.44736842] ; [20.44736842  7.55263158],0
a3,1,0.851004,0.035283,[85 37] ; [19  9],[84.58666667 37.41333333] ; [19.41333333  8.58666667],0
b1,1,0.851656,0.034971,[69 56] ; [16 12],[69.44444444 55.55555556] ; [15.55555556 12.44444444],0
p2,1,0.852681,0.034484,[82 42] ; [18 10],[81.57894737 42.42105263] ; [18.42105263  9.57894737],0
s1,1,0.893988,0.017758,[  8 116] ; [ 2 26],[  8.15789474 115.84210526] ; [ 1.84210526 26.15789474],0
a2,1,0.982337,0.00049,[31 94] ; [ 7 21],[31.04575163 93.95424837] ; [ 6.95424837 21.04575163],0
