Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b5,1,0.000633,11.675746,[15 22] ; [58 21],[23.28448276 13.71551724] ; [49.71551724 29.28448276],1
a6,1,0.001155,10.561209,[14 23] ; [55 24],[22.00862069 14.99137931] ; [46.99137931 32.00862069],0
d3,1,0.007064,7.256594,[20 17] ; [62 17],[26.15517241 10.84482759] ; [55.84482759 23.15517241],0
v4,1,0.017181,5.677826,[30  6] ; [76  3],[33.1826087  2.8173913] ; [72.8173913  6.1826087],0
s1,1,0.02178,5.263249,[ 5 32] ; [ 2 76],[ 2.25217391 34.74782609] ; [ 4.74782609 73.25217391],0
a2,1,0.028844,4.776895,[ 2 35] ; [17 62],[ 6.06034483 30.93965517] ; [12.93965517 66.06034483],0
r2,1,0.035042,4.443125,[29  7] ; [73  5],[32.21052632  3.78947368] ; [69.78947368  8.21052632],0
p9,1,0.038533,4.281355,[25 11] ; [67 11],[29.05263158  6.94736842] ; [62.94736842 15.05263158],0
n3,1,0.039218,4.251379,[9 7] ; [15  2],[11.63636364  4.36363636] ; [12.36363636  4.63636364],0
u1,1,0.03954,4.237503,[ 2 35] ; [16 63],[ 5.74137931 31.25862069] ; [12.25862069 66.74137931],0
v2,1,0.054069,3.710581,[ 8 28] ; [31 45],[12.53571429 23.46428571] ; [26.46428571 49.53571429],0
s2,1,0.057235,3.615758,[21 16] ; [58 20],[25.4173913 11.5826087] ; [53.5826087 24.4173913],0
d4,1,0.058192,3.588166,[24 13] ; [64 15],[28.06896552  8.93103448] ; [59.93103448 19.06896552],0
p1,1,0.090259,2.869742,[ 6 31] ; [ 5 74],[ 3.50862069 33.49137931] ; [ 7.49137931 71.50862069],0
r4,1,0.099985,2.705787,[26 11] ; [66 13],[29.34482759  7.65517241] ; [62.65517241 16.34482759],0
p2,1,0.110245,2.550707,[25 12] ; [64 15],[28.38793103  8.61206897] ; [60.61206897 18.38793103],0
a5,1,0.133261,2.254104,[21 16] ; [56 23],[24.56034483 12.43965517] ; [52.43965517 26.56034483],0
p11,1,0.133696,2.249052,[29  8] ; [51 28],[25.51724138 11.48275862] ; [54.48275862 24.51724138],0
b4,1,0.134089,2.244509,[17 20] ; [48 31],[20.73275862 16.26724138] ; [44.26724138 34.73275862],0
p12,1,0.157135,2.001582,[ 3 33] ; [ 2 77],[ 1.56521739 34.43478261] ; [ 3.43478261 75.56521739],0
p4,1,0.174011,1.848042,[18 19] ; [49 30],[21.37068966 15.62931034] ; [45.62931034 33.37068966],0
n2,1,0.200618,1.637868,[10  6] ; [14  3],[11.63636364  4.36363636] ; [12.36363636  4.63636364],0
p8,1,0.207436,1.589229,[21 16] ; [34 43],[17.85087719 19.14912281] ; [37.14912281 39.85087719],0
d1,1,0.210946,1.564922,[16 21] ; [44 35],[19.13793103 17.86206897] ; [40.86206897 38.13793103],0
n1,1,0.218143,1.516544,[7 9] ; [ 4 13],[ 5.33333333 10.66666667] ; [ 5.66666667 11.33333333],0
r1,1,0.218348,1.515193,[23 14] ; [58 21],[25.8362069 11.1637931] ; [55.1637931 23.8362069],0
n6,1,0.248851,1.329744,[27 10] ; [65 14],[29.34482759  7.65517241] ; [62.65517241 16.34482759],0
d5,1,0.260298,1.26717,[26 11] ; [63 16],[28.38793103  8.61206897] ; [60.61206897 18.38793103],0
r3,1,0.262437,1.255856,[31  6] ; [70  7],[32.78070175  4.21929825] ; [68.21929825  8.78070175],0
p3,1,0.2676,1.22901,[20 17] ; [34 45],[17.22413793 19.77586207] ; [36.77586207 42.22413793],0
b1,1,0.279263,1.170672,[17 20] ; [28 51],[14.35344828 22.64655172] ; [30.64655172 48.35344828],0
u2,1,0.285935,1.138664,[8 7] ; [11 19],[6.33333333 8.66666667] ; [12.66666667 17.33333333],0
p7,1,0.303655,1.058076,[24 13] ; [41 34],[21.47321429 15.52678571] ; [43.52678571 31.47321429],0
