Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,1.5e-05,18.727554,[94 37] ; [16 29],[81.875 49.125] ; [28.125 16.875],1
n4,1,0.000106,15.032186,[95 35] ; [19 27],[84.20454545 45.79545455] ; [29.79545455 16.20454545],1
s8,1,0.002448,9.179039,[61 68] ; [10 36],[52.33714286 76.66285714] ; [18.66285714 27.33714286],0
p10,1,0.002586,9.078595,[82 45] ; [16 26],[73.64497041 53.35502959] ; [24.35502959 17.64497041],0
s6,1,0.012512,6.23687,[95 31] ; [25 20],[88.42105263 37.57894737] ; [31.57894737 13.42105263],0
u2,1,0.014097,6.025974,[18 26] ; [11  3],[22. 22.] ; [7. 7.],0
p7,1,0.031189,4.642554,[73 57] ; [16 27],[66.87861272 63.12138728] ; [22.12138728 20.87861272],0
u3,1,0.036309,4.382527,[24 20] ; [12  2],[27.31034483 16.68965517] ; [8.68965517 5.31034483],0
p9,1,0.042828,4.10219,[91 36] ; [23 19],[85.66863905 41.33136095] ; [28.33136095 13.66863905],0
p4,1,0.082258,3.019719,[71 58] ; [18 27],[65.98275862 63.01724138] ; [23.01724138 21.98275862],0
s7,1,0.091371,2.850048,[64 57] ; [15 25],[59.37267081 61.62732919] ; [19.62732919 20.37267081],0
n1,1,0.092304,2.833732,[22 18] ; [ 6 13],[18.98305085 21.01694915] ; [9.01694915 9.98305085],0
p6,1,0.11186,2.52774,[47 82] ; [10 33],[42.75 86.25] ; [14.25 28.75],0
s5,1,0.122348,2.386996,[48 77] ; [10 30],[43.93939394 81.06060606] ; [14.06060606 25.93939394],0
n2,1,0.135017,2.233853,[34  8] ; [12  7],[31.67213115 10.32786885] ; [14.32786885  4.67213115],0
a6,1,0.141579,2.160709,[77 54] ; [32 13],[81.13068182 49.86931818] ; [27.86931818 17.13068182],0
r1,1,0.188544,1.728956,[104  25] ; [41  5],[106.88571429  22.11428571] ; [38.11428571  7.88571429],0
v1,1,0.208328,1.583007,[62 68] ; [17 29],[58.35227273 71.64772727] ; [20.64772727 25.35227273],0
n3,1,0.21046,1.56826,[30 11] ; [15  2],[31.81034483  9.18965517] ; [13.18965517  3.81034483],0
b5,1,0.217409,1.521394,[90 41] ; [27 19],[86.59322034 44.40677966] ; [30.40677966 15.59322034],0
