Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.0,27.692825,[35 28] ; [57  2],[47.50819672 15.49180328] ; [44.49180328 14.50819672],1
r2,1,1e-06,24.411861,[35 25] ; [56  2],[46.27118644 13.72881356] ; [44.72881356 13.27118644],1
n6,1,6e-06,20.618365,[32 32] ; [52  7],[43.70731707 20.29268293] ; [40.29268293 18.70731707],1
p10,1,4.3e-05,16.745887,[26 35] ; [46 12],[36.90756303 24.09243697] ; [35.09243697 22.90756303],1
p9,1,4.9e-05,16.485135,[32 28] ; [50  7],[42.05128205 17.94871795] ; [39.94871795 17.05128205],1
p11,1,0.000459,12.276494,[29 35] ; [45 14],[38.50406504 25.49593496] ; [35.49593496 23.50406504],1
b1,1,0.004479,8.078473,[31 33] ; [14 45],[23.41463415 40.58536585] ; [21.58536585 37.41463415],0
n2,1,0.004983,7.885697,[15 14] ; [18  2],[19.53061224  9.46938776] ; [13.46938776  6.53061224],0
s8,1,0.00574,7.630226,[ 6 58] ; [17 42],[11.96747967 52.03252033] ; [11.03252033 47.96747967],0
s2,1,0.008161,6.997785,[13 51] ; [25 34],[19.77235772 44.22764228] ; [18.22764228 40.77235772],0
d5,1,0.009006,6.821651,[34 30] ; [44 14],[40.91803279 23.08196721] ; [37.08196721 20.91803279],0
s6,1,0.010372,6.569876,[18 46] ; [29 28],[24.85950413 39.14049587] ; [22.14049587 34.85950413],0
p7,1,0.014034,6.033839,[15 47] ; [26 31],[21.36134454 40.63865546] ; [19.63865546 37.36134454],0
a1,1,0.02151,5.285013,[ 8 56] ; [ 1 58],[ 4.68292683 59.31707317] ; [ 4.31707317 54.68292683],0
b5,1,0.025816,4.968291,[33 31] ; [42 17],[39.02439024 24.97560976] ; [35.97560976 23.02439024],0
p2,1,0.039575,4.235998,[30 33] ; [39 20],[35.63114754 27.36885246] ; [33.36885246 25.63114754],0
u3,1,0.071867,3.239864,[ 6 23] ; [12 16],[ 9.15789474 19.84210526] ; [ 8.84210526 19.15789474],0
s3,1,0.075856,3.15152,[20 43] ; [28 31],[24.78688525 38.21311475] ; [23.21311475 35.78688525],0
s5,1,0.082892,3.007272,[ 8 54] ; [14 41],[11.65811966 50.34188034] ; [10.34188034 44.65811966],0
p8,1,0.08751,2.919586,[13 50] ; [20 38],[17.18181818 45.81818182] ; [15.81818182 42.18181818],0
p6,1,0.101113,2.687904,[ 7 54] ; [13 44],[10.33898305 50.66101695] ; [ 9.66101695 47.33898305],0
