Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.000271,13.260672,[13  9] ; [11 50],[ 6.36144578 15.63855422] ; [17.63855422 43.36144578],1
p4,1,0.001292,10.353943,[14  9] ; [15 48],[ 7.75581395 15.24418605] ; [21.24418605 41.75581395],0
p10,1,0.003907,8.32665,[17  6] ; [24 38],[11.09411765 11.90588235] ; [29.90588235 32.09411765],0
p3,1,0.006486,7.410199,[10 14] ; [ 9 53],[ 5.30232558 18.69767442] ; [13.69767442 48.30232558],0
p6,1,0.008562,6.912074,[ 8 16] ; [ 6 55],[ 3.95294118 20.04705882] ; [10.04705882 50.95294118],0
p11,1,0.011468,6.391331,[16  8] ; [23 40],[10.75862069 13.24137931] ; [28.24137931 34.75862069],0
n6,1,0.011637,6.365291,[19  4] ; [32 29],[13.96428571  9.03571429] ; [37.03571429 23.96428571],0
s2,1,0.014779,5.942579,[ 6 18] ; [ 4 59],[ 2.75862069 21.24137931] ; [ 7.24137931 55.75862069],0
v4,1,0.019649,5.442833,[19  5] ; [32 30],[14.23255814  9.76744186] ; [36.76744186 25.23255814],0
p5,1,0.028192,4.816308,[ 4 20] ; [ 2 60],[ 1.6744186 22.3255814] ; [ 4.3255814 57.6744186],0
p2,1,0.084595,2.974325,[16  8] ; [28 33],[12.42352941 11.57647059] ; [31.57647059 29.42352941],0
s1,1,0.099242,2.717682,[ 3 21] ; [ 2 60],[ 1.39534884 22.60465116] ; [ 3.60465116 58.39534884],0
u3,1,0.105409,2.621732,[6 6] ; [ 7 22],[3.80487805 8.19512195] ; [ 9.19512195 19.80487805],0
p9,1,0.127819,2.318797,[15  9] ; [26 33],[11.85542169 12.14457831] ; [29.14457831 29.85542169],0
b1,1,0.153485,2.037272,[10 14] ; [37 26],[12.96551724 11.03448276] ; [34.03448276 28.96551724],0
n4,1,0.19408,1.686372,[11 13] ; [38 24],[13.6744186 10.3255814] ; [35.3255814 26.6744186],0
n2,1,0.205201,1.604963,[9 4] ; [15 16],[7.09090909 5.90909091] ; [16.90909091 14.09090909],0
s8,1,0.232064,1.428164,[ 4 20] ; [ 5 58],[ 2.48275862 21.51724138] ; [ 6.51724138 56.48275862],0
a4,1,0.23767,1.394358,[ 5 19] ; [21 41],[ 7.25581395 16.74418605] ; [18.74418605 43.25581395],0
s5,1,0.242848,1.363986,[ 1 23] ; [ 8 55],[ 2.48275862 21.51724138] ; [ 6.51724138 56.48275862],0
a1,1,0.242848,1.363986,[ 1 23] ; [ 8 55],[ 2.48275862 21.51724138] ; [ 6.51724138 56.48275862],0
b3,1,0.3017,1.066667,[3 9] ; [15 21],[4.5 7.5] ; [13.5 22.5],0
