Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,40.695496,[ 95 174] ; [79 32],[123.17368421 145.82631579] ; [50.82631579 60.17368421],1
s6,1,0.0,40.486647,[141 128] ; [96 14],[168.21372032 100.78627968] ; [68.78627968 41.21372032],1
s3,1,0.0,27.846523,[112 156] ; [77 30],[135.072 132.928] ; [53.928 53.072],1
s7,1,9e-06,19.797361,[ 87 174] ; [64 46],[106.22911051 154.77088949] ; [44.77088949 65.22911051],1
s4,1,3.8e-05,16.993368,[ 30 238] ; [31 78],[ 43.36339523 224.63660477] ; [17.63660477 91.36339523],1
s8,1,6.7e-05,15.891567,[ 82 190] ; [57 53],[ 98.97382199 173.02617801] ; [40.02617801 69.97382199],1
p5,1,0.000249,13.416469,[  7 264] ; [13 97],[ 14.22572178 256.77427822] ; [  5.77427822 104.22572178],1
p12,1,0.00033,12.890691,[  6 264] ; [12 99],[ 12.75590551 257.24409449] ; [  5.24409449 105.75590551],1
p7,1,0.00551,7.703875,[121 145] ; [64 40],[133. 133.] ; [52. 52.],0
r4,1,0.009898,6.653209,[228  44] ; [104   7],[235.78067885  36.21932115] ; [96.21932115 14.78067885],0
p1,1,0.013146,6.149344,[ 10 262] ; [11 98],[ 14.99212598 257.00787402] ; [  6.00787402 102.99212598],0
a4,1,0.01383,6.059675,[ 99 170] ; [56 55],[109.72368421 159.27631579] ; [45.27631579 65.72368421],0
b5,1,0.016978,5.69867,[180  92] ; [59 52],[169.73368146 102.26631854] ; [69.26631854 41.73368146],0
p6,1,0.024284,5.074241,[ 59 210] ; [36 73],[ 67.60582011 201.39417989] ; [27.39417989 81.60582011],0
p10,1,0.025495,4.989919,[194  74] ; [90 18],[202.42553191  65.57446809] ; [81.57446809 26.42553191],0
a5,1,0.041184,4.168417,[174  98] ; [83 28],[182.51697128  89.48302872] ; [74.48302872 36.51697128],0
v1,1,0.055858,3.656284,[112 155] ; [58 52],[120.39787798 146.60212202] ; [49.60212202 60.39787798],0
r2,1,0.058932,3.567178,[243  25] ; [106   4],[247.43915344  20.56084656] ; [101.56084656   8.43915344],0
p9,1,0.059716,3.545243,[202  63] ; [91 16],[208.72311828  56.27688172] ; [84.27688172 22.72311828],0
v4,1,0.071237,3.254285,[251  21] ; [106   3],[254.86614173  17.13385827] ; [102.13385827   6.86614173],0
p4,1,0.072828,3.218093,[ 92 177] ; [48 61],[ 99.62962963 169.37037037] ; [40.37037037 68.62962963],0
n3,1,0.079431,3.076507,[52 30] ; [25  6],[55.87610619 26.12389381] ; [21.12389381  9.87610619],0
a2,1,0.09159,2.84621,[ 48 224] ; [28 83],[ 53.97389034 218.02610966] ; [22.02610966 88.97389034],0
d2,1,0.092958,2.822393,[116 155] ; [57 52],[123.37631579 147.62368421] ; [49.62368421 59.37631579],0
