Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.002356,9.249383,[18 15] ; [85 20],[24.63043478  8.36956522] ; [78.36956522 26.63043478],0
b1,1,0.005875,7.588244,[20 15] ; [33 73],[13.15602837 21.84397163] ; [39.84397163 66.15602837],0
p8,1,0.025964,4.958386,[11 23] ; [56 47],[16.62773723 17.37226277] ; [50.37226277 52.62773723],0
r1,1,0.029074,4.763199,[17 17] ; [74 31],[22.25899281 11.74100719] ; [68.74100719 36.25899281],0
p9,1,0.036272,4.384276,[22 12] ; [86 19],[26.41726619  7.58273381] ; [81.58273381 23.41726619],0
n4,1,0.046483,3.96402,[20 14] ; [81 25],[24.52857143  9.47142857] ; [76.47142857 29.52857143],0
s2,1,0.051927,3.778127,[17 18] ; [32 73],[12.25 22.75] ; [36.75 68.25],0
v4,1,0.060508,3.5234,[30  5] ; [99  5],[32.48201439  2.51798561] ; [96.51798561  7.48201439],0
a4,1,0.062992,3.45679,[ 4 31] ; [28 77],[ 8. 27.] ; [24. 81.],0
p3,1,0.094344,2.798644,[11 24] ; [50 55],[15.25 19.75] ; [45.75 59.25],0
d2,1,0.1417,2.159397,[ 5 30] ; [28 78],[ 8.19148936 26.80851064] ; [24.80851064 81.19148936],0
p1,1,0.149351,2.078864,[ 2 33] ; [16 90],[ 4.46808511 30.53191489] ; [13.53191489 92.46808511],0
a8,1,0.153317,2.038938,[ 6 26] ; [ 9 87],[ 3.75 28.25] ; [11.25 84.75],0
n5,1,0.177883,1.81522,[22 12] ; [81 25],[25.01428571  8.98571429] ; [77.98571429 28.01428571],0
n2,1,0.179072,1.805307,[9 5] ; [24  5],[10.74418605  3.25581395] ; [22.25581395  6.74418605],0
b2,1,0.182455,1.777515,[ 2 15] ; [18 48],[ 4.09638554 12.90361446] ; [15.90361446 50.09638554],0
b3,1,0.182455,1.777515,[ 2 15] ; [18 48],[ 4.09638554 12.90361446] ; [15.90361446 50.09638554],0
n1,1,0.198349,1.654486,[ 3 11] ; [12 17],[4.88372093 9.11627907] ; [10.11627907 18.88372093],0
s4,1,0.209562,1.574449,[ 9 26] ; [17 88],[ 6.5 28.5] ; [19.5 85.5],0
n3,1,0.24324,1.361717,[10  4] ; [25  4],[11.39534884  2.60465116] ; [23.60465116  5.39534884],0
u2,1,0.255086,1.29523,[ 7 13] ; [25 25],[ 9.14285714 10.85714286] ; [22.85714286 27.14285714],0
d3,1,0.273712,1.198051,[13 20] ; [31 75],[10.44604317 22.55395683] ; [33.55395683 72.44604317],0
v2,1,0.296319,1.090687,[12 22] ; [46 55],[14.60740741 19.39259259] ; [43.39259259 57.60740741],0
p4,1,0.300883,1.070276,[22 13] ; [56 50],[19.36170213 15.63829787] ; [58.63829787 47.36170213],0
a3,1,0.306229,1.046869,[15 20] ; [56 50],[17.62411348 17.37588652] ; [53.37588652 52.62411348],0
n6,1,0.316528,1.003239,[26  9] ; [87 19],[28.04964539  6.95035461] ; [84.95035461 21.04964539],0
r4,1,0.316528,1.003239,[26  9] ; [87 19],[28.04964539  6.95035461] ; [84.95035461 21.04964539],0
v1,1,0.381489,0.765898,[13 22] ; [47 56],[15.2173913 19.7826087] ; [44.7826087 58.2173913],0
s7,1,0.391983,0.732782,[16 17] ; [40 60],[13.89473684 19.10526316] ; [42.10526316 57.89473684],0
s1,1,0.401757,0.703063,[ 1 33] ; [  1 103],[ 0.49275362 33.50724638] ; [  1.50724638 102.49275362],0
b4,1,0.408051,0.684472,[16 19] ; [57 49],[18.12056738 16.87943262] ; [54.87943262 51.12056738],0
p5,1,0.431984,0.617485,[ 2 32] ; [11 95],[ 3.15714286 30.84285714] ; [ 9.84285714 96.15714286],0
d1,1,0.507975,0.438237,[ 1 34] ; [  6 100],[ 1.73758865 33.26241135] ; [  5.26241135 100.73758865],0
s3,1,0.525125,0.403816,[19 16] ; [50 54],[17.37410072 17.62589928] ; [51.62589928 52.37410072],0
a5,1,0.527541,0.399126,[17 18] ; [58 48],[18.61702128 16.38297872] ; [56.38297872 49.61702128],0
r3,1,0.539566,0.376344,[30  5] ; [94 11],[31.  4.] ; [93. 12.],0
r2,1,0.539566,0.376344,[30  5] ; [94 11],[31.  4.] ; [93. 12.],0
u3,1,0.589154,0.291667,[ 7 13] ; [21 29],[ 8. 12.] ; [20. 30.],0
a6,1,0.59242,0.28658,[19 16] ; [63 43],[20.35460993 14.64539007] ; [61.64539007 44.35460993],0
s6,1,0.599408,0.27589,[17 16] ; [59 45],[18.30656934 14.69343066] ; [57.69343066 46.30656934],0
b5,1,0.648091,0.208315,[22 13] ; [62 44],[20.85106383 14.14893617] ; [63.14893617 42.85106383],0
p7,1,0.675245,0.175528,[21 13] ; [69 36],[22.01438849 11.98561151] ; [67.98561151 37.01438849],0
s8,1,0.758915,0.094192,[13 22] ; [36 69],[12.25 22.75] ; [36.75 68.25],0
v3,1,0.812676,0.056157,[ 9 25] ; [30 75],[ 9.53956835 24.46043165] ; [29.46043165 75.53956835],0
s5,1,0.843428,0.03901,[ 7 26] ; [24 81],[ 7.41304348 25.58695652] ; [23.58695652 81.41304348],0
a2,1,0.878453,0.023388,[ 3 32] ; [10 96],[ 3.22695035 31.77304965] ; [ 9.77304965 96.22695035],0
d5,1,0.923726,0.009166,[17 17] ; [54 52],[17.24285714 16.75714286] ; [53.75714286 52.24285714],0
a7,1,0.958333,0.00273,[21 13] ; [66 40],[21.12857143 12.87142857] ; [65.87142857 40.12857143],0
p6,1,0.997579,9e-06,[11 23] ; [34 71],[11.00719424 22.99280576] ; [33.99280576 71.00719424],0
