Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,2e-06,22.607086,[37 12] ; [ 61 104],[22.43925234 26.56074766] ; [75.56074766 89.43925234],1
p1,1,8e-06,19.955848,[16 36] ; [ 12 156],[ 6.61818182 45.38181818] ; [ 21.38181818 146.61818182],1
p12,1,7.9e-05,15.584166,[18 34] ; [ 19 150],[ 8.70588235 43.29411765] ; [ 28.29411765 140.70588235],1
p8,1,0.000402,12.520909,[47  5] ; [109  59],[36.87272727 15.12727273] ; [119.12727273  48.87272727],1
a1,1,0.001357,10.263491,[ 9 43] ; [  7 162],[ 3.76470588 48.23529412] ; [ 12.23529412 156.76470588],0
b5,1,0.001507,10.070039,[19 33] ; [104  65],[28.94117647 23.05882353] ; [94.05882353 74.94117647],0
p6,1,0.003027,8.791362,[35 16] ; [75 92],[25.73394495 25.26605505] ; [84.26605505 82.73394495],0
p7,1,0.013917,6.048586,[46  5] ; [124  44],[39.5890411 11.4109589] ; [130.4109589  37.5890411],0
a2,1,0.019597,5.447398,[ 9 43] ; [ 58 111],[15.76470588 36.23529412] ; [ 51.23529412 117.76470588],0
p3,1,0.029152,4.758592,[44  8] ; [117  52],[37.88235294 14.11764706] ; [123.11764706  45.88235294],0
a6,1,0.031452,4.628126,[30 22] ; [124  45],[36.23529412 15.76470588] ; [117.76470588  51.23529412],0
n3,1,0.043924,4.059471,[4 5] ; [23  6],[6.39473684 2.60526316] ; [20.60526316  8.39473684],0
s7,1,0.060718,3.517665,[36 12] ; [95 63],[30.52427184 17.47572816] ; [100.47572816  57.52427184],0
s8,1,0.068548,3.317442,[35 16] ; [90 76],[29.37788018 21.62211982] ; [95.62211982 70.37788018],0
s1,1,0.078538,3.094906,[ 2 50] ; [  1 166],[ 0.71232877 51.28767123] ; [  2.28767123 164.71232877],0
n5,1,0.084922,2.968089,[49  3] ; [143  25],[45.38181818  6.61818182] ; [146.61818182  21.38181818],0
d3,1,0.113022,2.511449,[35 17] ; [132  37],[39.29411765 12.70588235] ; [127.70588235  41.29411765],0
p11,1,0.11547,2.47771,[47  5] ; [137  32],[43.29411765  8.70588235] ; [140.70588235  28.29411765],0
p10,1,0.122049,2.390822,[49  3] ; [145  23],[45.85454545  6.14545455] ; [148.14545455  19.85454545],0
p9,1,0.142585,2.149832,[49  3] ; [145  22],[46.06392694  5.93607306] ; [147.93607306  19.06392694],0
s6,1,0.148572,2.086855,[41  9] ; [117  46],[37.08920188 12.91079812] ; [120.91079812  42.08920188],0
n6,1,0.156518,2.007549,[50  2] ; [150  17],[47.48858447  4.51141553] ; [152.51141553  14.48858447],0
r2,1,0.198515,1.653262,[47  5] ; [159   8],[48.91324201  3.08675799] ; [157.08675799   9.91324201],0
u4,1,0.220543,1.500834,[ 3 49] ; [  4 165],[ 1.64705882 50.35294118] ; [  5.35294118 163.64705882],0
v1,1,0.230107,1.440201,[42 10] ; [121  46],[38.70319635 13.29680365] ; [124.29680365  42.70319635],0
b3,1,0.247975,1.334678,[20 20] ; [43 66],[16.91275168 23.08724832] ; [46.08724832 62.91275168],0
b2,1,0.247975,1.334678,[20 20] ; [43 66],[16.91275168 23.08724832] ; [46.08724832 62.91275168],0
n4,1,0.254541,1.298205,[48  4] ; [146  23],[45.64705882  6.35294118] ; [148.35294118  20.64705882],0
b1,1,0.328133,0.95625,[23 29] ; [ 62 107],[20. 32.] ; [ 65. 104.],0
p2,1,0.38693,0.748567,[46  6] ; [156  13],[47.52941176  4.47058824] ; [154.47058824  14.52941176],0
u3,1,0.400319,0.707368,[7 3] ; [21 17],[5.83333333 4.16666667] ; [22.16666667 15.83333333],0
n2,1,0.402355,0.701277,[8 1] ; [22  7],[7.10526316 1.89473684] ; [22.89473684  6.10526316],0
u2,1,0.435356,0.608492,[7 3] ; [22 17],[5.91836735 4.08163265] ; [23.08163265 15.91836735],0
d2,1,0.459982,0.54594,[27 25] ; [97 71],[29.30909091 22.69090909] ; [94.69090909 73.30909091],0
b4,1,0.505601,0.443161,[29 23] ; [103  66],[31.05882353 20.94117647] ; [100.94117647  68.05882353],0
d5,1,0.510564,0.43291,[44  8] ; [148  20],[45.38181818  6.61818182] ; [146.61818182  21.38181818],0
a8,1,0.51305,0.427842,[ 5 42] ; [ 21 125],[ 6.33160622 40.66839378] ; [ 19.66839378 126.33160622],0
a7,1,0.517077,0.419719,[36 16] ; [124  44],[37.81818182 14.18181818] ; [122.18181818  45.81818182],0
v4,1,0.566832,0.328011,[50  1] ; [162   6],[49.36986301  1.63013699] ; [162.63013699   5.36986301],0
a5,1,0.578239,0.309091,[40 12] ; [136  33],[41.41176471 10.58823529] ; [134.58823529  34.41176471],0
u1,1,0.584937,0.298321,[11 41] ; [ 42 127],[12.47058824 39.52941176] ; [ 40.52941176 128.47058824],0
a3,1,0.60518,0.267254,[42 10] ; [130  38],[40.65454545 11.34545455] ; [131.34545455  36.65454545],0
s3,1,0.61081,0.258998,[33 18] ; [99 64],[31.45794393 19.54205607] ; [100.54205607  62.45794393],0
r4,1,0.621532,0.24372,[49  3] ; [162   7],[49.64705882  2.35294118] ; [161.35294118   7.64705882],0
v2,1,0.720761,0.127765,[41 11] ; [133  31],[41.88888889 10.11111111] ; [132.11111111  31.88888889],0
d4,1,0.722184,0.12641,[45  7] ; [142  26],[44.2  7.8] ; [142.8  25.2],0
r3,1,0.731285,0.117935,[49  2] ; [164   5],[49.37727273  1.62272727] ; [163.62272727   5.37727273],0
s2,1,0.799798,0.064317,[31 20] ; [97 68],[30.22222222 20.77777778] ; [97.77777778 67.22222222],0
a4,1,0.821872,0.050687,[26 26] ; [81 87],[25.29090909 26.70909091] ; [81.70909091 86.29090909],0
r1,1,0.853495,0.034099,[46  6] ; [147  21],[45.61818182  6.38181818] ; [147.38181818  20.61818182],0
n1,1,0.870754,0.026472,[4 5] ; [12 17],[3.78947368 5.21052632] ; [12.21052632 16.78947368],0
s4,1,0.924935,0.008877,[ 6 44] ; [ 21 147],[ 6.19266055 43.80733945] ; [ 20.80733945 147.19266055],0
d1,1,0.935823,0.006484,[36 16] ; [116  53],[35.76470588 16.23529412] ; [116.23529412  52.76470588],0
