Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,70.641297,[374  95] ; [66 84],[333.37641357 135.62358643] ; [106.62358643  43.37641357],1
d3,1,0.0,52.072045,[381  89] ; [77 73],[347.19354839 122.80645161] ; [110.80645161  39.19354839],1
a2,1,0.0,28.836929,[152 318] ; [ 15 135],[126.59677419 343.40322581] ; [ 40.40322581 109.59677419],1
b5,1,3e-06,21.96585,[305 165] ; [65 85],[280.48387097 189.51612903] ; [89.51612903 60.48387097],1
u1,1,3e-06,21.798846,[118 352] ; [ 11 139],[ 97.79032258 372.20967742] ; [ 31.20967742 118.79032258],1
u3,1,0.00185,9.692902,[80 38] ; [14 22],[72.02597403 45.97402597] ; [21.97402597 14.02597403],0
r2,1,0.005808,7.609059,[457  10] ; [138  10],[451.81300813  15.18699187] ; [143.18699187   4.81300813],0
d1,1,0.010979,6.468776,[308 162] ; [81 69],[294.88709677 175.11290323] ; [94.11290323 55.88709677],0
r4,1,0.011576,6.374657,[457  13] ; [139  11],[451.80645161  18.19354839] ; [144.19354839   5.80645161],0
s5,1,0.013016,6.166949,[151 304] ; [65 81],[163.52745424 291.47254576] ; [52.47254576 93.52745424],0
p4,1,0.013359,6.120876,[317 151] ; [85 65],[304.42718447 163.57281553] ; [97.57281553 52.42718447],0
b3,1,0.013919,6.048425,[ 96 180] ; [47 49],[106.09677419 169.90322581] ; [36.90322581 59.09677419],0
b2,1,0.013919,6.048425,[ 96 180] ; [47 49],[106.09677419 169.90322581] ; [36.90322581 59.09677419],0
r3,1,0.015431,5.8666,[458   8] ; [142   8],[453.8961039  12.1038961] ; [146.1038961   3.8961039],0
v2,1,0.017231,5.67273,[280 168] ; [75 71],[267.74410774 180.25589226] ; [87.25589226 58.74410774],0
b1,1,0.01869,5.530289,[160 310] ; [67 83],[172.08064516 297.91935484] ; [54.91935484 95.08064516],0
v4,1,0.040084,4.214324,[457  10] ; [140   8],[453.33170732  13.66829268] ; [143.66829268   4.33170732],0
d5,1,0.056322,3.642505,[403  67] ; [118  31],[395.58966074  74.41033926] ; [125.41033926  23.58966074],0
a1,1,0.088264,2.905759,[ 14 456] ; [  9 141],[ 17.43548387 452.56451613] ; [  5.56451613 144.43548387],0
n5,1,0.088509,2.901283,[350 116] ; [122  27],[357.64552846 108.35447154] ; [114.35447154  34.64552846],0
n4,1,0.105361,2.622452,[368 101] ; [126  23],[374.89644013  94.10355987] ; [119.10355987  29.89644013],0
s7,1,0.108312,2.57868,[225 222] ; [83 60],[233.34915254 213.65084746] ; [74.65084746 68.34915254],0
n3,1,0.111411,2.534096,[67 20] ; [22 13],[63.46721311 23.53278689] ; [25.53278689  9.46721311],0
d4,1,0.263105,1.252344,[405  65] ; [122  26],[400.79288026  69.20711974] ; [126.20711974  21.79288026],0
s2,1,0.28547,1.140863,[247 216] ; [72 77],[241.33496732 221.66503268] ; [77.66503268 71.33496732],0
p9,1,0.298625,1.080323,[405  56] ; [126  23],[401.29672131  59.70327869] ; [129.70327869  19.29672131],0
s4,1,0.318974,0.993147,[ 68 394] ; [ 27 122],[ 71.83306056 390.16693944] ; [ 23.16693944 125.83306056],0
p1,1,0.354392,0.857667,[ 46 421] ; [ 11 139],[ 43.14262561 423.85737439] ; [ 13.85737439 136.14262561],0
s8,1,0.370789,0.801018,[213 252] ; [75 75],[217.75609756 247.24390244] ; [70.24390244 79.75609756],0
p7,1,0.374216,0.789617,[317 139] ; [110  40],[321.30693069 134.69306931] ; [105.69306931  44.30693069],0
a8,1,0.387596,0.74647,[ 65 347] ; [ 18 123],[ 61.83725136 350.16274864] ; [ 21.16274864 119.83725136],0
a5,1,0.44807,0.57553,[371  99] ; [114  36],[367.66129032 102.33870968] ; [117.33870968  32.66129032],0
p3,1,0.452177,0.565189,[243 226] ; [83 67],[247.00161551 221.99838449] ; [78.99838449 71.00161551],0
u4,1,0.455326,0.55736,[  8 462] ; [  4 146],[  9.09677419 460.90322581] ; [  2.90322581 147.09677419],0
p5,1,0.465695,0.532173,[ 55 413] ; [ 21 129],[ 57.55339806 410.44660194] ; [ 18.44660194 131.55339806],0
a4,1,0.551587,0.354481,[224 245] ; [67 82],[220.83980583 248.16019417] ; [70.16019417 78.83980583],0
b4,1,0.559427,0.340697,[279 191] ; [85 65],[275.93548387 194.06451613] ; [88.06451613 61.93548387],0
s6,1,0.560618,0.338636,[325 137] ; [99 47],[322.18421053 139.81578947] ; [101.81578947  44.18421053],0
p11,1,0.569966,0.32274,[382  88] ; [125  25],[384.33870968  85.66129032] ; [122.66129032  27.33870968],0
s1,1,0.627503,0.235462,[ 12 449] ; [  5 144],[ 12.84754098 448.15245902] ; [  4.15245902 144.84754098],0
s3,1,0.639057,0.219978,[266 194] ; [90 60],[268.45901639 191.54098361] ; [87.54098361 62.45901639],0
p12,1,0.663202,0.189658,[ 40 427] ; [ 11 137],[ 38.72682927 428.27317073] ; [ 12.27317073 135.72682927],0
n6,1,0.671418,0.179948,[401  66] ; [125  23],[399.41788618  67.58211382] ; [126.58211382  21.41788618],0
v3,1,0.746565,0.10444,[183 267] ; [62 85],[184.67336683 265.32663317] ; [60.32663317 86.67336683],0
a3,1,0.764901,0.089432,[350 118] ; [114  36],[351.37864078 116.62135922] ; [112.62135922  37.37864078],0
u2,1,0.785498,0.074072,[68 49] ; [20 16],[67.29411765 49.70588235] ; [20.70588235 15.29411765],0
v1,1,0.796973,0.066186,[263 196] ; [86 61],[264.34158416 194.65841584] ; [84.65841584 62.34158416],0
p8,1,0.799559,0.064474,[274 186] ; [87 62],[272.67651888 187.32348112] ; [88.32348112 60.67651888],0
d2,1,0.802527,0.062539,[240 229] ; [75 75],[238.66720517 230.33279483] ; [76.33279483 73.66720517],0
p10,1,0.855562,0.033134,[393  72] ; [126  22],[393.6949429  71.3050571] ; [125.3050571  22.6949429],0
n2,1,0.907283,0.013564,[63 23] ; [26  9],[63.25619835 22.74380165] ; [25.74380165  9.25619835],0
p6,1,0.941308,0.005421,[183 280] ; [59 89],[183.38134206 279.61865794] ; [58.61865794 89.38134206],0
n1,1,0.950043,0.003925,[30 56] ; [12 23],[29.85123967 56.14876033] ; [12.14876033 22.85123967],0
