Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,34.23229,[19 80] ; [20  5],[31.13709677 67.86290323] ; [ 7.86290323 17.13709677],1
s2,1,3e-06,21.824599,[25 82] ; [18  7],[34.85606061 72.14393939] ; [ 8.14393939 16.85606061],1
p4,1,1.7e-05,18.47456,[26 79] ; [18  8],[35.26717557 69.73282443] ; [ 8.73282443 17.26717557],1
s6,1,0.000386,12.59866,[32 75] ; [17  8],[39.71969697 67.28030303] ; [ 9.28030303 15.71969697],1
p11,1,0.000398,12.540279,[45 62] ; [21  5],[53.09774436 53.90225564] ; [12.90225564 13.09774436],1
p2,1,0.000507,12.091561,[54 52] ; [23  3],[61.83333333 44.16666667] ; [15.16666667 10.83333333],1
p6,1,0.000844,11.142857,[14 90] ; [11 15],[20. 84.] ; [ 5. 21.],1
p10,1,0.000973,10.877517,[45 59] ; [20  5],[52.40310078 51.59689922] ; [12.59689922 12.40310078],1
p9,1,0.00103,10.772398,[49 54] ; [21  4],[56.328125 46.671875] ; [13.671875 11.328125],0
s3,1,0.003651,8.449536,[32 72] ; [15  9],[38.1875 65.8125] ; [ 8.8125 15.1875],0
r3,1,0.008855,6.851847,[54 49] ; [21  5],[59.88372093 43.11627907] ; [15.11627907 10.88372093],0
p8,1,0.012358,6.258718,[23 82] ; [12 14],[28.05343511 76.94656489] ; [ 6.94656489 19.05343511],0
u3,1,0.013597,6.089744,[12 36] ; [6 3],[15.15789474 32.84210526] ; [2.84210526 6.15789474],0
n5,1,0.026086,4.950313,[58 46] ; [20  5],[62.88372093 41.11627907] ; [15.11627907  9.88372093],0
p7,1,0.030403,4.686357,[34 70] ; [14 11],[38.69767442 65.30232558] ; [ 9.30232558 15.69767442],0
n2,1,0.078354,3.098725,[27 24] ; [9 2],[29.61290323 21.38709677] ; [6.38709677 4.61290323],0
p3,1,0.081667,3.031416,[23 82] ; [10 16],[26.45038168 78.54961832] ; [ 6.54961832 19.45038168],0
v3,1,0.082232,3.020223,[20 86] ; [ 9 17],[23.28787879 82.71212121] ; [ 5.71212121 20.28787879],0
n6,1,0.083372,2.997908,[55 49] ; [18  7],[58.85271318 45.14728682] ; [14.14728682 10.85271318],0
v2,1,0.083484,2.995726,[36 66] ; [14 12],[39.84375 62.15625] ; [10.15625 15.84375],0
v4,1,0.137539,2.205274,[61 43] ; [18  6],[64.1875 39.8125] ; [14.8125  9.1875],0
v1,1,0.149905,2.073214,[32 73] ; [11 13],[35. 70.] ; [ 8. 16.],0
d4,1,0.186126,1.748021,[67 39] ; [20  6],[69.86363636 36.13636364] ; [17.13636364  8.86363636],0
s5,1,0.192211,1.700586,[15 91] ; [ 6 18],[17.12307692 88.87692308] ; [ 3.87692308 20.12307692],0
a5,1,0.236427,1.401772,[52 55] ; [16 10],[54.70676692 52.29323308] ; [13.29323308 12.70676692],0
a1,1,0.256438,1.287887,[12 95] ; [ 1 25],[10.45864662 96.54135338] ; [ 2.54135338 23.45864662],0
d1,1,0.272466,1.204289,[37 70] ; [12 14],[39.42105263 67.57894737] ; [ 9.57894737 16.42105263],0
n1,1,0.301919,1.065699,[15 36] ; [5 6],[16.4516129 34.5483871] ; [3.5483871 7.4516129],0
b2,1,0.322126,0.980296,[21 38] ; [ 5 16],[19.175 39.825] ; [ 6.825 14.175],0
b3,1,0.322126,0.980296,[21 38] ; [ 5 16],[19.175 39.825] ; [ 6.825 14.175],0
a3,1,0.349125,0.876635,[58 47] ; [17  9],[60.11450382 44.88549618] ; [14.88549618 11.11450382],0
p1,1,0.361141,0.833921,[10 97] ; [ 1 25],[ 8.84962406 98.15037594] ; [ 2.15037594 23.84962406],0
u2,1,0.400752,0.706068,[19 28] ; [5 4],[20.14285714 26.85714286] ; [3.85714286 5.14285714],0
n4,1,0.466382,0.530535,[61 45] ; [17  9],[62.63636364 43.36363636] ; [15.36363636 10.63636364],0
a4,1,0.47485,0.510668,[33 73] ; [10 16],[34.53030303 71.46969697] ; [ 8.46969697 17.53030303],0
a6,1,0.50839,0.437379,[53 54] ; [11 15],[51.4887218 55.5112782] ; [12.5112782 13.4887218],0
b1,1,0.571617,0.319985,[56 51] ; [12 14],[54.70676692 52.29323308] ; [13.29323308 12.70676692],0
s1,1,0.597439,0.278875,[ 7 99] ; [ 1 25],[ 6.42424242 99.57575758] ; [ 1.57575758 24.42424242],0
d5,1,0.601533,0.27269,[64 43] ; [17  9],[65.16541353 41.83458647] ; [15.83458647 10.16541353],0
r2,1,0.610926,0.258829,[58 42] ; [12 11],[56.91056911 43.08943089] ; [13.08943089  9.91056911],0
s4,1,0.613038,0.255774,[20 87] ; [ 6 20],[20.91729323 86.08270677] ; [ 5.08270677 20.91729323],0
b4,1,0.637074,0.222589,[59 48] ; [13 13],[57.92481203 49.07518797] ; [14.07518797 11.92481203],0
d3,1,0.661603,0.191582,[54 52] ; [12 14],[53. 53.] ; [13. 13.],0
b5,1,0.684883,0.164681,[57 50] ; [15 11],[57.92481203 49.07518797] ; [14.07518797 11.92481203],0
a8,1,0.714782,0.133547,[ 6 94] ; [ 2 23],[ 6.4 93.6] ; [ 1.6 23.4],0
r1,1,0.73282,0.116538,[29 77] ; [ 6 19],[28.32061069 77.67938931] ; [ 6.67938931 18.32061069],0
a2,1,0.735599,0.114033,[10 97] ; [ 3 23],[10.45864662 96.54135338] ; [ 2.54135338 23.45864662],0
a7,1,0.758264,0.094717,[52 53] ; [12 14],[51.29770992 53.70229008] ; [12.70229008 13.29770992],0
n3,1,0.784844,0.074536,[25 25] ; [6 5],[25.40983607 24.59016393] ; [5.59016393 5.40983607],0
u1,1,0.834103,0.043866,[  7 100] ; [ 2 24],[ 7.2406015 99.7593985] ; [ 1.7593985 24.2406015],0
d2,1,0.900991,0.015478,[39 66] ; [10 16],[39.27480916 65.72519084] ; [ 9.72519084 16.27480916],0
