Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,9e-06,19.687666,[13  1] ; [12 34],[5.83333333 8.16666667] ; [19.16666667 26.83333333],1
p7,1,0.006117,7.515528,[10  4] ; [14 32],[5.6 8.4] ; [18.4 27.6],0
p5,1,0.026862,4.899686,[ 4 10] ; [ 3 42],[ 1.66101695 12.33898305] ; [ 5.33898305 39.66101695],0
n6,1,0.041553,4.153309,[12  2] ; [25 20],[8.77966102 5.22033898] ; [28.22033898 16.77966102],0
b4,1,0.049929,3.843833,[5 9] ; [30 16],[8.16666667 5.83333333] ; [26.83333333 19.16666667],0
n4,1,0.058896,3.568197,[11  3] ; [23 23],[7.93333333 6.06666667] ; [26.06666667 19.93333333],0
d5,1,0.091047,2.855761,[10  4] ; [21 25],[7.23333333 6.76666667] ; [23.76666667 22.23333333],0
v3,1,0.093194,2.818323,[5 9] ; [ 7 39],[ 2.8 11.2] ; [ 9.2 36.8],0
s3,1,0.095448,2.780006,[6 8] ; [ 9 35],[ 3.62068966 10.37931034] ; [11.37931034 32.62068966],0
n1,1,0.152053,2.05153,[2 1] ; [ 6 17],[0.92307692 2.07692308] ; [ 7.07692308 15.92307692],0
u2,1,0.1593,1.98086,[2 5] ; [13  9],[3.62068966 3.37931034] ; [11.37931034 10.62068966],0
a6,1,0.179777,1.799468,[8 6] ; [17 29],[5.83333333 8.16666667] ; [19.16666667 26.83333333],0
p8,1,0.18401,1.764937,[6 8] ; [11 34],[4.03389831 9.96610169] ; [12.96610169 32.03389831],0
u3,1,0.299328,1.077188,[3 4] ; [ 5 17],[1.93103448 5.06896552] ; [ 6.06896552 15.93103448],0
s5,1,0.308848,1.035595,[ 3 11] ; [ 5 41],[ 1.86666667 12.13333333] ; [ 6.13333333 39.86666667],0
n5,1,0.318818,0.993789,[10  4] ; [26 20],[8.4 5.6] ; [27.6 18.4],0
a7,1,0.348174,0.880102,[5 9] ; [23 23],[6.53333333 7.46666667] ; [21.46666667 24.53333333],0
p1,1,0.357408,0.846979,[ 2 12] ; [ 3 43],[ 1.16666667 12.83333333] ; [ 3.83333333 42.16666667],0
s6,1,0.383057,0.76087,[7 7] ; [17 29],[5.6 8.4] ; [18.4 27.6],0
s7,1,0.394944,0.723667,[4 8] ; [ 9 33],[2.88888889 9.11111111] ; [10.11111111 31.88888889],0
d2,1,0.424122,0.638864,[ 3 11] ; [15 31],[4.2 9.8] ; [13.8 32.2],0
s4,1,0.44169,0.591889,[ 3 11] ; [ 6 40],[ 2.1 11.9] ; [ 6.9 39.1],0
r4,1,0.473862,0.512956,[ 4 10] ; [ 9 37],[ 3.03333333 10.96666667] ; [ 9.96666667 36.03333333],0
s2,1,0.499187,0.456665,[ 4 10] ; [ 9 36],[ 3.08474576 10.91525424] ; [ 9.91525424 35.08474576],0
v4,1,0.51116,0.431691,[9 5] ; [25 21],[7.93333333 6.06666667] ; [26.06666667 19.93333333],0
a5,1,0.541552,0.372671,[8 6] ; [22 24],[7. 7.] ; [23. 23.],0
b5,1,0.541552,0.372671,[6 8] ; [24 22],[7. 7.] ; [23. 23.],0
v2,1,0.575102,0.314221,[ 3 10] ; [14 31],[3.81034483 9.18965517] ; [13.18965517 31.81034483],0
b2,1,0.597237,0.279184,[2 8] ; [ 8 20],[2.63157895 7.36842105] ; [ 7.36842105 20.63157895],0
b3,1,0.597237,0.279184,[2 8] ; [ 8 20],[2.63157895 7.36842105] ; [ 7.36842105 20.63157895],0
p2,1,0.605897,0.266193,[9 5] ; [26 20],[8.16666667 5.83333333] ; [26.83333333 19.16666667],0
r3,1,0.629716,0.232446,[10  4] ; [29 16],[9.25423729 4.74576271] ; [29.74576271 15.25423729],0
a8,1,0.638798,0.220318,[ 2 12] ; [ 4 37],[ 1.52727273 12.47272727] ; [ 4.47272727 36.52727273],0
d3,1,0.63958,0.219291,[6 8] ; [23 23],[6.76666667 7.23333333] ; [22.23333333 23.76666667],0
r1,1,0.665984,0.186335,[ 4 10] ; [16 30],[4.66666667 9.33333333] ; [15.33333333 30.66666667],0
p10,1,0.750343,0.101243,[8 6] ; [23 21],[7.48275862 6.51724138] ; [23.51724138 20.48275862],0
p9,1,0.798686,0.065049,[9 5] ; [26 17],[8.59649123 5.40350877] ; [26.40350877 16.59649123],0
a3,1,0.827328,0.047581,[7 7] ; [24 21],[7.3559322 6.6440678] ; [23.6440678 21.3559322],0
d4,1,0.829118,0.046584,[9 5] ; [31 15],[9.33333333 4.66666667] ; [30.66666667 15.33333333],0
d1,1,0.853964,0.033879,[ 4 10] ; [12 34],[ 3.73333333 10.26666667] ; [12.26666667 33.73333333],0
a4,1,0.853964,0.033879,[ 4 10] ; [12 34],[ 3.73333333 10.26666667] ; [12.26666667 33.73333333],0
s1,1,0.853964,0.033879,[ 1 13] ; [ 4 42],[ 1.16666667 12.83333333] ; [ 3.83333333 42.16666667],0
b1,1,0.917814,0.010648,[8 6] ; [27 19],[8.16666667 5.83333333] ; [26.83333333 19.16666667],0
p11,1,0.917814,0.010648,[8 6] ; [27 19],[8.16666667 5.83333333] ; [26.83333333 19.16666667],0
s8,1,0.980297,0.00061,[ 3 11] ; [10 36],[ 3.03333333 10.96666667] ; [ 9.96666667 36.03333333],0
v1,1,0.981986,0.00051,[ 4 10] ; [13 33],[ 3.96666667 10.03333333] ; [13.03333333 32.96666667],0
