Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.000239,13.49483,[ 88 152] ; [34 19],[ 99.93174061 140.06825939] ; [22.06825939 30.93174061],1
n4,1,0.006564,7.388607,[174  71] ; [48  6],[181.90635452  63.09364548] ; [40.09364548 13.90635452],0
s7,1,0.007456,7.159638,[104 132] ; [33 18],[112.65505226 123.34494774] ; [24.34494774 26.65505226],0
p5,1,0.009991,6.636473,[ 24 219] ; [12 41],[ 29.55405405 213.44594595] ; [ 6.44594595 46.55405405],0
u1,1,0.020414,5.376129,[ 26 219] ; [12 42],[ 31.13712375 213.86287625] ; [ 6.86287625 47.13712375],0
b1,1,0.038159,4.297913,[ 94 151] ; [29 25],[100.78595318 144.21404682] ; [22.21404682 31.78595318],0
p3,1,0.046382,3.967673,[106 138] ; [31 22],[112.55218855 131.44781145] ; [24.44781145 28.55218855],0
p1,1,0.055967,3.653042,[ 20 225] ; [ 9 45],[ 23.76254181 221.23745819] ; [ 5.23745819 48.76254181],0
a8,1,0.072099,3.234579,[ 31 201] ; [ 2 46],[ 27.34285714 204.65714286] ; [ 5.65714286 42.34285714],0
p6,1,0.074562,3.179626,[ 83 160] ; [25 28],[ 88.66216216 154.33783784] ; [19.33783784 33.66216216],0
n5,1,0.099684,2.710599,[177  67] ; [45  9],[181.77181208  62.22818792] ; [40.22818792 13.77181208],0
s1,1,0.100595,2.69609,[  7 238] ; [ 4 49],[  9.04362416 235.95637584] ; [ 1.95637584 51.04362416],0
b3,1,0.150223,2.069988,[47 92] ; [16 18],[50.61849711 88.38150289] ; [12.38150289 21.61849711],0
b2,1,0.150223,2.069988,[47 92] ; [16 18],[50.61849711 88.38150289] ; [12.38150289 21.61849711],0
s6,1,0.152701,2.045064,[156  83] ; [40 13],[160.42465753  78.57534247] ; [35.57534247 17.42465753],0
s8,1,0.216514,1.527326,[100 145] ; [27 27],[104.06354515 140.93645485] ; [22.93645485 31.06354515],0
u2,1,0.239163,1.385521,[48 36] ; [11  4],[50.06060606 33.93939394] ; [8.93939394 6.06060606],0
a3,1,0.245947,1.346179,[160  85] ; [39 14],[163.60738255  81.39261745] ; [35.39261745 17.60738255],0
a7,1,0.246102,1.345298,[169  75] ; [33 21],[165.39597315  78.60402685] ; [36.60402685 17.39597315],0
s2,1,0.273865,1.197283,[120 124] ; [31 23],[123.63758389 120.36241611] ; [27.36241611 26.63758389],0
n3,1,0.280198,1.166127,[45 16] ; [7 5],[43.45205479 17.54794521] ; [8.54794521 3.45205479],0
b4,1,0.311371,1.024853,[141 104] ; [27 27],[137.65886288 107.34113712] ; [30.34113712 23.65886288],0
n6,1,0.330961,0.945133,[204  40] ; [48  6],[206.33557047  37.66442953] ; [45.66442953  8.33557047],0
d3,1,0.358891,0.84177,[155  88] ; [38 16],[157.90909091  85.09090909] ; [35.09090909 18.90909091],0
p7,1,0.36051,0.836115,[144  94] ; [35 17],[146.90344828  91.09655172] ; [32.09655172 19.90344828],0
