Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.00028,13.197681,[ 5 44] ; [8 7],[ 9.953125 39.046875] ; [ 3.046875 11.953125],1
a2,1,0.379072,0.773709,[ 1 50] ; [ 1 15],[ 1.52238806 49.47761194] ; [ 0.47761194 15.52238806],0
d1,1,0.379072,0.773709,[ 1 50] ; [ 1 15],[ 1.52238806 49.47761194] ; [ 0.47761194 15.52238806],0
p1,1,0.379493,0.772343,[ 3 48] ; [ 2 14],[ 3.80597015 47.19402985] ; [ 1.19402985 14.80597015],0
a3,1,0.3928,0.730258,[22 28] ; [9 7],[23.48484848 26.51515152] ; [7.51515152 8.48484848],0
p3,1,0.448344,0.574834,[17 34] ; [7 9],[18.26865672 32.73134328] ; [ 5.73134328 10.26865672],0
v1,1,0.467619,0.527597,[15 35] ; [6 9],[16.15384615 33.84615385] ; [ 4.84615385 10.15384615],0
b5,1,0.565432,0.330386,[31 20] ; [11  5],[31.97014925 19.02985075] ; [10.02985075  5.97014925],0
a7,1,0.592531,0.286409,[28 23] ; [10  6],[28.92537313 22.07462687] ; [9.07462687 6.92537313],0
p7,1,0.605894,0.266197,[31 20] ; [8 7],[30.13636364 20.86363636] ; [8.86363636 6.13636364],0
a6,1,0.613758,0.254739,[25 26] ; [9 7],[25.88059701 25.11940299] ; [8.11940299 7.88059701],0
a4,1,0.627748,0.235127,[ 9 42] ; [ 2 14],[ 8.37313433 42.62686567] ; [ 2.62686567 13.37313433],0
v3,1,0.63612,0.223852,[13 37] ; [ 3 12],[12.30769231 37.69230769] ; [ 3.69230769 11.30769231],0
n6,1,0.641827,0.216361,[32 19] ; [9 7],[31.20895522 19.79104478] ; [9.79104478 6.20895522],0
r1,1,0.662062,0.191028,[32 19] ; [11  5],[32.73134328 18.26865672] ; [10.26865672  5.73134328],0
p5,1,0.694384,0.15438,[ 2 49] ; [ 1 15],[ 2.28358209 48.71641791] ; [ 0.71641791 15.28358209],0
v2,1,0.723932,0.124756,[14 35] ; [ 5 10],[14.546875 34.453125] ; [ 4.453125 10.546875],0
p6,1,0.754662,0.097655,[11 38] ; [ 3 13],[10.55384615 38.44615385] ; [ 3.44615385 12.55384615],0
n4,1,0.759412,0.093791,[17 34] ; [ 6 10],[17.50746269 33.49253731] ; [ 5.49253731 10.50746269],0
n2,1,0.763573,0.090476,[12  4] ; [2 1],[11.78947368  4.21052632] ; [2.21052632 0.78947368],0
b1,1,0.793647,0.068423,[21 30] ; [ 6 10],[20.55223881 30.44776119] ; [6.44776119 9.55223881],0
a1,1,0.832442,0.044762,[ 4 47] ; [ 1 15],[ 3.80597015 47.19402985] ; [ 1.19402985 14.80597015],0
d4,1,0.837188,0.042227,[27 24] ; [8 8],[26.64179104 24.35820896] ; [8.35820896 7.64179104],0
p8,1,0.872444,0.025778,[18 33] ; [ 6 10],[18.26865672 32.73134328] ; [ 5.73134328 10.26865672],0
d2,1,0.936925,0.006262,[ 6 45] ; [ 2 14],[ 6.08955224 44.91044776] ; [ 1.91044776 14.08955224],0
r2,1,0.939654,0.005731,[41 10] ; [13  3],[41.10447761  9.89552239] ; [12.89552239  3.10447761],0
