Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.00028,13.197681,[ 5 44] ; [8 7],[ 9.953125 39.046875] ; [ 3.046875 11.953125],1
a8,1,0.025702,4.975923,[ 3 46] ; [ 4 11],[ 5.359375 43.640625] ; [ 1.640625 13.359375],0
s6,1,0.043578,4.072821,[17 33] ; [10  6],[20.45454545 29.54545455] ; [6.54545455 9.45454545],0
p10,1,0.054044,3.711348,[21 30] ; [11  5],[24.35820896 26.64179104] ; [7.64179104 8.35820896],0
s3,1,0.062394,3.472583,[21 29] ; [11  5],[24.24242424 25.75757576] ; [7.75757576 8.24242424],0
p11,1,0.062558,3.468249,[32 19] ; [14  2],[35.01492537 15.98507463] ; [10.98507463  5.01492537],0
b2,1,0.087245,2.924483,[ 6 22] ; [5 5],[ 8.10526316 19.89473684] ; [2.89473684 7.10526316],0
b3,1,0.087245,2.924483,[ 6 22] ; [5 5],[ 8.10526316 19.89473684] ; [2.89473684 7.10526316],0
u3,1,0.087669,2.916667,[10 18] ; [5 2],[12. 16.] ; [3. 4.],0
u2,1,0.087669,2.916667,[14 14] ; [6 1],[16. 12.] ; [4. 3.],0
p9,1,0.102613,2.664447,[30 21] ; [13  3],[32.73134328 18.26865672] ; [10.26865672  5.73134328],0
s2,1,0.104204,2.64,[14 36] ; [8 8],[16.66666667 33.33333333] ; [ 5.33333333 10.66666667],0
r4,1,0.106737,2.601882,[34 17] ; [14  2],[36.53731343 14.46268657] ; [11.46268657  4.53731343],0
b4,1,0.176113,1.830125,[29 22] ; [ 6 10],[26.64179104 24.35820896] ; [8.35820896 7.64179104],0
d3,1,0.178935,1.806448,[19 32] ; [9 7],[21.31343284 29.68656716] ; [6.68656716 9.31343284],0
s5,1,0.214327,1.541958,[ 7 42] ; [ 4 10],[ 8.55555556 40.44444444] ; [ 2.44444444 11.55555556],0
s4,1,0.264341,1.245878,[ 9 42] ; [ 1 15],[ 7.6119403 43.3880597] ; [ 2.3880597 13.6119403],0
p4,1,0.292267,1.109149,[18 33] ; [8 8],[19.79104478 31.20895522] ; [6.20895522 9.79104478],0
p2,1,0.328416,0.955134,[35 16] ; [13  3],[36.53731343 14.46268657] ; [11.46268657  4.53731343],0
r3,1,0.334188,0.9326,[43  8] ; [15  1],[44.14925373  6.85074627] ; [13.85074627  2.14925373],0
n1,1,0.363823,0.824653,[ 2 14] ; [1 2],[ 2.52631579 13.47368421] ; [0.47368421 2.52631579],0
a5,1,0.36451,0.822295,[19 32] ; [8 8],[20.55223881 30.44776119] ; [6.44776119 9.55223881],0
