Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,26.001817,[22  5] ; [ 3 23],[12.73584906 14.26415094] ; [12.26415094 13.73584906],1
v1,1,0.00019,13.927267,[15 12] ; [ 2 24],[ 8.66037736 18.33962264] ; [ 8.33962264 17.66037736],1
p2,1,0.000844,11.142857,[18  8] ; [ 6 20],[12. 14.] ; [12. 14.],1
s6,1,0.000987,10.851662,[16 11] ; [ 4 22],[10.18867925 16.81132075] ; [ 9.81132075 16.18867925],1
s8,1,0.005182,7.814683,[11 16] ; [ 2 24],[ 6.62264151 20.37735849] ; [ 6.37735849 19.62264151],0
r4,1,0.005182,7.814683,[11 16] ; [ 2 24],[ 6.62264151 20.37735849] ; [ 6.37735849 19.62264151],0
p11,1,0.006385,7.438326,[15 12] ; [ 5 21],[10.18867925 16.81132075] ; [ 9.81132075 16.18867925],0
p8,1,0.006625,7.371891,[14 13] ; [ 4 21],[ 9.34615385 17.65384615] ; [ 8.65384615 16.34615385],0
v4,1,0.007339,7.188025,[22  5] ; [12 14],[17.32075472  9.67924528] ; [16.67924528  9.32075472],0
s2,1,0.007848,7.067859,[12 15] ; [ 3 23],[ 7.64150943 19.35849057] ; [ 7.35849057 18.64150943],0
p4,1,0.00846,6.933333,[15 12] ; [ 5 20],[10.38461538 16.61538462] ; [ 9.61538462 15.38461538],0
p3,1,0.01238,6.255639,[11 15] ; [ 3 23],[ 7. 19.] ; [ 7. 19.],0
d5,1,0.018961,5.505086,[20  7] ; [11 15],[15.79245283 11.20754717] ; [15.20754717 10.79245283],0
p5,1,0.024432,5.063734,[ 7 19] ; [ 1 24],[ 4.07843137 21.92156863] ; [ 3.92156863 21.07843137],0
n2,1,0.025185,5.011154,[12  2] ; [8 9],[9.03225806 4.96774194] ; [10.96774194  6.03225806],0
n6,1,0.025882,4.963913,[21  6] ; [12 13],[17.13461538  9.86538462] ; [15.86538462  9.13461538],0
p6,1,0.037232,4.339753,[10 17] ; [ 3 22],[ 6.75 20.25] ; [ 6.25 18.75],0
d4,1,0.039754,4.228352,[18  9] ; [10 16],[14.26415094 12.73584906] ; [13.73584906 12.26415094],0
s7,1,0.060452,3.52493,[12 15] ; [ 5 20],[ 8.82692308 18.17307692] ; [ 8.17307692 16.82692308],0
