Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.0,50.613899,[140  32] ; [23 45],[116.81666667  55.18333333] ; [46.18333333 21.81666667],1
a3,1,0.0,31.868737,[133  38] ; [27 41],[114.47698745  56.52301255] ; [45.52301255 22.47698745],1
a5,1,1e-06,24.690835,[127  45] ; [27 41],[110.36666667  61.63333333] ; [43.63333333 24.36666667],1
d3,1,1.3e-05,19.05081,[80 92] ; [11 57],[ 65.21666667 106.78333333] ; [25.78333333 42.21666667],1
a4,1,1.4e-05,18.828388,[83 88] ; [12 55],[ 68.25630252 102.74369748] ; [26.74369748 40.25630252],1
r1,1,0.000178,14.045828,[127  45] ; [33 35],[114.66666667  57.33333333] ; [45.33333333 22.66666667],1
d2,1,0.000211,13.730769,[90 80] ; [18 50],[77.14285714 92.85714286] ; [30.85714286 37.14285714],1
s5,1,0.000259,13.344782,[ 59 105] ; [ 8 59],[ 47.56709957 116.43290043] ; [19.43290043 47.56709957],1
p9,1,0.000311,13.001767,[138  31] ; [39 27],[127.2893617  41.7106383] ; [49.7106383 16.2893617],1
r3,1,0.000588,11.812863,[156  16] ; [50 18],[147.63333333  24.36666667] ; [58.36666667  9.63333333],1
p10,1,0.000661,11.596374,[126  43] ; [34 32],[115.06382979  53.93617021] ; [44.93617021 21.06382979],1
v1,1,0.000881,11.063187,[95 72] ; [22 45],[83.5 83.5] ; [33.5 33.5],1
v2,1,0.00208,9.477212,[91 75] ; [21 44],[80.48484848 85.51515152] ; [31.51515152 33.48484848],0
s2,1,0.003967,8.298651,[80 91] ; [18 50],[ 70.11715481 100.88284519] ; [27.88284519 40.11715481],0
s7,1,0.004584,8.036798,[80 86] ; [18 47],[70.42424242 95.57575758] ; [27.57575758 37.42424242],0
p3,1,0.017916,5.604308,[78 91] ; [20 48],[69.88185654 99.11814346] ; [28.11814346 39.88185654],0
n6,1,0.019217,5.481644,[138  31] ; [46 22],[131.20675105  37.79324895] ; [52.79324895 15.20675105],0
r4,1,0.020574,5.362517,[136  36] ; [44 24],[129.  43.] ; [51. 17.],0
p2,1,0.027153,4.881053,[127  40] ; [42 26],[120.09787234  46.90212766] ; [48.90212766 19.09787234],0
s6,1,0.027847,4.837489,[97 69] ; [29 39],[89.38461538 76.61538462] ; [36.61538462 31.38461538],0
n4,1,0.029778,4.722035,[136  35] ; [45 23],[129.50209205  41.49790795] ; [51.49790795 16.50209205],0
v3,1,0.030096,4.703809,[68 98] ; [17 49],[ 60.81896552 105.18103448] ; [24.18103448 41.81896552],0
p7,1,0.032622,4.565528,[101  65] ; [31 37],[93.64102564 72.35897436] ; [38.35897436 29.64102564],0
s8,1,0.044827,4.025126,[77 94] ; [21 47],[ 70.11715481 100.88284519] ; [27.88284519 40.11715481],0
p8,1,0.063624,3.440306,[76 91] ; [22 46],[69.64255319 97.35744681] ; [28.35744681 39.64255319],0
s3,1,0.094581,2.794617,[89 81] ; [27 40],[83.20675105 86.79324895] ; [32.79324895 34.20675105],0
b3,1,0.100807,2.692729,[59 57] ; [16 28],[54.375 61.625] ; [20.625 23.375],0
b2,1,0.100807,2.692729,[59 57] ; [16 28],[54.375 61.625] ; [20.625 23.375],0
p11,1,0.139563,2.182769,[130  42] ; [45 23],[125.41666667  46.58333333] ; [49.58333333 18.41666667],0
a8,1,0.140905,2.168045,[ 17 148] ; [11 52],[ 20.26315789 144.73684211] ; [ 7.73684211 55.26315789],0
a6,1,0.160458,1.969904,[ 64 108] ; [32 36],[ 68.8 103.2] ; [27.2 40.8],0
r2,1,0.171531,1.869515,[150  19] ; [55 12],[146.80084746  22.19915254] ; [58.19915254  8.80084746],0
u1,1,0.242525,1.365857,[  8 164] ; [ 1 67],[  6.45 165.55] ; [ 2.55 65.45],0
a2,1,0.253412,1.304396,[ 15 157] ; [ 3 65],[ 12.9 159.1] ; [ 5.1 62.9],0
p4,1,0.267338,1.230357,[87 80] ; [30 38],[83.14468085 83.85531915] ; [33.85531915 34.14468085],0
u2,1,0.326485,0.962789,[19 19] ; [16 25],[16.83544304 21.16455696] ; [18.16455696 22.83544304],0
b1,1,0.369088,0.806733,[80 92] ; [36 32],[83.13333333 88.86666667] ; [32.86666667 35.13333333],0
a1,1,0.378565,0.775357,[ 13 159] ; [ 3 65],[ 11.46666667 160.53333333] ; [ 4.53333333 63.46666667],0
u3,1,0.386157,0.75101,[16 23] ; [13 28],[14.1375 24.8625] ; [14.8625 26.1375],0
n3,1,0.39985,0.708776,[26 17] ; [19  8],[27.64285714 15.35714286] ; [17.35714286  9.64285714],0
n5,1,0.491419,0.473417,[129  40] ; [49 19],[126.92827004  42.07172996] ; [51.07172996 16.92827004],0
p6,1,0.523668,0.406663,[ 51 113] ; [18 49],[ 48.98701299 115.01298701] ; [20.01298701 46.98701299],0
s1,1,0.549782,0.357708,[  5 166] ; [ 3 64],[  5.74789916 165.25210084] ; [ 2.25210084 64.74789916],0
p5,1,0.635065,0.225255,[ 21 147] ; [ 7 61],[ 19.93220339 148.06779661] ; [ 8.06779661 59.93220339],0
n1,1,0.721852,0.126725,[17 27] ; [12 16],[17.72222222 26.27777778] ; [11.27777778 16.72222222],0
v4,1,0.767294,0.087566,[149  23] ; [59  8],[149.69037657  22.30962343] ; [58.30962343  8.69037657],0
b4,1,0.78036,0.077757,[97 75] ; [37 31],[96.03333333 75.96666667] ; [37.96666667 30.03333333],0
p1,1,0.797323,0.065953,[ 11 160] ; [ 5 63],[ 11.44769874 159.55230126] ; [ 4.55230126 63.44769874],0
b5,1,0.871015,0.026364,[88 84] ; [34 34],[87.43333333 84.56666667] ; [34.56666667 33.43333333],0
p12,1,0.8808,0.022487,[  9 158] ; [ 4 64],[  9.23829787 157.76170213] ; [ 3.76170213 64.23829787],0
n2,1,0.89208,0.018407,[31 13] ; [20  9],[30.73972603 13.26027397] ; [20.26027397  8.73972603],0
