Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,54.020993,[52 86] ; [220  76],[86.48847926 51.51152074] ; [185.51152074 110.48847926],1
a6,1,0.0,40.128718,[67 71] ; [233  63],[95.39170507 42.60829493] ; [204.60829493  91.39170507],1
a2,1,1e-06,25.103148,[ 13 125] ; [ 94 203],[ 33.94482759 104.05517241] ; [ 73.05517241 223.94482759],1
r4,1,1e-06,23.579355,[101  37] ; [270  27],[117.69655172  20.30344828] ; [253.30344828  43.69655172],1
d5,1,9e-06,19.672304,[90 48] ; [249  47],[107.79262673  30.20737327] ; [231.20737327  64.79262673],1
r3,1,2.1e-05,18.087614,[112  26] ; [279  17],[124.32718894  13.67281106] ; [266.67281106  29.32718894],1
b5,1,5.8e-05,16.183069,[63 75] ; [196 101],[82.16551724 55.83448276] ; [176.83448276 120.16551724],1
r2,1,6e-05,16.107555,[113  22] ; [281  14],[123.69767442  11.30232558] ; [270.30232558  24.69767442],1
r1,1,0.000125,14.718728,[90 48] ; [241  53],[105.73611111  32.26388889] ; [225.26388889  68.73611111],1
d1,1,0.000126,14.706283,[56 82] ; [179 118],[74.55172414 63.44827586] ; [160.44827586 136.55172414],1
u1,1,0.000163,14.213194,[  9 129] ; [ 62 235],[ 22.52413793 115.47586207] ; [ 48.47586207 248.52413793],1
d4,1,0.001054,10.730949,[92 45] ; [241  55],[105.36027714  31.63972286] ; [227.63972286  68.36027714],0
u3,1,0.00391,8.325101,[13 28] ; [53 37],[20.65648855 20.34351145] ; [45.34351145 44.65648855],0
v4,1,0.003916,8.322404,[117  19] ; [280  17],[124.69284065  11.30715935] ; [272.30715935  24.69284065],0
b1,1,0.010753,6.505675,[67 71] ; [106 191],[54.88275862 83.11724138] ; [118.11724138 178.88275862],0
a5,1,0.011458,6.39289,[90 48] ; [228  69],[100.88275862  37.11724138] ; [217.11724138  79.88275862],0
v2,1,0.014438,5.983738,[56 76] ; [156 126],[67.5942029 64.4057971] ; [144.4057971 137.5942029],0
a4,1,0.022638,5.196091,[49 88] ; [140 155],[59.9375 77.0625] ; [129.0625 165.9375],0
s6,1,0.032809,4.555708,[75 61] ; [193 100],[84.96037296 51.03962704] ; [183.03962704 109.96037296],0
p10,1,0.039387,4.244092,[101  36] ; [242  52],[109.02784223  27.97215777] ; [233.97215777  60.02784223],0
p4,1,0.041342,4.161959,[58 79] ; [156 139],[67.86574074 69.13425926] ; [146.13425926 148.86574074],0
p8,1,0.041673,4.148425,[48 90] ; [131 159],[57.71495327 80.28504673] ; [121.28504673 168.71495327],0
a8,1,0.047167,3.939431,[ 13 117] ; [ 47 220],[ 19.64735516 110.35264484] ; [ 40.35264484 226.64735516],0
s3,1,0.052528,3.758859,[63 74] ; [163 128],[72.3411215 64.6588785] ; [153.6588785 137.3411215],0
u2,1,0.065095,3.402565,[15 25] ; [49 40],[19.84496124 20.15503876] ; [44.15503876 44.84496124],0
n4,1,0.100499,2.697604,[112  26] ; [258  38],[117.64976959  20.35023041] ; [252.35023041  43.64976959],0
s2,1,0.100667,2.694938,[53 83] ; [139 154],[60.86713287 75.13286713] ; [131.13286713 161.86713287],0
p5,1,0.104919,2.629128,[ 15 121] ; [ 19 274],[ 10.77855478 125.22144522] ; [ 23.22144522 269.77855478],0
p11,1,0.105229,2.624445,[100  38] ; [236  61],[106.59310345  31.40689655] ; [229.40689655  67.59310345],0
p9,1,0.108466,2.576429,[103  32] ; [242  50],[109.07494145  25.92505855] ; [235.92505855  56.07494145],0
u4,1,0.179374,1.802805,[  1 137] ; [  8 289],[  2.85517241 135.14482759] ; [  6.14482759 290.85517241],0
p2,1,0.182932,1.773643,[99 38] ; [232  65],[104.48617512  32.51382488] ; [226.51382488  70.48617512],0
n2,1,0.183848,1.76624,[35 15] ; [54 13],[38.03418803 11.96581197] ; [50.96581197 16.03418803],0
s4,1,0.301709,1.066626,[ 24 114] ; [ 40 254],[ 20.44444444 117.55555556] ; [ 43.55555556 250.44444444],0
s1,1,0.30825,1.03816,[  7 130] ; [  9 281],[  5.13348946 131.86651054] ; [ 10.86651054 279.13348946],0
b4,1,0.32647,0.962848,[73 65] ; [172 125],[77.72413793 60.27586207] ; [167.27586207 129.72413793],0
p7,1,0.355692,0.853047,[65 71] ; [152 137],[69.44 66.56] ; [147.56 141.44],0
s5,1,0.37098,0.800379,[41 94] ; [ 76 214],[37.16470588 97.83529412] ; [ 79.83529412 210.16470588],0
b3,1,0.380507,0.769064,[34 56] ; [ 57 119],[30.78947368 59.21052632] ; [ 60.21052632 115.78947368],0
b2,1,0.380507,0.769064,[34 56] ; [ 57 119],[30.78947368 59.21052632] ; [ 60.21052632 115.78947368],0
n1,1,0.430819,0.620614,[19 30] ; [30 35],[21.06140351 27.93859649] ; [27.93859649 37.06140351],0
n3,1,0.517356,0.419162,[32 18] ; [46 20],[33.62068966 16.37931034] ; [44.37931034 21.62068966],0
v1,1,0.533562,0.387603,[65 70] ; [147 139],[67.98099762 67.01900238] ; [144.01900238 141.98099762],0
p1,1,0.552776,0.352367,[ 11 127] ; [ 19 277],[  9.53917051 128.46082949] ; [ 20.46082949 275.53917051],0
v3,1,0.56104,0.337907,[50 85] ; [114 171],[52.71428571 82.28571429] ; [111.28571429 173.71428571],0
p3,1,0.588509,0.292678,[55 82] ; [127 169],[57.58429561 79.41570439] ; [124.41570439 171.58429561],0
n6,1,0.616883,0.250272,[117  20] ; [258  38],[118.64896074  18.35103926] ; [256.35103926  39.64896074],0
d2,1,0.670166,0.181408,[65 71] ; [148 148],[67.05555556 68.94444444] ; [145.94444444 150.05555556],0
a1,1,0.747241,0.103864,[  7 131] ; [ 13 284],[  6.34482759 131.65517241] ; [ 13.65517241 283.34482759],0
s8,1,0.819905,0.051832,[51 87] ; [112 182],[52.06944444 85.93055556] ; [110.93055556 183.06944444],0
s7,1,0.974531,0.001019,[58 74] ; [123 158],[57.84987893 74.15012107] ; [123.15012107 157.84987893],0
a3,1,0.979641,0.000651,[97 41] ; [207  88],[96.88683603 41.11316397] ; [207.11316397  87.88683603],0
p12,1,0.982108,0.000503,[  8 130] ; [ 17 279],[  7.94930876 130.05069124] ; [ 17.05069124 278.94930876],0
