Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.000432,12.38849,[20  9] ; [145 257],[11.10208817 17.89791183] ; [153.89791183 248.10208817],1
r4,1,0.003374,8.593243,[20  9] ; [354  48],[25.16473318  3.83526682] ; [348.83526682  53.16473318],0
v1,1,0.004144,8.219518,[ 6 23] ; [188 202],[13.42720764 15.57279236] ; [180.57279236 209.42720764],0
n6,1,0.005222,7.800803,[19 10] ; [341  59],[24.33566434  4.66433566] ; [335.66433566  64.33566434],0
s6,1,0.006183,7.496082,[13 16] ; [275 121],[19.65176471  9.34823529] ; [268.34823529 127.65176471],0
r3,1,0.006703,7.350903,[24  5] ; [379  20],[27.30607477  1.69392523] ; [375.69392523  23.30607477],0
p2,1,0.009996,6.63559,[20  9] ; [346  54],[24.74125874  4.25874126] ; [341.25874126  58.74125874],0
b5,1,0.01261,6.223081,[11 18] ; [247 155],[17.35962877 11.64037123] ; [240.64037123 161.35962877],0
p3,1,0.022243,5.226661,[ 7 21] ; [190 212],[12.82790698 15.17209302] ; [184.17209302 217.82790698],0
p11,1,0.049909,3.844509,[20  9] ; [335  67],[23.8863109  5.1136891] ; [331.1136891  70.8863109],0
n4,1,0.050328,3.830493,[17 12] ; [302 100],[21.46403712  7.53596288] ; [297.53596288 104.46403712],0
s2,1,0.085836,2.950788,[10 19] ; [204 196],[14.46620047 14.53379953] ; [199.53379953 200.46620047],0
p4,1,0.121501,2.397865,[13 16] ; [238 162],[16.96736597 12.03263403] ; [234.03263403 165.96736597],0
n1,1,0.146036,2.113174,[6 4] ; [32 56],[3.87755102 6.12244898] ; [34.12244898 53.87755102],0
n5,1,0.156668,2.006097,[18 11] ; [295 103],[21.25761124  7.74238876] ; [291.74238876 106.25761124],0
p6,1,0.163088,1.945357,[ 7 22] ; [147 250],[10.48356808 18.51643192] ; [143.51643192 253.48356808],0
a4,1,0.206374,1.59668,[ 9 20] ; [173 229],[12.24593968 16.75406032] ; [169.75406032 232.24593968],0
