Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.000432,12.38849,[20  9] ; [145 257],[11.10208817 17.89791183] ; [153.89791183 248.10208817],1
a5,1,0.22129,1.495986,[18 11] ; [292 110],[20.85846868  8.14153132] ; [289.14153132 112.85846868],0
b3,1,0.232691,1.424335,[ 4 15] ; [ 79 150],[ 6.35887097 12.64112903] ; [ 76.64112903 152.35887097],0
b2,1,0.232691,1.424335,[ 4 15] ; [ 79 150],[ 6.35887097 12.64112903] ; [ 76.64112903 152.35887097],0
d4,1,0.254398,1.298989,[21  8] ; [326  76],[23.34802784  5.65197216] ; [323.65197216  78.34802784],0
u2,1,0.284086,1.147436,[6 2] ; [69 55],[4.54545455 3.45454545] ; [70.45454545 53.54545455],0
v4,1,0.28969,1.121062,[25  3] ; [376  23],[26.29508197  1.70491803] ; [374.70491803  24.29508197],0
d3,1,0.312196,1.021362,[17 12] ; [271 129],[19.46853147  9.53146853] ; [268.53146853 131.46853147],0
v2,1,0.313048,1.017771,[ 9 19] ; [162 225],[11.5373494 16.4626506] ; [159.4626506 227.5373494],0
d1,1,0.314069,1.013485,[13 16] ; [219 183],[15.61020882 13.38979118] ; [216.38979118 185.61020882],0
s4,1,0.358906,0.841719,[ 4 24] ; [ 86 312],[ 5.91549296 22.08450704] ; [ 84.08450704 313.91549296],0
p1,1,0.423339,0.641027,[ 3 26] ; [ 26 375],[ 1.95581395 27.04418605] ; [ 27.04418605 373.95581395],0
r2,1,0.435923,0.606991,[26  3] ; [370  26],[27.02117647  1.97882353] ; [368.97882353  27.02117647],0
s3,1,0.459531,0.547037,[18 11] ; [220 180],[16.08857809 12.91142191] ; [221.91142191 178.08857809],0
u1,1,0.46052,0.544631,[ 3 26] ; [ 62 340],[ 4.37354988 24.62645012] ; [ 60.62645012 341.37354988],0
u3,1,0.576598,0.311767,[4 4] ; [75 50],[4.7518797 3.2481203] ; [74.2481203 50.7518797],0
p7,1,0.59233,0.28672,[17 12] ; [248 142],[18.34128878 10.65871122] ; [246.65871122 143.34128878],0
a2,1,0.596758,0.279913,[ 5 24] ; [ 86 316],[ 6.12296984 22.87703016] ; [ 84.87703016 317.12296984],0
b4,1,0.627658,0.235251,[18 11] ; [231 171],[16.75406032 12.24593968] ; [232.24593968 169.75406032],0
p8,1,0.630456,0.231443,[14 15] ; [210 187],[15.24882629 13.75117371] ; [208.75117371 188.24882629],0
a7,1,0.631718,0.229738,[20  9] ; [293 108],[21.10930233  7.89069767] ; [291.89069767 109.10930233],0
a3,1,0.672913,0.178213,[21  8] ; [276 126],[19.9837587  9.0162413] ; [277.0162413 124.9837587],0
n2,1,0.73244,0.116883,[9 2] ; [68 20],[8.55555556 2.44444444] ; [68.44444444 19.55555556],0
s8,1,0.741806,0.108546,[11 18] ; [165 237],[11.84222738 17.15777262] ; [164.15777262 237.84222738],0
s1,1,0.755066,0.097323,[ 1 28] ; [ 10 390],[ 0.74358974 28.25641026] ; [ 10.25641026 389.74358974],0
s7,1,0.759218,0.093947,[14 15] ; [175 211],[13.20722892 15.79277108] ; [175.79277108 210.20722892],0
a6,1,0.768366,0.086738,[19 10] ; [274 128],[19.71461717  9.28538283] ; [273.28538283 128.71461717],0
n3,1,0.770766,0.084898,[8 2] ; [66 21],[7.62886598 2.37113402] ; [66.37113402 20.62886598],0
a1,1,0.821929,0.050654,[ 1 28] ; [ 11 391],[ 0.80742459 28.19257541] ; [ 11.19257541 390.80742459],0
a8,1,0.877881,0.02361,[ 4 24] ; [ 50 327],[ 3.73333333 24.26666667] ; [ 50.26666667 326.73333333],0
d2,1,0.880256,0.022694,[13 16] ; [174 227],[12.61162791 16.38837209] ; [174.38837209 226.61162791],0
r1,1,0.937679,0.006113,[22  7] ; [306  94],[22.17249417  6.82750583] ; [305.82750583  94.17249417],0
d5,1,0.975241,0.000963,[23  6] ; [319  82],[23.06511628  5.93488372] ; [318.93488372  82.06511628],0
s5,1,0.987582,0.000242,[10 19] ; [134 253],[10.03846154 18.96153846] ; [133.96153846 253.03846154],0
