Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,40.374445,[91  8] ; [ 3 10],[83.08928571 15.91071429] ; [10.91071429  2.08928571],1
r1,1,9e-06,19.685645,[79 19] ; [ 3 10],[72.3963964 25.6036036] ; [9.6036036 3.3963964],1
r3,1,1.5e-05,18.732072,[97  2] ; [9 4],[93.69642857  5.30357143] ; [12.30357143  0.69642857],1
a5,1,0.005132,7.832168,[75 24] ; [5 8],[70.71428571 28.28571429] ; [9.28571429 3.71428571],0
d2,1,0.006429,7.426055,[47 52] ; [ 1 12],[42.42857143 56.57142857] ; [5.57142857 7.42857143],0
a1,1,0.007678,7.106967,[ 4 95] ; [ 3 10],[ 6.1875 92.8125] ; [ 0.8125 12.1875],0
d1,1,0.010333,6.576535,[60 39] ; [ 3 10],[55.6875 43.3125] ; [7.3125 5.6875],0
a7,1,0.014396,5.988971,[77 22] ; [6 7],[73.36607143 25.63392857] ; [9.63392857 3.36607143],0
p10,1,0.017039,5.692308,[70 28] ; [5 8],[66.21621622 31.78378378] ; [8.78378378 4.21621622],0
v4,1,0.017658,5.629789,[94  5] ; [10  3],[91.92857143  7.07142857] ; [12.07142857  0.92857143],0
d5,1,0.03719,4.341708,[79 20] ; [7 6],[76.01785714 22.98214286] ; [9.98214286 3.01785714],0
v2,1,0.0382,4.296112,[50 43] ; [ 3 10],[46.5 46.5] ; [6.5 6.5],0
p9,1,0.042902,4.099241,[72 26] ; [6 7],[68.86486486 29.13513514] ; [9.13513514 3.86486486],0
b4,1,0.056883,3.626004,[65 34] ; [5 8],[61.875 37.125] ; [8.125 4.875],0
a4,1,0.079796,3.069049,[40 59] ; [ 2 11],[37.125 61.875] ; [4.875 8.125],0
p11,1,0.089734,2.879133,[69 30] ; [6 7],[66.29464286 32.70535714] ; [8.70535714 4.29464286],0
a3,1,0.094752,2.791727,[62 37] ; [5 8],[59.22321429 39.77678571] ; [7.77678571 5.22321429],0
u3,1,0.122545,2.384485,[27  8] ; [4 4],[25.23255814  9.76744186] ; [5.76744186 2.23255814],0
b1,1,0.128234,2.313758,[39 60] ; [8 5],[41.54464286 57.45535714] ; [5.45535714 7.54464286],0
p12,1,0.147842,2.09438,[ 5 94] ; [ 2 11],[ 6.1875 92.8125] ; [ 0.8125 12.1875],0
p6,1,0.203099,1.619951,[41 58] ; [ 3 10],[38.89285714 60.10714286] ; [5.10714286 7.89285714],0
s8,1,0.253236,1.305361,[39 60] ; [ 3 10],[37.125 61.875] ; [4.875 8.125],0
d4,1,0.277274,1.180404,[79 20] ; [12  1],[80.4375 18.5625] ; [10.5625  2.4375],0
s2,1,0.289398,1.122421,[45 53] ; [8 5],[46.79279279 51.20720721] ; [6.20720721 6.79279279],0
n3,1,0.372078,0.796714,[22  6] ; [3 2],[21.21212121  6.78787879] ; [3.78787879 1.21212121],0
p8,1,0.376159,0.783217,[51 48] ; [5 8],[49.5 49.5] ; [6.5 6.5],0
n2,1,0.378884,0.774321,[16 11] ; [4 1],[16.875 10.125] ; [3.125 1.875],0
s7,1,0.390336,0.737896,[39 57] ; [3 8],[37.68224299 58.31775701] ; [4.31775701 6.68224299],0
n6,1,0.463678,0.537001,[63 35] ; [7 6],[61.8018018 36.1981982] ; [8.1981982 4.8018018],0
n1,1,0.487857,0.48125,[ 7 21] ; [2 3],[ 7.63636364 20.36363636] ; [1.36363636 3.63636364],0
a6,1,0.493019,0.46993,[63 36] ; [7 6],[61.875 37.125] ; [8.125 4.875],0
v1,1,0.56671,0.328219,[36 59] ; [6 7],[36.94444444 58.05555556] ; [5.05555556 7.94444444],0
p3,1,0.640209,0.218469,[60 39] ; [7 6],[59.22321429 39.77678571] ; [7.77678571 5.22321429],0
p7,1,0.6582,0.195718,[67 32] ; [8 5],[66.29464286 32.70535714] ; [8.70535714 4.29464286],0
s4,1,0.740899,0.109338,[19 80] ; [ 2 11],[18.5625 80.4375] ; [ 2.4375 10.5625],0
p2,1,0.753884,0.098296,[79 19] ; [10  3],[78.57657658 19.42342342] ; [10.42342342  2.57657658],0
v3,1,0.770703,0.084946,[25 68] ; [ 3 10],[24.56603774 68.43396226] ; [3.43396226 9.56603774],0
p5,1,0.819254,0.052214,[ 6 93] ; [ 1 12],[ 6.1875 92.8125] ; [ 0.8125 12.1875],0
s3,1,0.821529,0.050886,[49 48] ; [7 6],[49.38181818 47.61818182] ; [6.61818182 6.38181818],0
n4,1,0.838785,0.041391,[41 58] ; [5 8],[40.66071429 58.33928571] ; [5.33928571 7.66071429],0
s6,1,0.90352,0.014693,[62 36] ; [8 5],[61.8018018 36.1981982] ; [8.1981982 4.8018018],0
s5,1,0.933729,0.006915,[30 64] ; [4 9],[29.86915888 64.13084112] ; [4.13084112 8.86915888],0
u2,1,0.941825,0.005326,[22 14] ; [5 3],[22.09090909 13.90909091] ; [4.90909091 3.09090909],0
d3,1,0.944528,0.004841,[77 22] ; [10  3],[76.90178571 22.09821429] ; [10.09821429  2.90178571],0
b5,1,0.995679,2.9e-05,[61 38] ; [8 5],[60.99107143 38.00892857] ; [8.00892857 4.99107143],0
