Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.004603,8.029037,[ 8 19] ; [30 17],[13.86486486 13.13513514] ; [24.13513514 22.86486486],0
r1,1,0.005889,7.584082,[16 11] ; [41  6],[20.7972973  6.2027027] ; [36.2027027 10.7972973],0
r3,1,0.006909,7.296558,[18  9] ; [43  4],[22.25675676  4.74324324] ; [38.74324324  8.25675676],0
p6,1,0.020988,5.327783,[ 4 23] ; [18 26],[ 8.36619718 18.63380282] ; [13.63380282 30.36619718],0
s7,1,0.028476,4.799013,[ 7 17] ; [24 18],[11.27272727 12.72727273] ; [19.72727273 22.27272727],0
d5,1,0.029268,4.751809,[17 10] ; [40  7],[20.7972973  6.2027027] ; [36.2027027 10.7972973],0
r4,1,0.034122,4.488568,[18  9] ; [41  6],[21.52702703  5.47297297] ; [37.47297297  9.52702703],0
s8,1,0.043564,4.073371,[ 7 20] ; [23 23],[11.09589041 15.90410959] ; [18.90410959 27.09589041],0
v4,1,0.044771,4.027229,[21  6] ; [44  3],[23.71621622  3.28378378] ; [41.28378378  5.71621622],0
b1,1,0.045733,3.991415,[18  9] ; [20 27],[13.86486486 13.13513514] ; [24.13513514 22.86486486],0
a5,1,0.059761,3.544007,[15 12] ; [36 11],[18.60810811  8.39189189] ; [32.39189189 14.60810811],0
p10,1,0.077594,3.1146,[12 14] ; [31 15],[15.52777778 10.47222222] ; [27.47222222 18.52777778],0
p4,1,0.095193,2.784291,[10 16] ; [26 18],[13.37142857 12.62857143] ; [22.62857143 21.37142857],0
s2,1,0.096024,2.77037,[11 16] ; [28 18],[14.42465753 12.57534247] ; [24.57534247 21.42465753],0
p2,1,0.099531,2.713043,[13 13] ; [32 14],[16.25  9.75] ; [28.75 17.25],0
r2,1,0.105269,2.623845,[24  3] ; [45  1],[25.52054795  1.47945205] ; [43.47945205  2.52054795],0
p1,1,0.115969,2.470938,[ 4 23] ; [ 2 44],[ 2.21917808 24.78082192] ; [ 3.78082192 42.21917808],0
u1,1,0.137419,2.206627,[ 3 24] ; [12 35],[ 5.47297297 21.52702703] ; [ 9.52702703 37.47297297],0
d3,1,0.141666,2.159764,[17 10] ; [37 10],[19.7027027  7.2972973] ; [34.2972973 12.7027027],0
p7,1,0.151882,2.053247,[ 9 17] ; [23 21],[11.88571429 14.11428571] ; [20.11428571 23.88571429],0
u3,1,0.165403,1.924118,[7 4] ; [5 9],[5.28 5.72] ; [6.72 7.28],0
a4,1,0.192159,1.700988,[ 9 18] ; [23 24],[11.67567568 15.32432432] ; [20.32432432 26.67567568],0
b4,1,0.203578,1.616521,[15 12] ; [33 14],[17.51351351  9.48648649] ; [30.48648649 16.51351351],0
d4,1,0.204681,1.608652,[19  8] ; [39  8],[21.16216216  5.83783784] ; [36.83783784 10.16216216],0
a2,1,0.211602,1.56043,[ 5 22] ; [15 32],[ 7.2972973 19.7027027] ; [12.7027027 34.2972973],0
p5,1,0.222741,1.486626,[ 4 22] ; [ 3 43],[ 2.52777778 23.47222222] ; [ 4.47222222 41.52777778],0
a1,1,0.232824,1.423524,[ 4 23] ; [ 3 44],[ 2.55405405 24.44594595] ; [ 4.44594595 42.55405405],0
s4,1,0.251858,1.312969,[ 3 24] ; [10 36],[ 4.80821918 22.19178082] ; [ 8.19178082 37.80821918],0
n6,1,0.275754,1.187897,[18  9] ; [36 10],[19.97260274  7.02739726] ; [34.02739726 11.97260274],0
s6,1,0.332997,0.937208,[16 11] ; [31 13],[17.87323944  9.12676056] ; [29.12676056 14.87323944],0
s5,1,0.33821,0.917203,[ 8 19] ; [18 26],[ 9.88732394 17.11267606] ; [16.11267606 27.88732394],0
p9,1,0.341767,0.903792,[14 12] ; [30 16],[15.88888889 10.11111111] ; [28.11111111 17.88888889],0
p8,1,0.352043,0.866079,[ 9 18] ; [20 25],[10.875 16.125] ; [18.125 26.875],0
s3,1,0.369778,0.804409,[10 17] ; [22 24],[11.83561644 15.16438356] ; [20.16438356 25.83561644],0
v1,1,0.439714,0.597029,[13 14] ; [27 20],[14.59459459 12.40540541] ; [25.40540541 21.59459459],0
d2,1,0.439714,0.597029,[13 14] ; [27 20],[14.59459459 12.40540541] ; [25.40540541 21.59459459],0
a3,1,0.449956,0.570763,[16 10] ; [33 14],[17.45205479  8.54794521] ; [31.54794521 15.45205479],0
a8,1,0.535391,0.38415,[ 2 24] ; [ 5 35],[ 2.75757576 23.24242424] ; [ 4.24242424 35.75757576],0
n4,1,0.606247,0.265676,[21  6] ; [34 13],[20.06756757  6.93243243] ; [34.93243243 12.06756757],0
p3,1,0.678339,0.172002,[10 16] ; [20 26],[10.83333333 15.16666667] ; [19.16666667 26.83333333],0
n2,1,0.759463,0.09375,[5 3] ; [11  5],[5.33333333 2.66666667] ; [10.66666667  5.33333333],0
