Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,208.865631,[ 18 148] ; [327 103],[96.09060403 69.90939597] ; [248.90939597 181.09060403],1
d5,1,0.0,114.604947,[115  52] ; [424   8],[150.2721202  16.7278798] ; [388.7278798  43.2721202],1
d3,1,0.0,113.942914,[76 91] ; [377  55],[126.29549249  40.70450751] ; [326.70450751 105.29549249],1
a2,1,0.0,60.21966,[  9 158] ; [161 271],[ 47.39565943 119.60434057] ; [122.60434057 309.39565943],1
a4,1,0.0,50.660123,[ 48 119] ; [263 167],[86.99664992 80.00335008] ; [224.00335008 205.99664992],1
u1,1,0.0,48.19385,[  6 161] ; [130 302],[ 37.91652755 129.08347245] ; [ 98.08347245 333.91652755],1
a5,1,0.0,38.552328,[107  60] ; [374  58],[134.10183639  32.89816361] ; [346.89816361  85.10183639],1
a3,1,5e-06,20.781653,[110  57] ; [357  73],[130.63484087  36.36515913] ; [336.36515913  93.63484087],1
p4,1,5.4e-05,16.294374,[84 81] ; [294 134],[105.17706577  59.82293423] ; [272.82293423 155.17706577],1
a6,1,0.000129,14.654224,[95 72] ; [315 116],[114.49832776  52.50167224] ; [295.50167224 135.49832776],1
r2,1,0.000164,14.206806,[147  17] ; [410  12],[155.88395904   8.11604096] ; [401.11604096  20.88395904],1
s8,1,0.000293,13.111835,[ 61 106] ; [227 201],[80.83361345 86.16638655] ; [207.16638655 220.83361345],1
r1,1,0.002,9.549597,[125  42] ; [367  62],[137.8590604  29.1409396] ; [354.1409396  74.8590604],0
v3,1,0.002581,9.081914,[ 55 111] ; [193 219],[71.22491349 94.77508651] ; [176.77508651 235.22491349],0
n5,1,0.003297,8.63528,[128  36] ; [377  53],[139.42760943  24.57239057] ; [365.57239057  64.42760943],0
n6,1,0.017737,5.621943,[137  27] ; [389  41],[145.22558923  18.77441077] ; [380.77441077  49.22558923],0
v2,1,0.022813,5.182667,[84 77] ; [262 157],[96.04482759 64.95517241] ; [249.95517241 169.04482759],0
p9,1,0.024785,5.038873,[133  32] ; [374  52],[141.54822335  23.45177665] ; [365.45177665  60.54822335],0
p6,1,0.040212,4.208909,[ 55 109] ; [181 242],[65.93526405 98.06473595] ; [170.06473595 252.93526405],0
p10,1,0.047181,3.938939,[128  35] ; [366  63],[136.01689189  26.98310811] ; [357.98310811  71.01689189],0
p3,1,0.052849,3.748685,[78 88] ; [240 190],[88.5704698 77.4295302] ; [229.4295302 200.5704698],0
a7,1,0.055338,3.67188,[112  54] ; [325 107],[121.30769231  44.69230769] ; [315.69230769 116.30769231],0
p8,1,0.055783,3.658511,[78 87] ; [237 186],[88.39285714 76.60714286] ; [226.60714286 196.39285714],0
