Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,73.060827,[245  37] ; [10 27],[225.42319749  56.57680251] ; [29.57680251  7.42319749],1
n4,1,0.0,44.861705,[246  37] ; [16 22],[230.98442368  52.01557632] ; [31.01557632  6.98442368],1
p10,1,1.9e-05,18.256285,[252  27] ; [25 13],[243.79495268  35.20504732] ; [33.20504732  4.79495268],1
p9,1,0.000142,14.480694,[261  20] ; [28 10],[254.57366771  26.42633229] ; [34.42633229  3.57366771],1
p11,1,0.000466,12.248959,[238  45] ; [23 15],[230.10280374  52.89719626] ; [30.89719626  7.10280374],1
s7,1,0.000901,11.020852,[185  81] ; [15 21],[176.1589404  89.8410596] ; [23.8410596 12.1589404],1
d5,1,0.004928,7.905498,[248  34] ; [27 11],[242.34375  39.65625] ; [32.65625  5.34375],0
v3,1,0.007285,7.201201,[131 143] ; [ 8 26],[123.65584416 150.34415584] ; [15.34415584 18.65584416],0
v4,1,0.018812,5.518944,[275   8] ; [34  4],[272.42056075  10.57943925] ; [36.57943925  1.42056075],0
a3,1,0.032651,4.563967,[222  60] ; [24 14],[216.7875  65.2125] ; [29.2125  8.7875],0
u1,1,0.035008,4.444805,[ 74 209] ; [ 4 34],[ 68.76635514 214.23364486] ; [ 9.23364486 28.76635514],0
a4,1,0.046399,3.967044,[145 137] ; [13 25],[139.2375 142.7625] ; [18.7625 19.2375],0
b1,1,0.048098,3.906543,[116 167] ; [22 16],[121.6635514 161.3364486] ; [16.3364486 21.6635514],0
r4,1,0.059891,3.540397,[268  15] ; [33  5],[265.36760125  17.63239875] ; [35.63239875  2.36760125],0
p8,1,0.08587,2.950137,[187  93] ; [20 18],[182.26415094  97.73584906] ; [24.73584906 13.26415094],0
u2,1,0.092904,2.823316,[36 24] ; [11  2],[38.63013699 21.36986301] ; [8.36986301 4.63013699],0
p5,1,0.117808,2.446224,[ 60 221] ; [ 4 34],[ 56.37617555 224.62382445] ; [ 7.62382445 30.37617555],0
a7,1,0.132145,2.267127,[204  78] ; [23 15],[200.04375  81.95625] ; [26.95625 11.04375],0
r2,1,0.157122,2.001708,[270   9] ; [35  3],[268.4384858  10.5615142] ; [36.5615142  1.4384858],0
p4,1,0.161462,1.960479,[241  42] ; [29  9],[238.03738318  44.96261682] ; [31.96261682  6.03738318],0
