Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,58.247222,[42 54] ; [435 106],[71.88697017 24.11302983] ; [405.11302983 135.88697017],1
n4,1,0.0,39.100812,[54 43] ; [453  89],[76.96244131 20.03755869] ; [430.03755869 111.96244131],1
p10,1,0.0,26.183716,[62 34] ; [461  75],[79.44303797 16.55696203] ; [443.55696203  92.44303797],1
p9,1,2.7e-05,17.645259,[71 25] ; [479  56],[83.67670365 12.32329635] ; [466.32329635  68.67670365],1
b1,1,0.000153,14.32915,[53 44] ; [187 356],[36.375 60.625] ; [203.625 339.375],1
p6,1,0.000294,13.106613,[19 75] ; [213 323],[34.61587302 59.38412698] ; [197.38412698 338.61587302],1
p11,1,0.000307,13.025769,[67 30] ; [458  85],[79.5703125 17.4296875] ; [445.4296875  97.5703125],1
s7,1,0.000579,11.842339,[27 63] ; [256 260],[42.02970297 47.97029703] ; [240.97029703 275.02970297],1
v3,1,0.002162,9.40697,[23 66] ; [228 301],[36.14724919 52.85275081] ; [214.85275081 314.14724919],0
r3,1,0.004963,7.892962,[88  9] ; [523  17],[93.04081633  3.95918367] ; [517.95918367  22.04081633],0
r4,1,0.007312,7.194682,[80 17] ; [496  47],[87.3  9.7] ; [488.7  54.3],0
s2,1,0.007317,7.193569,[32 64] ; [259 279],[44.06309148 51.93690852] ; [246.93690852 291.06309148],0
p4,1,0.007887,7.059005,[49 48] ; [350 191],[60.6630094 36.3369906] ; [338.3369906 202.6630094],0
s5,1,0.009216,6.780492,[18 76] ; [172 356],[28.71382637 65.28617363] ; [161.28617363 366.71382637],0
p8,1,0.010367,6.570734,[42 54] ; [309 225],[53.48571429 42.51428571] ; [297.51428571 236.48571429],0
u1,1,0.015205,5.892557,[ 8 89] ; [ 99 444],[16.2171875 80.7828125] ; [ 90.7828125 452.2171875],0
p5,1,0.018612,5.537563,[ 5 91] ; [ 75 467],[12.03761755 83.96238245] ; [ 67.96238245 474.03761755],0
p3,1,0.020738,5.348686,[39 58] ; [287 255],[49.48669797 47.51330203] ; [276.51330203 265.48669797],0
b2,1,0.021695,5.270058,[13 39] ; [141 197],[20.53333333 31.46666667] ; [133.46666667 204.53333333],0
b3,1,0.021695,5.270058,[13 39] ; [141 197],[20.53333333 31.46666667] ; [133.46666667 204.53333333],0
s8,1,0.024682,5.046091,[32 65] ; [244 295],[42.09433962 54.90566038] ; [233.90566038 305.09433962],0
d2,1,0.026223,4.941287,[36 61] ; [267 274],[46.06739812 50.93260188] ; [256.93260188 284.06739812],0
d1,1,0.026791,4.904226,[46 51] ; [323 220],[55.9265625 41.0734375] ; [313.0734375 229.9265625],0
a4,1,0.042601,4.111158,[33 64] ; [244 297],[42.11442006 54.88557994] ; [234.88557994 306.11442006],0
p12,1,0.052462,3.760987,[ 3 92] ; [ 49 491],[ 7.77952756 87.22047244] ; [ 44.22047244 495.77952756],0
s6,1,0.069736,3.289215,[54 43] ; [348 185],[61.8952381 35.1047619] ; [340.1047619 192.8952381],0
b5,1,0.073774,3.196991,[66 31] ; [317 226],[58.0484375 38.9515625] ; [324.9515625 218.0484375],0
u2,1,0.080734,3.050062,[23 10] ; [79 70],[18.49450549 14.50549451] ; [83.50549451 65.49450549],0
p7,1,0.095036,2.786937,[56 38] ; [365 169],[63.01592357 30.98407643] ; [357.98407643 176.01592357],0
v4,1,0.10163,2.679779,[88  7] ; [521  20],[90.96698113  4.03301887] ; [518.03301887  22.96698113],0
