Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,0.0,44.886189,[ 27 445] ; [20 45],[ 41.31098696 430.68901304] ; [ 5.68901304 59.31098696],1
p12,1,0.0,26.745344,[ 31 439] ; [17 48],[ 42.1682243 427.8317757] ; [ 5.8317757 59.1682243],1
s5,1,1e-06,24.403538,[152 306] ; [38 19],[168.97087379 289.02912621] ; [21.02912621 35.97087379],1
p4,1,2e-06,22.851078,[284 186] ; [59  6],[301.3271028 168.6728972] ; [41.6728972 23.3271028],1
p3,1,2e-06,22.700581,[229 243] ; [52 13],[246.98696462 225.01303538] ; [34.01303538 30.98696462],1
p8,1,7e-06,20.07183,[234 230] ; [52 13],[250.85822306 213.14177694] ; [35.14177694 29.85822306],1
a1,1,7.9e-05,15.583125,[ 18 456] ; [10 55],[ 24.62337662 449.37662338] ; [ 3.37662338 61.62337662],1
n5,1,0.000587,11.817736,[342 129] ; [60  5],[353.25 117.75] ; [48.75 16.25],1
v1,1,0.00172,9.826167,[246 217] ; [46 16],[257.51619048 205.48380952] ; [34.48380952 27.51619048],0
s7,1,0.00183,9.712565,[220 230] ; [44 19],[231.57894737 218.42105263] ; [32.42105263 30.57894737],0
n3,1,0.003173,8.70495,[82 33] ; [4 9],[77.265625 37.734375] ; [8.734375 4.265625],0
v3,1,0.004185,8.201713,[183 269] ; [37 25],[193.46303502 258.53696498] ; [26.53696498 35.46303502],0
p6,1,0.004616,8.024226,[172 293] ; [35 28],[182.30113636 282.69886364] ; [24.69886364 38.30113636],0
p7,1,0.006022,7.543735,[283 180] ; [49 13],[292.79238095 170.20761905] ; [39.20761905 22.79238095],0
n4,1,0.006547,7.393346,[368 105] ; [60  5],[376.28996283  96.71003717] ; [51.71003717 13.28996283],0
b5,1,0.007832,7.071388,[300 174] ; [30 35],[290.20408163 183.79591837] ; [39.79591837 25.20408163],0
p9,1,0.011753,6.347774,[388  77] ; [62  3],[394.81132075  70.18867925] ; [55.18867925  9.81132075],0
