Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.000253,13.389784,[5 1] ; [ 6 34],[1.43478261 4.56521739] ; [ 9.56521739 30.43478261],1
p5,1,0.008295,6.968641,[2 5] ; [ 1 40],[0.4375 6.5625] ; [ 2.5625 38.4375],0
p8,1,0.009018,6.819287,[5 2] ; [ 9 31],[2.08510638 4.91489362] ; [11.91489362 28.08510638],0
v2,1,0.009708,6.687674,[3 4] ; [ 3 37],[0.89361702 6.10638298] ; [ 5.10638298 34.89361702],0
p7,1,0.013171,6.146032,[5 1] ; [13 29],[2.25 3.75] ; [15.75 26.25],0
s2,1,0.017492,5.646332,[4 3] ; [ 7 35],[1.57142857 5.42857143] ; [ 9.42857143 32.57142857],0
s8,1,0.04424,4.047387,[3 4] ; [ 5 36],[1.16666667 5.83333333] ; [ 6.83333333 34.16666667],0
p11,1,0.055472,3.667836,[5 2] ; [14 28],[2.71428571 4.28571429] ; [16.28571429 25.71428571],0
p2,1,0.061514,3.496098,[6 1] ; [20 22],[3.71428571 3.28571429] ; [22.28571429 19.71428571],0
p10,1,0.083958,2.98656,[5 2] ; [15 26],[2.91666667 4.08333333] ; [17.08333333 23.91666667],0
p4,1,0.099958,2.706209,[4 3] ; [11 31],[2.14285714 4.85714286] ; [12.85714286 29.14285714],0
n3,1,0.135479,2.228571,[4 1] ; [ 9 12],[2.5 2.5] ; [10.5 10.5],0
u3,1,0.143583,2.139137,[2 1] ; [ 5 15],[0.91304348 2.08695652] ; [ 6.08695652 13.91304348],0
n1,1,0.162862,1.947453,[4 1] ; [10 12],[2.59259259 2.40740741] ; [11.40740741 10.59259259],0
v3,1,0.174407,1.844652,[3 4] ; [ 8 33],[1.60416667 5.39583333] ; [ 9.39583333 31.60416667],0
d4,1,0.18327,1.770908,[1 6] ; [17 25],[2.57142857 4.42857143] ; [15.42857143 26.57142857],0
b5,1,0.199375,1.646944,[5 2] ; [19 23],[3.42857143 3.57142857] ; [20.57142857 21.42857143],0
s3,1,0.220373,1.501942,[3 3] ; [10 29],[1.73333333 4.26666667] ; [11.26666667 27.73333333],0
r2,1,0.220483,1.501225,[6 1] ; [26 16],[4.57142857 2.42857143] ; [27.42857143 14.57142857],0
a7,1,0.226364,1.46356,[4 3] ; [14 28],[2.57142857 4.42857143] ; [15.42857143 26.57142857],0
d3,1,0.290607,1.116809,[3 4] ; [10 32],[1.85714286 5.14285714] ; [11.14285714 30.85714286],0
n2,1,0.295722,1.093388,[4 1] ; [12 10],[2.96296296 2.03703704] ; [13.03703704  8.96296296],0
s4,1,0.343765,0.896341,[2 5] ; [ 6 36],[1.14285714 5.85714286] ; [ 6.85714286 35.14285714],0
r4,1,0.343765,0.896341,[2 5] ; [ 6 36],[1.14285714 5.85714286] ; [ 6.85714286 35.14285714],0
n5,1,0.366157,0.816667,[6 1] ; [29 13],[5. 2.] ; [30. 12.],0
b1,1,0.409395,0.680556,[5 2] ; [23 19],[4. 3.] ; [24. 18.],0
d2,1,0.428014,0.628205,[1 6] ; [12 30],[1.85714286 5.14285714] ; [11.14285714 30.85714286],0
b3,1,0.466596,0.530026,[3 2] ; [11 15],[2.25806452 2.74193548] ; [11.74193548 14.25806452],0
b2,1,0.466596,0.530026,[3 2] ; [11 15],[2.25806452 2.74193548] ; [11.74193548 14.25806452],0
a5,1,0.481728,0.494949,[4 3] ; [18 24],[3.14285714 3.85714286] ; [18.85714286 23.14285714],0
v1,1,0.53405,0.386679,[3 4] ; [13 29],[2.28571429 4.71428571] ; [13.71428571 28.28571429],0
a4,1,0.55662,0.34559,[1 6] ; [10 31],[1.60416667 5.39583333] ; [ 9.39583333 31.60416667],0
p3,1,0.576089,0.3126,[1 6] ; [10 32],[1.57142857 5.42857143] ; [ 9.42857143 32.57142857],0
p9,1,0.592012,0.287213,[4 3] ; [18 21],[3.34782609 3.65217391] ; [18.65217391 20.34782609],0
d5,1,0.624065,0.240196,[3 4] ; [14 28],[2.42857143 4.57142857] ; [14.57142857 27.42857143],0
n6,1,0.640738,0.217778,[4 3] ; [20 22],[3.42857143 3.57142857] ; [20.57142857 21.42857143],0
s1,1,0.699988,0.148485,[1 6] ; [ 4 38],[0.71428571 6.28571429] ; [ 4.28571429 37.71428571],0
r1,1,0.716655,0.13172,[3 4] ; [15 27],[2.57142857 4.42857143] ; [15.42857143 26.57142857],0
p1,1,0.85879,0.031654,[1 6] ; [ 5 37],[0.85714286 6.14285714] ; [ 5.14285714 36.85714286],0
s5,1,0.874621,0.024898,[1 6] ; [ 7 35],[1.14285714 5.85714286] ; [ 6.85714286 35.14285714],0
a6,1,0.906658,0.013749,[3 4] ; [19 23],[3.14285714 3.85714286] ; [18.85714286 23.14285714],0
b4,1,0.906658,0.013749,[4 3] ; [23 19],[3.85714286 3.14285714] ; [23.14285714 18.85714286],0
a3,1,0.916215,0.011068,[4 3] ; [22 18],[3.87234043 3.12765957] ; [22.12765957 17.87234043],0
s6,1,0.970095,0.001405,[2 5] ; [12 29],[2.04166667 4.95833333] ; [11.95833333 29.04166667],0
n4,1,1.0,0.0,[4 3] ; [24 18],[4. 3.] ; [24. 18.],0
