Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,1e-06,24.207112,[60 29] ; [ 9 33],[46.8778626 42.1221374] ; [22.1221374 19.8778626],1
n6,1,0.108048,2.582536,[79 10] ; [32  9],[75.99230769 13.00769231] ; [35.00769231  5.99230769],0
r1,1,0.166784,1.911612,[72 18] ; [29 13],[68.86363636 21.13636364] ; [32.13636364  9.86363636],0
r2,1,0.213054,1.55055,[83  5] ; [37  5],[81.23076923  6.76923077] ; [38.76923077  3.23076923],0
p5,1,0.227339,1.457435,[16 73] ; [ 4 37],[13.69230769 75.30769231] ; [ 6.30769231 34.69230769],0
v1,1,0.255489,1.293036,[53 36] ; [19 20],[50.0625 38.9375] ; [21.9375 17.0625],0
d4,1,0.278114,1.176283,[73 16] ; [31 11],[70.65648855 18.34351145] ; [33.34351145  8.65648855],0
s1,1,0.327736,0.957823,[ 3 87] ; [ 3 39],[ 4.09090909 85.90909091] ; [ 1.90909091 40.09090909],0
a5,1,0.341406,0.905143,[66 24] ; [34  8],[68.18181818 21.81818182] ; [31.81818182 10.18181818],0
a8,1,0.372724,0.794564,[14 74] ; [ 4 36],[12.375 75.625] ; [ 5.625 34.375],0
a4,1,0.386216,0.750822,[42 48] ; [23 19],[44.31818182 45.68181818] ; [20.68181818 21.31818182],0
u1,1,0.442358,0.590159,[ 7 83] ; [ 5 37],[ 8.18181818 81.81818182] ; [ 3.81818182 38.18181818],0
n2,1,0.469654,0.522791,[18  4] ; [13  5],[17.05  4.95] ; [13.95  4.05],0
a1,1,0.521989,0.409963,[ 7 83] ; [ 2 40],[ 6.13636364 83.86363636] ; [ 2.86363636 39.13636364],0
n1,1,0.542227,0.371429,[12  9] ; [12  6],[12.92307692  8.07692308] ; [11.07692308  6.92307692],0
u4,1,0.562976,0.334578,[ 4 86] ; [ 1 41],[ 3.40909091 86.59090909] ; [ 1.59090909 40.40909091],0
u3,1,0.576999,0.311111,[8 7] ; [4 2],[8.57142857 6.42857143] ; [3.42857143 2.57142857],0
p1,1,0.588075,0.29336,[ 8 82] ; [ 5 37],[ 8.86363636 81.13636364] ; [ 4.13636364 37.86363636],0
n4,1,0.618821,0.247528,[79 10] ; [36  6],[78.12977099 10.87022901] ; [36.87022901  5.12977099],0
b4,1,0.633685,0.227097,[41 49] ; [21 21],[42.27272727 47.72727273] ; [19.72727273 22.27272727],0
a2,1,0.649116,0.207017,[11 79] ; [ 4 38],[10.22727273 79.77272727] ; [ 4.77272727 37.22727273],0
p12,1,0.722191,0.126403,[ 8 81] ; [ 3 39],[ 7.47328244 81.52671756] ; [ 3.52671756 38.47328244],0
b2,1,0.725864,0.122943,[32 33] ; [18 16],[32.82828283 32.17171717] ; [17.17171717 16.82828283],0
b3,1,0.725864,0.122943,[32 33] ; [18 16],[32.82828283 32.17171717] ; [17.17171717 16.82828283],0
a3,1,0.727579,0.121346,[75 15] ; [36  6],[75.68181818 14.31818182] ; [35.31818182  6.68181818],0
n3,1,0.819382,0.052139,[15  7] ; [11  6],[14.66666667  7.33333333] ; [11.33333333  5.66666667],0
d1,1,0.891846,0.018487,[46 44] ; [22 20],[46.36363636 43.63636364] ; [21.63636364 20.36363636],0
b1,1,0.90533,0.014145,[46 44] ; [21 21],[45.68181818 44.31818182] ; [21.31818182 20.68181818],0
a6,1,0.985847,0.000315,[32 58] ; [15 27],[32.04545455 57.95454545] ; [14.95454545 27.04545455],0
u2,1,1.0,0.0,[10  5] ; [4 2],[10.  5.] ; [4. 2.],0
