Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,6e-06,20.353732,[32 25] ; [121  20],[44.04545455 12.95454545] ; [108.95454545  32.04545455],1
n4,1,0.00301,8.801642,[37 21] ; [118  24],[44.95 13.05] ; [110.05  31.95],0
b1,1,0.006587,7.382357,[33 26] ; [50 92],[24.36318408 34.63681592] ; [58.63681592 83.36318408],0
n5,1,0.007076,7.253483,[34 24] ; [110  32],[41.76 16.24] ; [102.24  39.76],0
a3,1,0.017225,5.673337,[36 23] ; [110  32],[42.85572139 16.14427861] ; [103.14427861  38.85572139],0
p9,1,0.0175,5.645543,[42 16] ; [122  19],[47.79899497 10.20100503] ; [116.20100503  24.79899497],0
v4,1,0.017919,5.604019,[51  8] ; [136   6],[54.89054726  4.10945274] ; [132.10945274   9.89054726],0
d1,1,0.023935,5.099322,[29 30] ; [94 48],[36.10447761 22.89552239] ; [86.89552239 55.10447761],0
b3,1,0.037855,4.311505,[ 8 26] ; [44 57],[13.0962963 20.9037037] ; [38.9037037 62.0962963],0
b2,1,0.037855,4.311505,[ 8 26] ; [44 57],[13.0962963 20.9037037] ; [38.9037037 62.0962963],0
a5,1,0.042468,4.116468,[38 21] ; [111  31],[43.73631841 15.26368159] ; [105.26368159  36.73631841],0
u2,1,0.043072,4.092568,[ 8 14] ; [20 11],[11.62264151 10.37735849] ; [16.37735849 14.62264151],0
d4,1,0.056833,3.627481,[41 18] ; [116  26],[46.08457711 12.91542289] ; [110.91542289  31.08457711],0
s5,1,0.064621,3.414618,[24 31] ; [41 97],[18.52331606 36.47668394] ; [46.47668394 91.52331606],0
n3,1,0.083232,3.00063,[13  7] ; [29  5],[15.55555556  4.44444444] ; [26.44444444  7.55555556],0
a6,1,0.088986,2.892622,[37 22] ; [106  36],[41.97512438 17.02487562] ; [101.02487562  40.97512438],0
b4,1,0.11336,2.506749,[29 30] ; [87 55],[34.04975124 24.95024876] ; [81.95024876 60.04975124],0
r4,1,0.158058,1.99271,[49 10] ; [128  14],[51.95522388  7.04477612] ; [125.04477612  16.95522388],0
p12,1,0.167996,1.900735,[ 1 58] ; [  9 133],[ 2.93532338 56.06467662] ; [  7.06467662 134.93532338],0
r1,1,0.178157,1.812934,[40 18] ; [110  31],[43.71859296 14.28140704] ; [106.28140704  34.71859296],0
