Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,6e-06,20.353732,[32 25] ; [121  20],[44.04545455 12.95454545] ; [108.95454545  32.04545455],1
r3,1,0.190634,1.712713,[55  4] ; [138   4],[56.65174129  2.34825871] ; [136.34825871   5.65174129],0
s1,1,0.21841,1.514786,[ 5 52] ; [  6 133],[ 3.19897959 53.80102041] ; [  7.80102041 131.19897959],0
p3,1,0.226839,1.460571,[29 30] ; [83 59],[32.87562189 26.12437811] ; [79.12437811 62.87562189],0
d2,1,0.242631,1.365242,[29 30] ; [82 59],[32.745 26.255] ; [78.255 62.745],0
d5,1,0.272831,1.202456,[48 11] ; [124  18],[50.48756219  8.51243781] ; [121.51243781  20.48756219],0
p2,1,0.275016,1.191556,[46 13] ; [119  22],[48.675 10.325] ; [116.325  24.675],0
s4,1,0.288404,1.127059,[12 47] ; [ 20 120],[ 9.48743719 49.51256281] ; [ 22.51256281 117.48743719],0
v3,1,0.318587,0.994737,[16 40] ; [48 85],[18.96296296 37.03703704] ; [45.03703704 87.96296296],0
v1,1,0.345654,0.889346,[26 32] ; [70 64],[29. 29.] ; [67. 67.],0
p1,1,0.346548,0.886057,[ 6 53] ; [  9 133],[ 4.40298507 54.59701493] ; [ 10.59701493 131.40298507],0
n1,1,0.365731,0.818118,[ 6 14] ; [14 19],[ 7.54716981 12.45283019] ; [12.45283019 20.54716981],0
n6,1,0.403967,0.696486,[47 12] ; [120  22],[49.0199005  9.9800995] ; [117.9800995  24.0199005],0
v2,1,0.404085,0.696136,[28 30] ; [74 61],[30.65284974 27.34715026] ; [71.34715026 63.65284974],0
p7,1,0.411015,0.675864,[27 32] ; [73 67],[29.64824121 29.35175879] ; [70.35175879 69.64824121],0
u1,1,0.423332,0.641046,[13 46] ; [ 39 103],[15.26368159 43.73631841] ; [ 36.73631841 105.26368159],0
d3,1,0.435624,0.607782,[40 19] ; [104  38],[42.26865672 16.73134328] ; [101.73134328  40.26865672],0
s6,1,0.436907,0.604393,[44 14] ; [100  42],[41.76 16.24] ; [102.24  39.76],0
s2,1,0.466036,0.53136,[37 22] ; [80 60],[34.68844221 24.31155779] ; [82.31155779 57.68844221],0
a4,1,0.539727,0.376045,[29 30] ; [76 65],[30.975 28.025] ; [74.025 66.975],0
p5,1,0.545466,0.365503,[ 4 55] ; [ 13 125],[ 5.09137056 53.90862944] ; [ 11.90862944 126.09137056],0
r2,1,0.549914,0.357471,[52  6] ; [131  11],[53.07  4.93] ; [129.93  12.07],0
p6,1,0.582761,0.301792,[18 41] ; [48 91],[19.66666667 39.33333333] ; [46.33333333 92.66666667],0
n2,1,0.722514,0.126097,[13  7] ; [23 10],[13.58490566  6.41509434] ; [22.41509434 10.58490566],0
s7,1,0.728185,0.120784,[27 25] ; [75 62],[28.06349206 23.93650794] ; [73.93650794 63.06349206],0
a8,1,0.816754,0.053695,[ 6 46] ; [ 16 109],[ 6.46327684 45.53672316] ; [ 15.53672316 109.46327684],0
u4,1,0.846863,0.037296,[ 1 58] ; [  3 139],[ 1.17412935 57.82587065] ; [  2.82587065 139.17412935],0
s3,1,0.860137,0.031046,[35 24] ; [80 58],[34.44162437 24.55837563] ; [80.55837563 57.44162437],0
a2,1,0.86545,0.02871,[19 40] ; [44 98],[18.49253731 40.50746269] ; [44.50746269 97.49253731],0
s8,1,0.896429,0.016945,[26 33] ; [64 78],[26.41791045 32.58208955] ; [63.58208955 78.41791045],0
u3,1,0.932288,0.007219,[14  8] ; [20 12],[13.85185185  8.14814815] ; [20.14814815 11.85185185],0
b5,1,0.934032,0.006851,[39 20] ; [93 49],[38.74626866 20.25373134] ; [93.25373134 48.74626866],0
a7,1,0.958405,0.00272,[43 16] ; [104  38],[43.14925373 15.85074627] ; [103.85074627  38.14925373],0
a1,1,0.963123,0.002138,[ 2 57] ; [  5 137],[ 2.05472637 56.94527363] ; [  4.94527363 137.05472637],0
