Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,153.037833,[209  68] ; [ 20 132],[147.86247086 129.13752914] ; [81.13752914 70.86247086],1
d5,1,0.0,104.087418,[269   8] ; [89 62],[231.69626168  45.30373832] ; [126.30373832  24.69626168],1
d3,1,0.0,101.003945,[243  35] ; [62 88],[198.10747664  79.89252336] ; [106.89252336  43.10747664],1
d4,1,0.0,87.831201,[272   5] ; [100  51],[240.75700935  36.24299065] ; [131.24299065  19.75700935],1
a4,1,0.0,57.60219,[174 106] ; [ 36 115],[136.42691415 143.57308585] ; [73.57308585 77.42691415],1
a2,1,0.0,51.052275,[111 169] ; [ 11 141],[ 79.07407407 200.92592593] ; [ 42.92592593 109.07407407],1
a5,1,0.0,46.520507,[243  37] ; [87 64],[214.38515081  65.61484919] ; [115.61484919  35.38515081],1
u1,1,0.0,45.326619,[ 93 187] ; [  7 145],[ 64.81481481 215.18518519] ; [ 35.18518519 116.81481481],1
a3,1,0.0,26.05909,[232  47] ; [92 59],[210.22325581  68.77674419] ; [113.77674419  37.22325581],1
p4,1,2e-06,22.761784,[204  73] ; [76 74],[181.63934426  95.36065574] ; [98.36065574 51.63934426],1
s8,1,0.000601,11.774302,[191  87] ; [79 73],[174.55813953 103.44186047] ; [95.44186047 56.55813953],1
a6,1,0.001049,10.738465,[196  81] ; [83 68],[180.56775701  96.43224299] ; [98.43224299 52.56775701],0
p3,1,0.00216,9.408378,[163 114] ; [65 85],[147.90632319 129.09367681] ; [80.09367681 69.90632319],0
r1,1,0.002935,8.847598,[252  27] ; [121  30],[242.01627907  36.98372093] ; [130.98372093  20.01627907],0
n4,1,0.005453,7.722882,[233  46] ; [109  42],[221.90232558  57.09767442] ; [120.09767442  30.90232558],0
s7,1,0.007938,7.047419,[199  67] ; [91 55],[187.23300971  78.76699029] ; [102.76699029  43.23300971],0
n2,1,0.008698,6.883803,[43 17] ; [26  1],[47.5862069 12.4137931] ; [21.4137931  5.5862069],0
p12,1,0.009887,6.655166,[ 40 238] ; [  9 140],[ 31.90163934 246.09836066] ; [ 17.09836066 131.90163934],0
s6,1,0.010665,6.520352,[250  25] ; [122  26],[241.84397163  33.15602837] ; [130.15602837  17.84397163],0
u4,1,0.013518,6.099986,[ 15 265] ; [  1 151],[ 10.37037037 269.62962963] ; [  5.62962963 146.37037037],0
u2,1,0.013859,6.055956,[36 12] ; [30 28],[29.88679245 18.11320755] ; [36.11320755 21.88679245],0
p6,1,0.019293,5.474721,[131 144] ; [53 95],[119.62174941 155.37825059] ; [64.37825059 83.62174941],0
v2,1,0.027332,4.869711,[168  99] ; [75 70],[157.47815534 109.52184466] ; [85.52184466 59.47815534],0
a7,1,0.033214,4.534733,[218  62] ; [102  47],[208.85780886  71.14219114] ; [111.14219114  37.85780886],0
p9,1,0.050076,3.838901,[251  24] ; [125  22],[245.02369668  29.97630332] ; [130.97630332  16.02369668],0
n5,1,0.053357,3.732696,[227  52] ; [110  40],[219.16783217  59.83216783] ; [117.83216783  32.16783217],0
p2,1,0.054141,3.708346,[241  38] ; [118  31],[234.02102804  44.97897196] ; [124.97897196  24.02102804],0
p10,1,0.066111,3.377038,[246  31] ; [122  26],[239.84941176  37.15058824] ; [128.15058824  19.84941176],0
v3,1,0.088474,2.901914,[124 138] ; [58 92],[115.73786408 146.26213592] ; [66.26213592 83.73786408],0
p8,1,0.092494,2.830424,[156 120] ; [71 77],[147.76415094 128.23584906] ; [79.23584906 68.76415094],0
u3,1,0.096555,2.761547,[37 11] ; [36 22],[33.05660377 14.94339623] ; [39.94339623 18.05660377],0
n6,1,0.124955,2.354089,[247  30] ; [126  24],[241.96955504  35.03044496] ; [131.03044496  18.96955504],0
p11,1,0.131587,2.273684,[224  56] ; [112  40],[217.77777778  62.22222222] ; [118.22222222  33.77777778],0
v1,1,0.135395,2.229536,[167 103] ; [81 68],[159.80906921 110.19093079] ; [88.19093079 60.80906921],0
n3,1,0.185201,1.755383,[44 17] ; [23  4],[46.44318182 14.55681818] ; [20.55681818  6.44318182],0
a8,1,0.20094,1.635528,[ 37 216] ; [ 28 115],[ 41.52777778 211.47222222] ; [ 23.47222222 119.52777778],0
a1,1,0.22761,1.455733,[ 19 261] ; [  6 146],[ 16.2037037 263.7962963] ; [  8.7962963 143.2037037],0
p5,1,0.229374,1.444741,[ 41 234] ; [ 16 133],[ 36.96933962 238.03066038] ; [ 20.03066038 128.96933962],0
s3,1,0.241661,1.370879,[248  30] ; [128  22],[244.22429907  33.77570093] ; [131.77570093  18.22429907],0
v4,1,0.24252,1.365884,[278   2] ; [149   3],[276.75925926   3.24074074] ; [150.24074074   1.75925926],0
r2,1,0.244316,1.355515,[277   2] ; [149   3],[275.76334107   3.23665893] ; [150.23665893   1.76334107],0
b2,1,0.33197,0.9412,[ 76 105] ; [30 54],[ 72.4 108.6] ; [33.6 50.4],0
b3,1,0.33197,0.9412,[ 76 105] ; [30 54],[ 72.4 108.6] ; [33.6 50.4],0
s5,1,0.343104,0.898799,[135 129] ; [68 79],[130.39416058 133.60583942] ; [72.60583942 74.39416058],0
b1,1,0.395821,0.720985,[108 172] ; [65 87],[112.12962963 167.87037037] ; [60.87037037 91.12962963],0
r3,1,0.553516,0.351057,[274   5] ; [147   4],[273.16046512   5.83953488] ; [147.83953488   3.16046512],0
p1,1,0.580226,0.305869,[ 29 250] ; [ 13 136],[ 27.37850467 251.62149533] ; [ 14.62149533 134.37850467],0
s1,1,0.74064,0.109565,[ 13 265] ; [  8 140],[ 13.70422535 264.29577465] ; [  7.29577465 140.70422535],0
b5,1,0.751006,0.100688,[172 108] ; [91 61],[170.46296296 109.53703704] ; [92.53703704 59.46296296],0
b4,1,0.793497,0.068525,[164 116] ; [91 61],[165.27777778 114.72222222] ; [89.72222222 62.27777778],0
p7,1,0.880796,0.022488,[180  88] ; [97 49],[179.31400966  88.68599034] ; [97.68599034 48.31400966],0
n1,1,0.921365,0.009744,[27 33] ; [12 14],[27.20930233 32.79069767] ; [11.79069767 14.20930233],0
s4,1,0.973015,0.001144,[ 64 212] ; [ 35 115],[ 64.14084507 211.85915493] ; [ 34.85915493 115.14084507],0
