Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,1e-06,24.277543,[74  6] ; [3 6],[69.21348315 10.78651685] ; [7.78651685 1.21348315],1
r4,1,1e-05,19.596952,[72  8] ; [3 6],[67.41573034 12.58426966] ; [7.58426966 1.41573034],1
r3,1,0.000877,11.071174,[74  6] ; [5 4],[71.01123596  8.98876404] ; [7.98876404 1.01123596],1
a7,1,0.004341,8.135509,[56 24] ; [2 7],[52.13483146 27.86516854] ; [5.86516854 3.13483146],0
p10,1,0.008956,6.831482,[65 14] ; [4 5],[61.94318182 17.05681818] ; [7.05681818 1.94318182],0
n6,1,0.012577,6.227646,[70 10] ; [5 4],[67.41573034 12.58426966] ; [7.58426966 1.41573034],0
p2,1,0.019692,5.439,[69 11] ; [5 4],[66.51685393 13.48314607] ; [7.48314607 1.51685393],0
p11,1,0.023702,5.116276,[63 17] ; [4 5],[60.2247191 19.7752809] ; [6.7752809 2.2247191],0
s7,1,0.025736,4.973684,[41 35] ; [1 7],[38. 38.] ; [4. 4.],0
p9,1,0.029188,4.756488,[68 12] ; [5 4],[65.61797753 14.38202247] ; [7.38202247 1.61797753],0
s1,1,0.052989,3.744274,[ 4 75] ; [2 7],[ 5.38636364 73.61363636] ; [0.61363636 8.38636364],0
r1,1,0.120936,2.40516,[56 24] ; [4 5],[53.93258427 26.06741573] ; [6.06741573 2.93258427],0
n4,1,0.120936,2.40516,[56 24] ; [4 5],[53.93258427 26.06741573] ; [6.06741573 2.93258427],0
s8,1,0.168391,1.897209,[37 43] ; [2 7],[35.05617978 44.94382022] ; [3.94382022 5.05617978],0
s5,1,0.227459,1.456681,[23 53] ; [1 8],[21.45882353 54.54117647] ; [2.54117647 6.45882353],0
s3,1,0.256207,1.289136,[46 33] ; [7 2],[47.57954545 31.42045455] ; [5.42045455 3.57954545],0
a6,1,0.258428,1.277161,[51 29] ; [4 5],[49.43820225 30.56179775] ; [5.56179775 3.43820225],0
p7,1,0.286959,1.133835,[58 22] ; [8 1],[59.3258427 20.6741573] ; [6.6741573 2.3258427],0
n5,1,0.289227,1.123216,[58 22] ; [5 4],[56.62921348 23.37078652] ; [6.37078652 2.62921348],0
d2,1,0.289227,1.123216,[22 58] ; [4 5],[23.37078652 56.62921348] ; [2.62921348 6.37078652],0
b4,1,0.293105,1.105306,[50 30] ; [4 5],[48.53932584 31.46067416] ; [5.46067416 3.53932584],0
u2,1,0.428045,0.628122,[20 14] ; [2 3],[19.17948718 14.82051282] ; [2.82051282 2.17948718],0
b1,1,0.454213,0.560117,[34 46] ; [5 4],[35.05617978 44.94382022] ; [3.94382022 5.05617978],0
s4,1,0.495045,0.465543,[11 69] ; [2 7],[11.68539326 68.31460674] ; [1.31460674 7.68539326],0
v3,1,0.499304,0.456416,[26 52] ; [2 7],[25.10344828 52.89655172] ; [2.89655172 6.10344828],0
a3,1,0.49966,0.455658,[45 35] ; [4 5],[44.04494382 35.95505618] ; [4.95505618 4.04494382],0
p6,1,0.503628,0.447282,[36 44] ; [3 6],[35.05617978 44.94382022] ; [3.94382022 5.05617978],0
p5,1,0.548447,0.360106,[17 62] ; [1 7],[16.34482759 62.65517241] ; [1.65517241 6.34482759],0
b5,1,0.575623,0.313365,[52 28] ; [5 4],[51.23595506 28.76404494] ; [5.76404494 3.23595506],0
a4,1,0.666559,0.185654,[21 58] ; [3 6],[21.54545455 57.45454545] ; [2.45454545 6.54545455],0
s6,1,0.670609,0.18089,[49 29] ; [5 4],[48.4137931 29.5862069] ; [5.5862069 3.4137931],0
u3,1,0.676166,0.174474,[17 17] ; [2 3],[16.56410256 17.43589744] ; [2.43589744 2.56410256],0
a5,1,0.697879,0.150688,[48 32] ; [6 3],[48.53932584 31.46067416] ; [5.46067416 3.53932584],0
p3,1,0.697879,0.150688,[48 32] ; [6 3],[48.53932584 31.46067416] ; [5.46067416 3.53932584],0
d4,1,0.698637,0.149894,[39 41] ; [5 4],[39.5505618 40.4494382] ; [4.4494382 4.5505618],0
s2,1,0.779539,0.078355,[40 39] ; [5 4],[40.39772727 38.60227273] ; [4.60227273 4.39772727],0
n2,1,0.787221,0.072857,[9 6] ; [1 1],[8.82352941 6.17647059] ; [1.17647059 0.82352941],0
p8,1,0.793049,0.068829,[53 26] ; [5 3],[52.66666667 26.33333333] ; [5.33333333 2.66666667],0
d3,1,0.806408,0.060056,[39 41] ; [4 5],[38.65168539 41.34831461] ; [4.34831461 4.65168539],0
d1,1,0.814367,0.055129,[ 7 73] ; [1 8],[ 7.19101124 72.80898876] ; [0.80898876 8.19101124],0
v1,1,0.861793,0.030308,[38 42] ; [4 5],[37.75280899 42.24719101] ; [4.24719101 4.75280899],0
v2,1,0.927487,0.008282,[33 44] ; [4 5],[33.12790698 43.87209302] ; [3.87209302 5.12790698],0
a8,1,0.988849,0.000195,[ 9 64] ; [1 7],[ 9.01234568 63.98765432] ; [0.98765432 7.01234568],0
