Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.005162,7.821841,[ 3 42] ; [18 46],[ 8.66972477 36.33027523] ; [12.33027523 51.66972477],0
p10,1,0.015309,5.880554,[14 30] ; [35 28],[20.14953271 23.85046729] ; [28.85046729 34.14953271],0
d2,1,0.027662,4.84898,[12 33] ; [30 33],[17.5 27.5] ; [24.5 38.5],0
v4,1,0.032158,4.59004,[21 24] ; [43 21],[26.42201835 18.57798165] ; [37.57798165 26.42201835],0
b1,1,0.069839,3.286807,[30 15] ; [32 33],[25.36363636 19.63636364] ; [36.63636364 28.36363636],0
d1,1,0.078557,3.094505,[12 33] ; [28 37],[16.36363636 28.63636364] ; [23.63636364 41.36363636],0
d5,1,0.113333,2.507123,[23 22] ; [43 22],[27. 18.] ; [39. 26.],0
b3,1,0.122672,2.382867,[ 8 23] ; [13 16],[10.85 20.15] ; [10.15 18.85],0
b2,1,0.122672,2.382867,[ 8 23] ; [13 16],[10.85 20.15] ; [10.15 18.85],0
p9,1,0.144405,2.130375,[18 25] ; [36 28],[21.70093458 21.29906542] ; [32.29906542 31.70093458],0
u3,1,0.148299,2.089664,[ 4 20] ; [ 9 17],[ 6.24 17.76] ; [ 6.76 19.24],0
s5,1,0.152058,2.051482,[ 4 41] ; [12 52],[ 6.60550459 38.39449541] ; [ 9.39449541 54.60550459],0
a3,1,0.17462,1.842827,[21 23] ; [39 25],[24.44444444 19.55555556] ; [35.55555556 28.44444444],0
d3,1,0.224699,1.474103,[20 25] ; [36 28],[23.11926606 21.88073394] ; [32.88073394 31.11926606],0
s3,1,0.229164,1.446045,[11 33] ; [23 41],[13.85185185 30.14814815] ; [20.14814815 43.85185185],0
a6,1,0.259119,1.273459,[20 25] ; [36 29],[22.90909091 22.09090909] ; [33.09090909 31.90909091],0
n1,1,0.332879,0.937666,[ 5 16] ; [12 21],[ 6.61111111 14.38888889] ; [10.38888889 22.61111111],0
r1,1,0.412074,0.672809,[10 35] ; [19 46],[11.86363636 33.13636364] ; [17.13636364 47.86363636],0
p4,1,0.444723,0.584067,[15 30] ; [17 47],[13.21100917 31.78899083] ; [18.78899083 45.21100917],0
p5,1,0.485158,0.487246,[ 2 42] ; [ 5 58],[ 2.87850467 41.12149533] ; [ 4.12149533 58.87850467],0
s4,1,0.528952,0.396405,[ 9 36] ; [10 55],[ 7.77272727 37.22727273] ; [11.22727273 53.77272727],0
n5,1,0.530336,0.393747,[25 20] ; [40 25],[26.59090909 18.40909091] ; [38.40909091 26.59090909],0
p6,1,0.538082,0.379105,[ 5 38] ; [10 53],[ 6.08490566 36.91509434] ; [ 8.91509434 54.08490566],0
a2,1,0.571736,0.319786,[ 4 41] ; [ 8 57],[ 4.90909091 40.09090909] ; [ 7.09090909 57.90909091],0
a7,1,0.614728,0.253347,[21 24] ; [33 31],[22.29357798 22.70642202] ; [31.70642202 32.29357798],0
n6,1,0.631616,0.229876,[22 22] ; [35 29],[23.22222222 20.77777778] ; [33.77777778 30.22222222],0
a4,1,0.663318,0.189518,[13 32] ; [21 43],[14.03669725 30.96330275] ; [19.96330275 44.03669725],0
n4,1,0.709563,0.138714,[24 21] ; [37 28],[24.95454545 20.04545455] ; [36.04545455 28.95454545],0
d4,1,0.709798,0.138479,[29 16] ; [39 25],[28.0733945 16.9266055] ; [39.9266055 24.0733945],0
p1,1,0.726646,0.122214,[ 4 41] ; [ 7 57],[ 4.5412844 40.4587156] ; [ 6.4587156 57.5412844],0
s7,1,0.740982,0.109265,[ 7 34] ; [12 49],[ 7.6372549 33.3627451] ; [11.3627451 49.6372549],0
p3,1,0.751388,0.100368,[10 34] ; [16 47],[10.69158879 33.30841121] ; [15.30841121 47.69158879],0
p8,1,0.751388,0.100368,[10 34] ; [16 47],[10.69158879 33.30841121] ; [15.30841121 47.69158879],0
b4,1,0.761948,0.091763,[25 20] ; [38 27],[25.77272727 19.22727273] ; [37.22727273 27.77272727],0
s2,1,0.771455,0.084374,[10 35] ; [16 49],[10.63636364 34.36363636] ; [15.36363636 49.63636364],0
a5,1,0.791304,0.070023,[21 24] ; [32 33],[21.68181818 23.31818182] ; [31.31818182 33.68181818],0
p7,1,0.810401,0.057556,[16 29] ; [21 42],[15.41666667 29.58333333] ; [21.58333333 41.41666667],0
s1,1,0.821884,0.05068,[ 4 41] ; [ 5 60],[ 3.68181818 41.31818182] ; [ 5.31818182 59.68181818],0
a1,1,0.848419,0.036533,[ 5 40] ; [ 8 57],[ 5.31818182 39.68181818] ; [ 7.68181818 57.31818182],0
n3,1,0.865331,0.028761,[11 10] ; [16 16],[10.69811321 10.30188679] ; [16.30188679 15.69811321],0
r3,1,0.873197,0.025472,[22 22] ; [33 31],[22.40740741 21.59259259] ; [32.59259259 31.40740741],0
s6,1,0.890909,0.018811,[13 32] ; [18 47],[12.68181818 32.31818182] ; [18.31818182 46.68181818],0
u2,1,0.905544,0.01408,[10 14] ; [10 15],[ 9.79591837 14.20408163] ; [10.20408163 14.79591837],0
b5,1,0.915634,0.011222,[24 21] ; [34 31],[23.72727273 21.27272727] ; [34.27272727 30.72727273],0
p2,1,0.92898,0.007944,[24 21] ; [32 29],[23.77358491 21.22641509] ; [32.22641509 28.77358491],0
v1,1,0.944161,0.004906,[14 31] ; [20 43],[14.16666667 30.83333333] ; [19.83333333 43.16666667],0
n2,1,0.950503,0.003853,[11 10] ; [17 16],[10.88888889 10.11111111] ; [17.11111111 15.88888889],0
v2,1,0.961869,0.002286,[14 30] ; [20 42],[14.11320755 29.88679245] ; [19.88679245 42.11320755],0
u1,1,0.966245,0.001791,[ 2 43] ; [ 3 62],[ 2.04545455 42.95454545] ; [ 2.95454545 62.04545455],0
p11,1,0.98585,0.000315,[20 25] ; [29 36],[20.04545455 24.95454545] ; [28.95454545 36.04545455],0
