Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,163.114974,[376   6] ; [27 28],[352.2791762  29.7208238] ; [50.7208238  4.2791762],1
v4,1,0.0,144.688504,[374   7] ; [28 26],[352.09655172  28.90344828] ; [49.90344828  4.09655172],1
r2,1,0.0,114.400512,[372   8] ; [30 22],[353.61111111  26.38888889] ; [48.38888889  3.61111111],1
r1,1,0.0,99.266125,[337  42] ; [19 37],[310.17011494  68.82988506] ; [45.82988506 10.17011494],1
p2,1,0.0,38.777019,[310  71] ; [25 32],[291.40410959  89.59589041] ; [43.59589041 13.40410959],1
p10,1,1e-06,24.351101,[306  74] ; [29 28],[291.30434783  88.69565217] ; [43.69565217 13.30434783],1
p11,1,2e-06,22.470553,[306  76] ; [30 28],[291.70909091  90.29090909] ; [44.29090909 13.70909091],1
p9,1,1.8e-05,18.349607,[313  66] ; [31 23],[301.09930716  77.90069284] ; [42.90069284 11.09930716],1
s6,1,2.4e-05,17.831926,[248 128] ; [21 36],[233.58891455 142.41108545] ; [35.41108545 21.58891455],1
n6,1,6.9e-05,15.84821,[313  68] ; [31 22],[301.99078341  79.00921659] ; [42.00921659 10.99078341],1
a1,1,8e-05,15.557055,[ 13 369] ; [ 9 49],[ 19.1 362.9] ; [ 2.9 55.1],1
s8,1,0.000153,14.332578,[157 222] ; [ 9 49],[143.96796339 235.03203661] ; [22.03203661 35.96796339],1
v2,1,0.000396,12.551283,[216 149] ; [19 37],[203.74109264 161.25890736] ; [31.25890736 24.74109264],1
p7,1,0.000398,12.543864,[206 171] ; [16 39],[193.73611111 183.26388889] ; [28.26388889 26.73611111],1
p8,1,0.000908,11.005839,[174 203] ; [13 44],[162.44009217 214.55990783] ; [24.55990783 32.44009217],1
p3,1,0.002076,9.481011,[169 212] ; [13 44],[158.31506849 222.68493151] ; [23.68493151 33.31506849],0
s2,1,0.002894,8.873098,[179 199] ; [15 42],[168.57931034 209.42068966] ; [25.42068966 31.57931034],0
v3,1,0.003897,8.331308,[149 214] ; [12 45],[139.15 223.85] ; [21.85 35.15],0
b1,1,0.004257,8.170745,[136 246] ; [32 26],[145.85454545 236.14545455] ; [22.14545455 35.85454545],0
n2,1,0.004463,8.085295,[74 18] ; [15 13],[68.23333333 23.76666667] ; [20.76666667  7.23333333],0
s3,1,0.00791,7.053726,[203 175] ; [19 36],[193.80138568 184.19861432] ; [28.19861432 26.80138568],0
a7,1,0.009701,6.688957,[284  98] ; [33 24],[275.8405467 106.1594533] ; [41.1594533 15.8405467],0
a6,1,0.010714,6.512218,[290  91] ; [35 23],[282.06150342  98.93849658] ; [42.93849658 15.06150342],0
p4,1,0.016915,5.705149,[195 185] ; [20 38],[186.52968037 193.47031963] ; [28.47031963 29.52968037],0
u2,1,0.025974,4.957769,[44 34] ; [ 3 10],[40.28571429 37.71428571] ; [6.71428571 6.28571429],0
v1,1,0.038046,4.302951,[190 180] ; [20 35],[182.82352941 187.17647059] ; [27.17647059 27.82352941],0
n3,1,0.0447,4.029908,[68 22] ; [15 12],[63.84615385 26.15384615] ; [19.15384615  7.84615385],0
b5,1,0.050457,3.826202,[236 146] ; [28 30],[229.2 152.8] ; [34.8 23.2],0
s1,1,0.056612,3.633958,[  9 367] ; [ 4 53],[ 11.2886836 364.7113164] ; [ 1.7113164 55.2886836],0
s5,1,0.061357,3.500308,[115 256] ; [11 47],[108.96503497 262.03496503] ; [17.03496503 40.96503497],0
